사번,논문제목,게재년월,저자역할,val_title,val_rank,,
199001,Effect of laminated angle of carbon fiber on interior noise on an enclosure under center point excitation,201902,제1저자,valid,valid,,
199001,Transfer path analysis of rumbling noise in a passenger car based on in-situ blocked force measurement,201906,corresponding author,valid,valid,,
199001,Prediction and Sound Quality Analysis of Tire Pattern Noise Based on System Identification by Utilizing an Optimal Adaptive Filter,201909,제1저자,valid,valid,,
199001,흡음재특성에 따른 차량 실내 음질 예측 기술,201905,corresponding author,unknown--,unknown--,,
199001,Structure-Borne Path Identification of Rumbling Noise in a Passenger Car Based on In-Situ Blocked Force Transfer Path Analysis,201905,제1저자,valid,valid,,
199003,All-in-one 어태치먼트 기반 PHC 파일 원커팅 두부정리 자동화 로봇의 프로토타입 개발,201902,corresponding author,unknown--,unknown--,,
199003,3D surround local sensing system H/W for intelligent excavation robot (IES),201910,corresponding author,valid,valid,,
199003,Development of construction duration prediction model for project planning phase of mixed-use buildings,201911,corresponding author,valid,valid,,
199003,Development of all-in-one attachment-based PHC pile head cutting robot,201911,corresponding author,valid,valid,,
199004,Dynamic Movement of American English Monophthongs in the hVd Syllable: Evidence from Pattern Recognition Modeling with Cepstral/ Spectral Parameters,201903,제1저자,unknown--,unknown--,,
199004,Perceptual Influence of Non-Spectral Cues on Spectral Properties of Korean Vowel Signals in Seoul Corpus: A Neural Network Modeling Study,201906,제1저자,unknown--,unknown--,,
199005,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,201901,corresponding author,valid,valid,,
199005,Novel hemostatic adhesive powder for nonvariceal upper gastrointestinal bleeding,201905,공동,unknown--,unknown--,,
199005,Efficacy of a novel hemostatic adhesive powder in patients with refractory upper gastrointestinal bleeding: a pilot study,201905,공동,valid,valid,,
199007,Factors Affecting the Psychosocial Distress of Patients with Alopecia Areata: A Nationwide Study in Korea,201904,corresponding author,valid,valid,,
199007,Treatment of Refractory Vitiligo With a Vellus Hair Punch Graft,201902,corresponding author,valid,invalid,,
199007,Therapeutic Effect of 308-nm Excimer Laser on Alopecia Areata in an Animal Model,201908,corresponding author,valid,valid,,
199007,Squamous Cell Carcinoma on the Fingers of Orthopedic Surgeon Induced by Occupational Radiation Exposure,201904,공동,valid,valid,,
199007,A Case of Immunoglobulin A Pemphigus: Intraepidermal Neutrophilic Dermatosis Type,201908,corresponding author,valid,valid,,
199007,Therapeutic Effect of Glucosamine on an Atopic Dermatitis Animal Model,201910,corresponding author,valid,valid,,
199007,Increasing prevalence of alopecia areata in South Korea,201909,공동,valid,valid,,
199007,Periocular Lipogranuloma After Cryopreserved Fat Injection Into the Forehead,201912,공동,valid,valid,,
199008,Melatonin Levels in Patients With Primary Open-angle Glaucoma With High or Low Intraocular Pressure,201902,공동,valid,valid,,
199008,Location and pattern of non-invasive keratographic tear film break-up according to dry eye disease subtypes,201905,공동,valid,valid,,
199008,"Relationships between Hearing Loss and the Prevalences of Cataract, Glaucoma, Diabetic Retinopathy, and Age-Related Macular Degeneration in Korea",201907,공동,unknown--,unknown--,,
199008,Atypical Fundus Manifestation of Ocular Toxocariasis,201910,corresponding author,unknown--,unknown--,,
199008,당뇨병환자에서 유리체절제술 후 다초점 인공수정체의 지연성 혼탁,201912,corresponding author,unknown--,unknown--,,
199009,보철물의 수명 연구를 위한 온라인 평가 시스템 구축,201901,corresponding author,unknown--,unknown--,,
199009,The effect of missing teeth on dementia in older people: a nationwide population-based cohort study in South Korea,201902,corresponding author,valid,valid,,
199009,Effect of the Surface Treatment by Airborne-particle Abrasion on the Shear Bond Strength of Resin Cement to Hybrid Ceramic,201909,corresponding author,valid,invalid,,
199011,Prenatal particulate matter affects new asthma via airway hyperresponsiveness in schoolchildren,201904,공동,valid,valid,,
199011,Family-based case-control study of exposure to household humidifier disinfectants and risk of idiopathic interstitial pneumonia,201905,corresponding author,valid,valid,,
199011,Relationship between occupational sunlight exposure and the incidence of renal cancer,201911,공동,unknown--,unknown--,,
199011,Household air pollution and caste-ethnic differences in undernutrition among children in Nepal.,201912,corresponding author,valid,invalid,,
199021,모바일 게임에 대한 몰입과 만족도에 미치는 영향요인 연구,201903,corresponding author,unknown--,unknown--,,
199021,자아성취감과 몰입 매개요인을 통한 모바일게임 만족도 영향요인의 실증적 연구,201906,corresponding author,unknown--,unknown--,,
199021,투자형 크라우드펀딩의 성공 영향 요인 실증분석: 업종과 유형별 분류를 중심으로,201908,corresponding author,unknown--,unknown--,,
199022,북한 소학교 4학년 영어교과서의  ‘수정 완성된 전개된 집필요강’ 분석,201902,제1저자,unknown--,unknown--,,
199022,2015 개정 영어과 교육과정에 따른  중2 영어 교과서 어휘 분포 분석,201909,제1저자,unknown--,unknown--,,
199025,영화 <설국열차>와 이분법 너머의 상상력  －3의 법칙과 놀이의 힘－,201905,제1저자,unknown--,unknown--,,
199026,"소비자의 표준에 대한 인식, 태도, 지식, 표준정보탐색 조사 및표준이 필요한 분야 조사",201906,공동,unknown--,unknown--,,
199026,지각된 CSV 가치 수준과 윤리적 소비주의가 브랜드태도 및 구매의도 에 미치는 영향 : 가치일치성의 매개 효과와 CSV 연계메시지에 의한 조절효과를 중심으로,201907,corresponding author,unknown--,unknown--,,
199026,조절초점에 의한 공익광고 소구유형이 광고태도에 미치는 영향에 관한 한중 비교문화연구,201909,corresponding author,unknown--,unknown--,,
199028,The mediating and moderating effects of meaning in life on the relationship between depression and quality of life in patients with dysphagia,201905,공동,valid,valid,,
199028,치매주간보호센터에서 제공하는 서비스에 대한 치매노인의 만족도와 경험,201907,제1저자,unknown--,unknown--,,
199028,인천지역 장기요양시설과 주간보호시설 여성치매노인의인지기능 및 영양섭취 비교,201908,공동,unknown--,unknown--,,
199028,"혈액투석 중 저강도운동이 환자의 피로, 일상생활활동수행, 긍정심리자본 및 혈압에 미치는 효과",201902,corresponding author,unknown--,unknown--,,
199032,Risk Factors of Amputation in Lower Extremity Trauma with Combined Femoropopliteal Arterial Injury,201903,공동,unknown--,unknown--,,
199032,Impact of subcutaneous tunnels on peripherally inserted catheter placement: a multicenter retrospective study,201905,공동,valid,valid,,
199032,"Characteristics, trend, and methodological quality of systematic reviews and meta-analyses in nuclear medicine A bibliometric analysis of studies published between 2005 and 2016",201905,공동,valid,valid,,
199032,Evaluation of the Femoral Artery IMT as a Risk Factor of Cardiovascular Disease,201912,공동,invalid (0.52),invalid,,
199410,공간 채움 곡선을 활용한 좌표 기반의 교차로 ID 구성 체계에 관한 연구,201912,corresponding author,unknown--,unknown--,,
200001,액체 추진제 공급 시스템의 모델링 및 시뮬레이션 연구 동향 분석,201912,공동,unknown--,unknown--,,
200001,전산해석을 통한 탈설계점에서의 극초음속 흡입구 성능 비교,201902,공동,unknown--,unknown--,,
200001,Face Offsetting Method를 적용한 고체 로켓 모터 그레인 Burn-back 해석 연구,201908,corresponding author,unknown--,unknown--,,
200001,A Numerical Study on the Characteristics of Air-Fuel Mixing Using a Fluidic Oscillator in Supersonic Flow Fields,201912,공동,unknown--,unknown--,,
200002,New Viewpoint of Surface Anatomy Using the Curved Sectional Planes of a Male Cadaver,201901,공동,valid,valid,,
200002,Virtual Reality Based Education with Mobile Device Platform,201901,공동,valid,valid,,
200002,Hardware-Based Adaptive Terrain Mesh Using Temporal Coherence for Real-Time Landscape Visualization,201904,corresponding author,valid,valid,,
200002,Peeled volume models of a whole body to enhance comprehension of anthropological bone landmarks,201904,공동,valid,valid,,
200002,Human-computer cooperation for future computing,201904,제1저자,valid,valid,,
200002,Predictive EWC: mitigating catastrophic forgetting of neural network through pre?prediction of learning data,201906,corresponding author,valid,valid,,
200002,True-Color Face Peeled Images with Botulinum Toxin Injection Sites and Anatomic Landmarks,201907,공동,valid,valid,,
200002,Frequency based tactile rendering method for pin?array tactile devices,201907,corresponding author,valid,valid,,
200002,TGV Upsampling: A Making-Up Operation for Semantic Segmentation,201908,corresponding author,valid,valid,,
200002,유체 시뮬레이션 기술을 이용한 비유체 표현기법,201908,corresponding author,unknown--,unknown--,,
200002,Generation Method of 3D Human Body Level-of-Detail Model for Virtual Reality Device using Tomographic Image,201908,공동,unknown--,unknown--,,
200002,양방향 2D Gabor 필터를 이용한 교차점 검출 기법,201910,corresponding author,unknown--,unknown--,,
200002,Autometic Segmentation of Human Spine with Deep Neural Network,201911,corresponding author,unknown--,unknown--,,
200002,Mid-Level Feature Extractor for Transfer Learning to Samll-Scale Dataset of Medical Images,201911,corresponding author,unknown--,unknown--,,
200002,N-Crop Based Image Division in Deep Learning with Medical Image,201908,corresponding author,valid,valid,,
200006,Administrative Reforms in the Fourth Industrial Revolution: The Case of Blockchain Use,201907,제1저자,valid,valid,,
200007,현대 패션에 나타난 스트라이프의 표현 양상,201906,corresponding author,unknown--,unknown--,,
200011,Relative Efficacy of Systemic Treatments for Patients with Advanced Hepatocellular Carcinoma According to Viral Status: A Systematic Review and Network Meta-Analysis,201905,공동,valid,valid,,
200011,BioPATH: A Biomarker Study in Asian Patients with HER2+Advanced Breast Cancer Treated with Lapatinib and Other Anti-HER2 Therapy,201906,공동,valid,valid,,
200011,Psychometric Evaluation of a Korean Version of the Cancer Survivors' Self-efficacy Scale,201901,공동,valid,valid,,
200011,"Relationship between neutrophil gelatinase-associated lipocalin, cardiac biomarkers, inflammation index and renal parameters in cardiovascular disease",201912,공동,valid,valid,,
200011,"A randomized phase II study of palbociclib plus exemestane with GNRH agonist versus capecitabine in premenopausal women with hormone receptor-positive metastatic breast cancer (KCSG-BR 15-10, NCT02592746).",201905,공동,unknown--,unknown--,,
200013,팔라디오 건축이론서의 구성 및 분석기법에 관한 연구,201911,corresponding author,unknown--,unknown--,,
200013,소규모 유휴시설의 재활용을 통한 공연교육공간 구성에 관한 연구,201901,corresponding author,unknown--,unknown--,,
200015,A Novel Immunomodulatory Mechanism Dependent on Acetylcholine Secreted by Human Bone Marrow-derived Mesenchymal Stem Cells,201907,corresponding author,valid,valid,,
200016,Thermo-economic analysis of using an organic Rankine cycle for heat recovery from both the cell stack and reformer in a PEMFC for power generation,201902,corresponding author,valid,valid,,
200016,Improvement of integrated gasification combined cycle performance using nitrogen from the air separation unit as turbine coolant,201903,corresponding author,valid,valid,,
200016,Performance Enhancement of a Molten Carbonate Fuel Cell/Micro Gas Turbine Hybrid System With Carbon Capture by Off-Gas Recirculation,201904,corresponding author,unknown--,unknown--,,
200016,A new approach to generate turbine map data in the sub-idle operation regime of gas turbines,201904,corresponding author,valid,valid,,
200016,Influence of various carbon capture technologies on the performance of natural gas-fired combined cycle power plants,201903,corresponding author,valid,valid,,
200016,A comparative performance analysis of a solid oxide fuel cell and gas turbine combined cycles with carbon capture technologies,201903,corresponding author,valid,valid,,
200016,Integration of compressed air energy storage and gas turbine to improve the ramp rate,201908,corresponding author,valid,valid,,
200016,블랙박스 모델을 사용한 가스터빈 동적거동해석 속도 향상,201904,corresponding author,unknown--,unknown--,,
200016,Application of ITM to improve the efficiency of SOFC/GTCC triple combined cycle with carbon capture,201909,corresponding author,valid,valid,,
200016,순산소연소 이산화탄소 포집을 적용한 석탄가스화 복합화력 발전시스템에서 산소공급방식 변경에 의한 효율향상 분석,201908,corresponding author,unknown--,unknown--,,
200016,A study on 65 % potential efficiency of the gas turbine combined cycle,201909,corresponding author,valid,valid,,
200016,Development of a program to simulate the dynamic behavior of heavy-duty gas turbines during the entire start-up operation including very early part,201909,corresponding author,valid,valid,,
200017,파이로테크닉 분리 너트 거동에 대한 설계 인자의 영향 분석,201909,corresponding author,unknown--,unknown--,,
200017,비행 환경에 따른 극초음속 비행체의 구조 건전성에 관한 연구,201910,corresponding author,unknown--,unknown--,,
200018,무인 무미익 항공기의 무게중심 변화를 고려한 L1 적응제어비행제어 법칙 설계 및 성능 검증,201902,corresponding author,unknown--,unknown--,,
200018,유무인기 협업 기반의 SEAD 임무 수행절차 분석,201909,공동,unknown--,unknown--,,
200018,소형무인기 상용 안정성 증대 장치 로직 추정과 검증,201911,corresponding author,unknown--,unknown--,,
200019,Dry etching of copper thin films in high density plasma of CH3COOH/Ar,201902,corresponding author,unknown--,unknown--,,
200019,Etch Characteristics of Micrometer-Scale Masked Cu Thin Films Using Inductively Coupled Plasma of H-2/Ar,201905,corresponding author,unknown--,unknown--,,
200019,Evolution of etch profile of copper thin films in high density plasmas of alcohol-based gases,201909,corresponding author,valid,valid,,
200020,Synthesis of highly-energetic nanoparticles based on monodisperse hollow mesoporous nanospheres,201903,corresponding author,valid,valid,,
200020,Effect of Poly(ethylene glycol) Crystallization on Ionic Conduction and Dielectric Response of Imidazolium-Based Copolyester Ionomers,201904,공동,valid,valid,,
200023,Selective red-emission detection for mercuric ions in aqueous solution and cells using a fluorescent probe based on an unnatural peptide receptor,201904,corresponding author,valid,valid,,
200025,역량중심 체육과 교육과정 적용을 위한 표현 영역의 내용체계 및 역량 요소 분석,201902,corresponding author,unknown--,unknown--,,
200025,역량기반 전문무용교육과정 재구조화 연구,201906,corresponding author,unknown--,unknown--,,
200025,중학교 남자 체육교사의 표현영역 수업실천의 어려움,201912,corresponding author,unknown--,unknown--,,
200026,영어사 교수법: 학부 저학년생을 위한 강의 모델,201912,corresponding author,unknown--,unknown--,,
200027,후세 다츠지와 박열의 헌법의식－‘조선건국헌법초안’을 중심으로－,201906,제1저자,unknown--,unknown--,,
200027,일본의 사법권 독립과 민주화,201910,제1저자,unknown--,unknown--,,
200027,平和への?利と韓?の憲法裁判,201911,제1저자,unknown--,unknown--,,
200030,Prediction and Comparison of Electrochemical Machining on Shape Memory Alloy(SMA) using Deep Neural Network(DNN),201909,corresponding author,valid,valid,,
200031,A high order discontinuous Galerkin method with skeletal multipliers for convection-diffusion-reaction problems,201901,제1저자,valid,valid,,
200031,A high order discontinuous Galerkin method with Lagrange multipliers for second-order elliptic problems,201901,제1저자,valid,valid,,
201001,Unsupervised Clustering for Nonlinear Equalization in Indoor Millimeter-Wave Communications,201902,공동,valid,valid,,
201001,Energy Efficient Out-of-Band Candidate Channel Sensing Using Particle Swarm Optimization,201901,corresponding author,unknown--,unknown--,,
201001,Reinforcement learning-based dynamic band and channel selection in cognitive radio ad-hoc networks,201906,corresponding author,valid,valid,,
201001,산불 방재용 무선 센서 네트워크에서 딥 러닝 기반의 온도 센서 데이터 추정 및 산불 전파 예측,201905,corresponding author,unknown--,unknown--,,
201001,Dymamic MAC Frame Configuration and PSO-Based Optimal Resource Allocation in Multi-channel Cognitive Radio Ad-Hoc Networks,201906,제1저자,valid,valid,,
201001,PSO-Based Dynamic UAV Positioning Algorithm for Sensing Information Acquisition in Wireless Sensor Networks,201907,corresponding author,valid,valid,,
201001,신체 영역 네트워크에서 의료 정보 수집 시스템을 위한 저지연 및 고신뢰성을 갖는 Q-Learning 기반의 라우팅 프로토콜,201911,corresponding author,unknown--,unknown--,,
201001,Optimal design for the constellation of spatial modulation systems,201905,공동,valid,valid,,
201001,A Strong Machine Learning Classifier and Decision Stumps Based Hybrid AdaBoost Classification Algorithm for Cognitive Radios,201912,공동,valid,valid,,
201001,Q-Learning Based Multi-Objective Clustering Algorithm for Cognitive Radio Ad Hoc Networks,201912,corresponding author,valid,valid,,
201001,스마트 팩토리 구축을 위한 동적인 환경에서의 DQN 강화학습 기반 로봇 최적 이동 경로 탐색,201912,corresponding author,unknown--,unknown--,,
201002,"The mitochondrial genome of the ciliate Pseudourostyla cristata (Ciliophora, Urostylida)",201901,공동,valid,valid,,
201002,"The complete mitochondrial genome of the Antarctic marine triclad, Obrimoposthia Wandeli (Platyhelminthes, Tricladida, Maricola)",201906,corresponding author,valid,valid,,
201002,"Morphology and Molecular Analyses of a New Marine Ciliate, Arcuseries minima sp. nov. (Ciliophora: Urostylidae)",201910,corresponding author,valid,valid,,
201002,"Morphology and Molecular Phylogeny of Two New Terrestrial Ciliates, Australocirrus rubrus n. sp. and Notohymena gangwonensis n. sp. (Ciliophora: Oxytrichidae), from South Korea",201906,corresponding author,valid,valid,,
201002,"Morphology and molecular phylogeny of Oxytricha seokmoensis sp. nov. (Hypotrichia: Oxytrichidae), with notes on its morphogenesis",201910,corresponding author,valid,valid,,
201002,New records of one marine and two soil ciliates (Ciliophora: Intramacronucleata) from Korea,201903,corresponding author,unknown--,unknown--,,
201002,"The complete mitochondrial genome of Gruberia lanceolata (Gruber, 1884) Kahl, 1932 (Ciliophora: Heterotrichea)",201910,corresponding author,valid,valid,,
201002,"Utility of mitochondrial CO1 sequences for species discrimination of Spirotrichea ciliates (Protozoa, Ciliophora)",201905,corresponding author,valid,valid,,
201002,"First Genetic Data of Nebalia koreana (Malacostraca, Leptostraca) with DNA Barcode Divergence among Nebalia Species",201903,corresponding author,unknown--,unknown--,,
201002,First Record of the Brackish Water Amphipod Jesogammarus (Jesogammarus) hinumensis (Amphipoda: Anisogammaridae) from Korea with DNA Barcode Analysis among Jesogammarus Species,201909,corresponding author,unknown--,unknown--,,
201002,Three feather mites (Acari: Sarcoptiformes: Astigmata) isolated from Tringa glareola in South Korea,201907,corresponding author,unknown--,unknown--,,
201002,Four Unrecorded Species of Genus Alloptes  (Acari: Sarcoptiformes: Alloptidae) from  Charadriiform Birds in South Korea,201905,corresponding author,unknown--,unknown--,,
201002,New record of two feather mites (Acari: Sarcoptiformes: Astigmata) isolated from Actitis hypoleucos in South Korea,201905,corresponding author,unknown--,unknown--,,
201002,"Two new feather mites (Acari: Analgoidea) isolated from the grey-headed woodpecker, Picus canus (Piciformes: Picidae) in Korea",201910,corresponding author,valid,valid,,
201002,A study on the non-monophyletic genera Australothrix and Holostichides based on multigene and morphological analyses with a reexamination of type materials (Protozoa: Ciliophora),201910,공동,valid,valid,,
201003,Impact of human resource capability on performance: The roles of internal firm resources,201902,corresponding author,valid,valid,,
201003,Domestic and foreign furniture companies in South Korea: Strategic attributes assessment by the multi-criteria decision making tools,201902,공동,valid,valid,,
201003,Motivating elements of TV travel shows to the public: Korean TV reality show cases,201902,corresponding author,valid,valid,,
201003,직업전문학교 학생들의 자기결정성과 진로준비행동에 관한 매개효과: 진로결정몰입 중심으로,201902,corresponding author,unknown--,unknown--,,
201003,의류기업의 품질 개선 방안 연구: Quality 4.0 매트릭스를 활용한 쿠트스마트 사례,201903,corresponding author,unknown--,unknown--,,
201003,The quality management ecosystem for predictive maintenance in the Industry 4.0 era,201903,공동,unknown--,unknown--,,
201003,경제형 호텔의 서비스품질이 고객만족을 매개로 재방문의도에 미치는 영향 - 중국 Home Inn을 대상으로,201912,corresponding author,unknown--,unknown--,,
201003,Order Winners and Order Qualifiers by ISM and MICMAC Analysis-Hanssem,201908,공동,unknown--,unknown--,,
201003,Growth Strategy of Small and Medium-sized Enterprises: Focus on Ice Machine Manufacturers in South Korea,201904,공동,unknown--,unknown--,,
201003,스마트공장과 생산전략의 발전 방향,201908,공동,unknown--,unknown--,,
201003,지각된 화장품 브랜드 앱의 특성이 지속적 사용의도에 미치는 영향에 관한 연구 - 고객만족의 매개효과와 관여도의 조절효과를 중심으로-,201906,공동,unknown--,unknown--,,
201003,온라인 쇼핑몰에서 서비스회복 방식이 고객용서를 매개로 고객 행동의도에 미치는 영향 - SOR 모델을 기반으로,201909,corresponding author,unknown--,unknown--,,
201004,Does energy research funding work? Evidence from the Natural Science Foundation of China using TEI@I method,201907,공동,unknown--,unknown--,,
201004,Effectiveness of crop residuals in ethanol and pyrolysis-based electricity production: A stochastic analysis under uncertain climate impacts,201901,공동,valid,valid,,
201004,Comparative Analysis of the Energy and CO2 Emissions Performance and Technology Gaps in the Agglomerated Cities of China and South Korea,201901,corresponding author,unknown--,unknown--,,
201004,Environmental Performance Evaluation of the Korean Manufacturing Industry Based on Sequential DEA,201902,corresponding author,valid,valid,,
201004,Challenges of Asian Models and Values for Sustainable Development,201903,제1저자,valid,valid,,
201004,Is South Korea's Emission Trading Scheme Effective? An Analysis Based on the Marginal Abatement Cost of Coal-Fueled Power Plants,201905,제1저자,unknown--,unknown--,,
201004,Challenges for Sustainable Water Use in the Urban Industry of Korea Based on the Global Non-Radial Directional Distance Function Model,201907,corresponding author,valid,invalid,,
201004,Are Sustainable Development Policies Really Feasible? Focused on the Petrochemical Industry in Korea,201907,제1저자,valid,valid,,
201004,A stochastic analysis of cropland utilization and resource allocation under climate change,201908,corresponding author,valid,valid,,
201004,A Study of the Feasibility of International ETS Cooperation between Shanghai and Korea from Environmental Efficiency and CO2 Marginal Abatement Cost Perspectives,201908,corresponding author,valid,invalid,,
201004,Feasibility of the Fintech Industry as an Innovation Platform for Sustainable Economic Growth in Korea,201909,corresponding author,valid,valid,,
201004,Sustainable Feasibility of Carbon Trading Policy on Heterogenetic Economic and Industrial Development,201912,corresponding author,valid,invalid,,
201004,Technical Efficiency of Chinese Forestry and Its Total Factor Productivity for the Adaption of the Climate Change,201912,corresponding author,unknown--,unknown--,,
201004,Identification of Conservation Area Priority in Forest Habitat Quality and Protection Cost: A Case Study from Xingguo County of China,201912,corresponding author,unknown--,unknown--,,
201005,'피의자'의 피의사실 보도와 무죄추정의 원칙,201909,제1저자,unknown--,unknown--,,
201005,이재상의 생애와 형사소송법학,201909,제1저자,unknown--,unknown--,,
201006,A United Front of Smaller Asian Neighbors Disputing China’s Historical Expansionism,201910,제1저자,unknown--,unknown--,,
201007,독립제작 활성화의 조건:외주시장 관계자의 행위를 중심으로,201906,제1저자,unknown--,unknown--,,
201012,Unstable pseudoaneurysm treatment with stent graft,201903,공동,valid,valid,,
201012,Placement of tunneled cuffed catheter for hemodialysis: Micropuncture kit versus Angiocath IV catheter,201905,공동,valid,valid,,
201012,Effectiveness of Antithymocyte Globulin Induction Dosing Regimens in Kidney Transplantation Patients: A Network Meta-analysis,201904,공동,valid,invalid,,
201012,Impact of body mass index on survival in patients undergoing peritoneal dialysis: Analysis of data from the Insan Memorial End-Stage Renal Disease Registry of Korea (1985?2014),201902,공동,valid,valid,,
201012,Presence of carotid plaque is associated with rapid renal function decline in patients with type 2 diabetes mellitus and normal renal function,201903,공동,valid,valid,,
201012,Effect of Fluvastatin on Cardiovascular Complications in Kidney Transplant Patients: A Systemic Review and Meta-analysis,201905,corresponding author,valid,valid,,
201012,The Impact of Comorbidity Burden on The Association between Vascular Access Type and Clinical Outcomes among Elderly Patients Undergoing Hemodialysis,201909,공동,valid,valid,,
201012,Inhibition of lymphatic proliferation by the selective VEGFR-3 inhibitor SAR131675 ameliorates diabetic nephropathy in db/db mice,201910,공동,valid,valid,,
201015,antrochoanal polyp with severe headache in a child,201906,corresponding author,unknown--,unknown--,,
201016,Tracheal rupture related to endotracheal intubation during cardiopulmonary resuscitation,201901,공동,valid,valid,,
201115,A3 foresight network on natural products,201903,corresponding author,valid,invalid,,
201115,Cell Factory Design and Culture Process Optimization for Dehydroshikimate Biosynthesis in Escherichia coli,201910,corresponding author,valid,invalid,,
201115,Introduction to the special issue: &quot,Natural Product Discovery and Development in the Genomic Era: 2019&quot,,201903,공동,unknown--,unknown--
201115,Why does tautomycetin thioesterase prefer hydrolysis to macrocyclization? Theoretical study on its catalytic mechanism,201910,공동,valid,invalid,,
201115,Heterologous Expression of Daptomycin Biosynthetic Gene Cluster Via Streptomyces Artificial Chromosome Vector System,201912,corresponding author,valid,invalid,,
201115,Editorial: Engineering the Microbial Platform for the Production of Biologics and Small-Molecule Medicines,201910,공동,valid,invalid,,
201115,Pseudonocardia strain improvement for stimulation of the di-sugar heptaene Nystatin-like Pseudonocardia polyene B1 biosynthesis,201902,corresponding author,valid,invalid,,
201116,Integrating Sustainability into the Optimization of Fuel Logistics Networks,201901,공동,valid,valid,,
201116,Sustainability Challenges in Maritime Transport and Logistics Industry and Its Way Ahead,201903,corresponding author,valid,valid,,
201116,Port Efficiency Incorporating Service Measurement Variables by the BiO-MCDEA: Brazilian Case,201908,corresponding author,valid,valid,,
201116,Network Robustness of Major Asian Airlines and the Impact of Airports’ Brokerage Roles,201912,제1저자,valid,valid,,
201117,Long-term Efficacy of Tenofovir Disoproxil Fumarate Monotherapy for Multidrug-Resistant Chronic HBV infection,201907,공동,valid,valid,,
201117,How does hepatic steatosis affect the outcome of patients with chronic hepatitis B?,201909,corresponding author,valid,valid,,
201117,Recent research trends and updates on nonalcoholic fatty liver disease,201903,공동,valid,valid,,
201117,Efficacy and Safety of Besifovir Dipivoxil Maleate Compared With Tenofovir Disoproxil Fumarate in Treatment of Chronic Hepatitis B Virus Infection,201908,공동,valid,valid,,
201117,Comparison of survival outcomes of alcohol-related hepatocellular carcinoma with or without liver cirrhosis, a ten-year experience,201911,공동,valid,valid,
201117,Durability of Sustained Virologic Response and Improvement of Fibrosis Markers after Daclatasvir and Asunaprevir Treatment in Genotype 1b Hepatitis C Virus-Infected Patients: a Real Life and Multicenter Study,201910,공동,valid,valid,,
201117,Effective therapeutic options for elderly patients with hepatocellular carcinoma A nationwide cohort study,201907,공동,valid,valid,,
201117,Prediction model for hepatocellular carcinoma risk in treatment-naive chronic hepatitis B patients receiving entecavir/tenofovir,201901,공동,valid,valid,,
201117,Long-term Outcomes of Antiviral Therapy in Patients With Advanced Chronic HBV Infection,201902,공동,valid,valid,,
201118,"Characteristics, trend, and methodological quality of systematic reviews and meta-analyses in nuclear medicine A bibliometric analysis of studies published between 2005 and 2016",201905,공동,valid,valid,,
201119,Clinical and Biomarker Characteristics According to Clinical Spectrum of Alzheimer's Disease (AD) in the Validation Cohort of Korean Brain Aging Study for the Early Diagnosis and Prediction of AD,201903,corresponding author,unknown--,unknown--,,
201119,Amyloid beta in nasal secretions may be a potential biomarker of Alzheimer's disease,201903,corresponding author,valid,valid,,
201119,Blood amyloid- oligomerization associated with neurodegeneration of Alzheimer's disease,201905,공동,valid,valid,,
201119,"A Multicenter, Randomized Clinical Trial to Assess the Efficacy of a Therapeutic Intervention Program for Caregivers of People with Dementia",201904,공동,valid,valid,,
201119,"A Comparative Evaluation of the KDSQ-C, AD8, and SMCQ as a Cognitive Screening Test to Be Used in National Medical Check-ups in Korea",201904,공동,valid,valid,,
201119,Exposure to ambient fine particles and neuropsychiatric symptoms in cognitive disorder: A repeated measure analysis from the CREDOS (Clinical Research Center for Dementia of South Korea) study,201906,공동,valid,valid,,
201119,Effect of 12-week home-based cognitive training on cognitive function and brain metabolism in patients with amnestic mild cognitive impairment,201906,공동,valid,valid,,
201119,Association of Nutritional Status with Cognitive Stage in the Elderly Korean Population: The Korean Brain Aging Study for the Early Diagnosis and Prediction of Alzheimer's Disease,201907,corresponding author,unknown--,unknown--,,
201119,APOE Promoter Polymorphism-219T/G is an Effect Modifier of the Influence of APOE epsilon 4 on Alzheimer's Disease Risk in a Multiracial Sample,201908,공동,unknown--,unknown--,,
201119,Clinical and Demographic Predictors of Adverse Outcomes in Caregivers of Patients with Dementia,201903,공동,unknown--,unknown--,,
201119,Prediction of cognitive impairment via deep learning trained with multi-center neuropsychological test data,201911,공동,valid,valid,,
201119,Electrochemical Detection of C-Reactive Protein in Human Serum Based on Self-Assembled Monolayer-Modified Interdigitated Wave-Shaped Electrode,201912,공동,valid,valid,,
201119,치매위험노인의 한국형 지중해식 식단의 적용 및 중재평가,201911,공동,unknown--,unknown--,,
201119,"A Comparison Study of Cilostazol and Aspirin on Changes in Volume of Cerebral Small Vessel Disease White Matter Changes: Protocol of a Multicenter, Randomized Controlled Trial",201912,corresponding author,unknown--,unknown--,,
201120,지역금연지원센터의 전문치료형 금연캠프에 참가한 여성의 흡연 및 캠프 참여 사례 분석,201907,공동,unknown--,unknown--,,
201120,제4차 한일평형의학회 합동컨퍼런스 참석보고,201903,corresponding author,unknown--,unknown--,,
201120,대한민국 항공우주의학의 발전,201904,제1저자,unknown--,unknown--,,
202005,Optimal Resource Allocation for a Single-Cell Multicast Transmission Scheme with a Supplementary Multicast Channel,201906,corresponding author,valid,valid,,
