영문명(추가),성명,제목,저자수,게재면,역할,val_title,val_pages,val_rank
SHIM GAYONG,심가용,Stemmed DNA nanostructure for the selective delivery of therapeutics,8,7511-7518,교신저자,valid,valid,valid
SHIM GAYONG,심가용,Staphylococcus aureus-mimetic control of antibody orientation on nanoparticles,6,267-277,제1저자,valid,valid,valid
SHIM GAYONG,심가용,Sequential activation of anticancer therapy triggered by tumor microenvironment-selective imaging,9,110-119,제1저자,valid,valid,valid
SHIM GAYONG,심가용,In Situ Nanoadjuvant-Assembled Tumor Vaccine for Preventing Long-Term Recurrence,7,7442-7462,교신저자,valid,valid,valid
SHIM GAYONG,심가용,Noncovalent tethering of nucleic acid aptamer on DNA nanostructure for targeted photo/chemo/gene therapies,6,102053,제1저자,valid,valid,valid
SHIM GAYONG,심가용,Biomimetic polymeric nanoparticle-based photodynamic immunotherapy and protection against tumor rechallenge,6,1106-1116,교신저자,valid,valid,valid
Hyounkoo Han,한현구,Extracellular matrix remodeling in vivo for enhancing tumor-targeting efficiency of nanoparticle drug carriers using the pulsed high intensity focused,10,68-78,제1저자,valid,valid,invalid
Hyounkoo Han,한현구,Effect of high intensity focused ultrasound (HIFU) in conjunction with a nanomedicines-microbubble complex for enhanced drug delivery,4,75-86,제1저자,valid,valid,valid
Hyounkoo Han,한현구,Effects of tumor microenvironments on targeted delivery of glycol chitosan nanoparticles,15,223-231,공동저자,valid,valid,valid
Hyounkoo Han,한현구,External Stimuli-Responsive Melanin-Like Nanoparticles for Photoacoustic Imaging-Guided Therapy,7,665-673,공동저자,valid,valid,valid
Hyounkoo Han,한현구,Antitumor Effects of Intra-Arterial Delivery of Albumin-Doxorubicin Nanoparticle Conjugated Microbubbles Combined with Ultrasound-Targeted Microbubble,9,581,공동저자,invalid (0.89),valid,valid
Hyounkoo Han,한현구,Focused ultrasound-triggered chemo-gene therapy with multifunctional nanocomplex for enhancing therapeutic efficacy,7,346-356,제1저자,valid,valid,valid
Hyounkoo Han,한현구,안내 약물 전달 임플란트 (Implant for intraocular drug delivery),6,1019695940000,공동,unknown--,unknown--,unknown--
Hyounkoo Han,한현구,광감작제를 포함한 마이크로버블-나노입자 복합체 및 이를 포함하는 항암 치료제 (Microbubble-Nanoparticles complex comprising Photosensitive and Anticancer therapeutic agent),6,1020353840000,공동,unknown--,unknown--,unknown--
Hyounkoo Han,한현구,항암치료 및 유전자 치료용 나노입자를 포함하는 간동맥 화학색전술용 조성물,5,1020758230000,공동,unknown--,unknown--,unknown--
Hyounkoo Han,한현구,수용성 항암제를 담지하는 마이크로버블을 포함하는 간동맥색전술용 조성물 및 그 제조방법,6,1020765180000,공동,unknown--,unknown--,unknown--
Sangwoo Park,박상우,Cancer-Cell Imaging Using Copper-Doped Zeolite Imidazole Framework-8 Nanocrystals Exhibiting Oxidative Catalytic Activity,3,2641-2648,제1저자,valid,valid,invalid
Sangwoo Park,박상우,Label-Free Tomographic Imaging of Lipid Droplets in Foam Cells for Machine-Learning-Assisted Therapeutic Evaluation of Targeted Nanodrugs,10,1856-1865,제1저자,valid,valid,valid
Sangwoo Park,박상우,A hydrazide organogelator for the fluoride sensing with hyperchromicity and gel-to-sol transition,4,14243-14248,제1저자,valid,valid,valid
Sangwoo Park,박상우,과산화효소 모방 자기조립 복합체의 제조방법 및 그로부터 제조된 과산화효소 모방 자기조립 복합체,7,10-1759961,공동,unknown--,unknown--,unknown--
Sangwoo Park,박상우,고분자 필름을 이용한 유연 전극의 제조방법 및 이에 의해 제조된 유연전극,8,10-1886779,공동,unknown--,unknown--,unknown--
KIM JUEWON,김주원,Effects of Korean Ginseng Berry on Skin Antipigmentation and Antiaging via FoxO3a Activation,10,41(3):277-283,제1저자,valid,invalid,valid
KIM JUEWON,김주원,AKT-targeted Anti-Inflammatory Activity of Panax ginseng Calyx Ethanolic Extract,8,42(4):496-503,제1저자,valid,valid,invalid
KIM JUEWON,김주원,Effect of Polysaccharides From a Korean Ginseng Berry on the Immunosenescence of Aged Mice,8,42(4):447-454,제1저자,valid,valid,invalid
KIM JUEWON,김주원,Syringaresinol Reverses Age-Related Skin Atrophy by Suppressing FoxO3a-Mediated Matrix Metalloproteinase-2 Activation in SOD-deficient mice,10,139(3):648-655,제1저자,invalid (0.89),invalid,valid
KIM JUEWON,김주원,The Natural Phytochemical Trans-Communic Acid Inhibits Cellular Senescence and Pigmentation Through FoxO3a Activation,7,28(11):1270-1278,제1저자,valid,invalid,valid
KIM JUEWON,김주원,Dietary Supplementation of a High-Temperature-Processed Green Tea Extract Attenuates Cognitive Impairment in PS2 and Tg2576 Mice,4,83(12):2364-2371,제1저자,valid,invalid,valid
KIM JUEWON,김주원,Small molecule from natural phytochemical mimic dietary restriction by modulating FoxO3a and metabolic reprogramming,9,201900248,제1저자,valid,invalid,valid
KIM JUEWON,김주원,트랜스코뮤닉산을 유효성분으로 함유하는 피부 미백용 조성물,5,10-1971869,책임,unknown--,unknown--,unknown--
KIM JUEWON,김주원,미백 효능 물질의 스크리닝 방법,4,2975410,책임,unknown--,unknown--,unknown--
KIM JUEWON,김주원,구스베리 추출물 또는 글루타티온을 포함하는 조성물,4,105101486,책임,unknown--,unknown--,unknown--
Cho Sung Chun,조성천,Effects of exercise-induced apelin on muscle function and cognitive function in aged mice,8,110710(1-9),제1저자,valid,invalid,invalid
Cho Sung Chun,조성천,Cell Seeding Technology for Microarray-Based Quantitative Human Primary Skeletal Muscle Cell Analysis,13,14214-14219,공동저자,valid,invalid,valid
Cho Sung Chun,조성천,Skeletal Muscle-Specific Prmt1 Deletion Causes Muscle Atrophy via Deregulation of the PRMT6-FOXO3 Axis,8,1069-1081,공동저자,valid,valid,valid
Cho Sung Chun,조성천,"Satellite Cell-Specific Ablation of Cdon Impairs Integrin Activation, FGF Signalling, and Muscle Regeneration",11,1-15,공동저자,invalid (0.86),invalid,valid
Cho Sung Chun,조성천,Indoprofen prevents muscle wasting in aged mice through activation of PDK1/AKT pathway,13,1-19,교신저자,valid,valid,valid
Cho Sung Chun,조성천,ZNF746/PARIS overexpression induces cellular senescence through FoxO1/p21 axis activation in myoblasts,9,1-13,교신저자,valid,invalid,invalid
Cho Sung Chun,조성천,Composition including indoprofen and use thereof,6,US10610515B2,책임,unknown--,unknown--,unknown--
Cho Sung Chun,조성천,Composition for stimulating neovascularization at a site in a subject comprising dapsone and use thereof,4,EP3011957B1,공동,unknown--,unknown--,unknown--
Cho Sung Chun,조성천,SULFASALAZINE FOR USE IN THE TREATMENT OF CHARCOT MARIE TOOTH DISEASE,4,EP3017818B1,공동,unknown--,unknown--,unknown--
Cho Sung Chun,조성천,Composition comprising farnesol and use thereof,9,EP3000464B1,책임,unknown--,unknown--,unknown--
Byeong Soo Kim,김병수,IEEE 1516을 이용한 복합 시스템의 다측면적인 모델링 시뮬레이션을 위한 프레임워크,2,19-29,제1저자,unknown--,unknown--,unknown--
Byeong Soo Kim,김병수,DEVS 형식론 기반의 재겨냥성 하둡 시뮬레이션 환경 개발,4,51-61,제1저자,unknown--,unknown--,unknown--
Byeong Soo Kim,김병수,머신러닝 기반의 C2 시스템 추상화를 통한 C3 복합체계에서의 시뮬레이션 기반 통신 시스템 분석,4,61-73,공동저자,unknown--,unknown--,unknown--
Byeong Soo Kim,김병수,Data Modeling versus Simulation Modeling in the Big Data Era: Case Study of a Greenhouse Control System,4,579-594,제1저자,valid,valid,valid
Byeong Soo Kim,김병수,An Integrative User-Level Customized Modeling and Simulation Environment for Smart Manufacturing,3,186637-186645,제1저자,valid,valid,valid
Byeong Soo Kim,김병수,Cooperation of Simulation and Data Model for Performance Analysis of Complex Systems,2,608-619,제1저자,valid,valid,valid
Byeong Soo Kim,김병수,Modeling and Simulation Using Artificial Neural Network-Embedded Cellular Automata,2,24056-24061,제1저자,valid,valid,valid
Byeong Soo Kim,김병수,온실의 구동기의 파라미터를 결정하는 서버 및 방법,5,10-1959886,공동,unknown--,unknown--,unknown--
Byeong Soo Kim,김병수,복잡 시스템의 성능 분석을 위한 시뮬레이션 모델과 데이터 모델의 상호 협력에 관한 연구,1,1-65,,unknown--,unknown--,unknown--
Kiho Choi,최기호,An Overview of the MPEG-5 Essential Video Coding Standard,5,160-167,제1저자,invalid (0.82),valid,valid
Kiho Choi,최기호,"Video Codec Using Flexible Block Partitioning and Advanced Prediction, Transform and Loop Filtering Technologies",32,1326-1345,제1저자,valid,valid,valid
Kiho Choi,최기호,The Joint Exploration Model (JEM) for Video Compression with Capability beyond HEVC,6,1208-1225,교신저자,valid,valid,invalid
Kiho Choi,최기호,Method and apparatus for discrete cosine transform/inverse discrete cosine transform,4,EP 2605515,책임,invalid (0.39),invalid,invalid
Kiho Choi,최기호,"Video encoding method and apparatus therefor, and video decoding method and apparatus therefor, in which edge type offset is applied.",3,"US 10,356,418",책임,unknown--,unknown--,unknown--
Kiho Choi,최기호,"Encoding device, decoding device, and encoding and decoding method thereof",2,"US 10,531,102",책임,unknown--,unknown--,unknown--
Kiho Choi,최기호,"Video encoding method and apparatus, and video decoding and apparatus",4,"US 10,560,693",책임,unknown--,unknown--,unknown--
Kiho Choi,최기호,Image encoding method and device for sample value compensation and image decoding method and device for sample value compensation,2,"US 10,609,377",책임,unknown--,unknown--,unknown--
Kiho Choi,최기호,Video decoding method and video decoding apparatus suing merge candidate list,2,"US 10,666,936",책임,unknown--,unknown--,unknown--
Kiho Choi,최기호,Image encoding method and device for sample value compensation and image decoding method and device for sample value compensation,2,"US 10,645,393",책임,unknown--,unknown--,unknown--
Hyung Gyu Lee,이형규,낮은 쓰기 성능을 갖는 비휘발성 메인 메모리 시스템을 위한 성능 및 에너지 최적화 기법,2,245-252,교신저자,unknown--,unknown--,unknown--
Hyung Gyu Lee,이형규,손가락 움직임 인식을 위한 웨어러블 디바이스 설계 및 ML 기법별 성능 분석,2,129-136,교신저자,unknown--,unknown--,unknown--
Hyung Gyu Lee,이형규,Flexible PV-cell Modeling for Energy Harvesting in Wearable IoT Applications,5,156:1~156:20,공동저자,valid,invalid,valid
Hyung Gyu Lee,이형규,SmartPatch: A Self-Powered and Patchable Cumulative UV Irradiance Meter,3,57-64,공동저자,valid,valid,valid
Hyung Gyu Lee,이형규,An Ultra-Low Energy Human Activity Recognition Accelerator for Wearable Health Applications,5,49:1-49:22,공동저자,valid,invalid,valid
Hyung Gyu Lee,이형규,Proactive Row Buffer Management for LPDDR2-NVM Devices,3,527-539,교신저자,valid,valid,valid
Hyung Gyu Lee,이형규,Energy per Operation Optimization for Energy-Harvesting Wearable IoT Devices,6,1-16,교신저자,valid,invalid,valid
Hyung Gyu Lee,이형규,Puppet: Energy Efficient Task Mapping For Storage-Less and Converter-Less Solar-Powered Non-Volatile Sensor Nodes,6,226-233,공동저자,unknown--,unknown--,unknown--
Hyung Gyu Lee,이형규,Tumbler: Energy Efficient Task Scheduling for Dual-Channel Solar-Powered Sensor Nodes,8,1-6,공동저자,unknown--,unknown--,unknown--
Hyung Gyu Lee,이형규,Reap: Runtime energy-accuracy optimization for energy harvesting iot devices,4,1-6,공동저자,unknown--,unknown--,unknown--
"Seo, Young-Duk",서영덕,An evaluation method for content analysis based on Twitter content influence,5,841-867,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,RINGA: Design and verification of finite state machine for self-adaptive software at runtime,5,200-222,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,Privacy-preserving attribute-based access control model for XML-based electronic health record system,5,9114-9128,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,An enhanced aggregation method considering deviations for a group recommendation,5,299-312,제1저자,valid,valid,valid
"Seo, Young-Duk",서영덕,VPL-Based Big Data Analysis System: UDAS,4,40883-40897,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,A Nash equilibrium based decision-making method for internet of things,3,1-9,공동저자,invalid (0.87),invalid,valid
"Seo, Young-Duk",서영덕,Self-Adaptive Framework Based on MAPE Loop for Internet of Things,3,2996,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,A Survey on Security Requirements for WSNs: Focusing on the Characteristics Related to Security,5,45304-45324,공동저자,valid,valid,valid
"Seo, Young-Duk",서영덕,Video on demand recommender system for internet protocol television service based on explicit information fusion,3,113045,제1저자,valid,valid,valid
"Seo, Young-Duk",서영덕,A Cache-based Model Abstraction and Runtime Verification for the Internet of Things Applications,3,1-16,공동저자,unknown--,unknown--,unknown--
TAEGUEN KIM,김태근,바이너리 시각화와 기계학습을 이용한 악성코드 분류,3,198-203,제1저자,unknown--,unknown--,unknown--
TAEGUEN KIM,김태근,Runtime detection framework for Android malware,3,1-15,제1저자,valid,invalid,valid
TAEGUEN KIM,김태근,Binary executable file similiarity calculation using function matching,4,607-622,제1저자,unknown--,unknown--,unknown--
TAEGUEN KIM,김태근,A Multimodal Deep Learning Method for Android Malware Detection using Various Features,5,773 - 788,제1저자,valid,valid,valid
TAEGUEN KIM,김태근,"악성코드를탐지하는방법,이를이용하는컴퓨팅시스템",2,10-2045500,공동,unknown--,unknown--,unknown--
TAEGUEN KIM,김태근,Research on the Hybrid Detection Method for Mobile Malware Applications,1,1-128,,invalid (0.50),invalid,unknown++
JANG HYUN JAE,장현재,Spatiotemporally random and diverse grid cell spike patterns contribute to the transformation of grid cell to place cell in a neural network model,4,e0225100,제1저자,valid,valid,invalid
JANG HYUN JAE,장현재,Optogenetic activation of parvalbumin and somatostatin interneurons selectively restores theta-nested gamma oscillations and oscillation-induced spike,6,1-20,공동저자,invalid (0.81),invalid,valid
JANG HYUN JAE,장현재,Dissociation of somatostatin and parvalbumin interneurons circuit dysfunctions underlying hippocampal theta and gamma oscillations impaired by amyloid,5,935-954,공동저자,valid,valid,valid
JANG HYUN JAE,장현재,Distinct roles of parvalbumin and somatostatin interneurons in gating the synchronization of spike-times in the neocortex,6,eaay5333,제1저자,valid,invalid,valid
JANG HYUN JAE,장현재,실시간 폐회로 뇌-인공신경망 인터페이스 장치 및 그 방법,2,10-1817016,공동,unknown--,unknown--,unknown--
JANG HYUN JAE,장현재,Gating of neural code transformation and propagation by feedforward and feedback inhibitory network in feedforward neural network model,1,1-188,,unknown--,unknown--,unknown--
Changmin Lee,이창민,Cryptographic Multilinear Maps and their Cryptanalysis,3,12-18,공동저자,invalid (0.87),valid,valid
Changmin Lee,이창민,Cryptanalysis on the HHSS Obfuscation Arising from Absence of Safeguards,4,40096 - 40104,공동저자,valid,valid,valid
Changmin Lee,이창민,Cryptanalysis of the CLT13 Multilinear Map,5,547-565,교신저자,invalid (0.63),invalid,invalid
Changmin Lee,이창민,선형 길이의 암호문을 가지는 다항식 함수 암호화 방법,4,10-1932032,공동,unknown--,unknown--,unknown--
Changmin Lee,이창민,Mathematical Analysis of Cryptographic Multilinear Maps,1,1-66,,unknown--,unknown--,unknown--
Changmin Lee,이창민,Cryptanalyses of Branching Program Obfuscations over GGH13 Multilinear Map from the NTRU Problem,4,184-210,공동저자,valid,valid,valid
Changmin Lee,이창민,Statistical Zeroizing Attack: Cryptanalysis of Candidates of BP Obfuscation over GGH15 Multilinear Map,5,253-283,공동저자,valid,valid,valid
Changmin Lee,이창민,An LLL Algorithm for Module Lattices,4,59-90,공동저자,invalid (0.82),valid,invalid
Jaeho Kim,김재호,Analysis of Performance for NAND Flash based SSDs via Using Host Semantic Information,2,1907-1910,제1저자,invalid (0.85),valid,valid
Jaeho Kim,김재호,A Flash-based SSD Cache Management Scheme for High Performance Home Cloud Storage,3,418-425,교신저자,valid,valid,valid
Jaeho Kim,김재호,I/O Schedulers for Proportionality and Stability on Flash-based SSDs in Multi-tenant Environment,3,4451-4465,제1저자,valid,valid,valid
Jaeho Kim,김재호,SSD Garbage Collection Detection and Management with Machine Learning Algorithm,2,197-206,교신저자,unknown--,unknown--,unknown--
Jaeho Kim,김재호,Big Data Storage Configuration and Performance Evaluation Utilizing NDAS Storage Systems,2,197-210,교신저자,valid,valid,valid
Jaeho Kim,김재호,I/O Performance Analysis of Enterprise Server using Flash-based SSDs,3,246-253,공동저자,valid,valid,valid
Jaeho Kim,김재호,Apparatus and Method of Managing Multi Solid State Disk System,4,US10521156B2,책임,unknown--,unknown--,unknown--
Jaeho Kim,김재호,MV-RLU: Scaling Read-Log-Update with Multi-Versioning,5,779-792,제1저자,invalid (0.87),valid,valid
Jaeho Kim,김재호,Alleviating Garbage Collection Interference Through Spatial Separation in All Flash Arrays,6,799-812,제1저자,unknown--,unknown--,unknown--
Jaeho Kim,김재호,Durable Transactional Memory Can Scale with TimeStone,7,335-349,공동저자,invalid (0.79),valid,valid
Kim Nami,김나미,특허 포트폴리오 구성과 신제품 출시 성과: 특허 재정비 활동의 조절효과를 중심으로,2,63-88,제1저자,unknown--,unknown--,unknown--
Kim Nami,김나미,Impact of Business Groups on Affiliates’ Technological Search Behavior : From a Performance Feedback Perspective,2,371-392,제1저자,unknown--,unknown--,unknown--
Kim Nami,김나미,창업가의 실패 귀인 지향성이 재창업에 미치는 영향: 기업가적 자기 효능감과 회복 탄력성의 조절효과를 중심으로,2,13-26,교신저자,unknown--,unknown--,unknown--
Kim Nami,김나미,기술자원 정리를 통해 혁신을 달성할 수 있는가? 혁신 효율성 및 혁신의 종류에 미치는 영향을 중심으로,3,1605-1632,제1저자,unknown--,unknown--,unknown--
Kim Nami,김나미,특허분쟁이 기업의 향후 혁신 활동에 미치는 영향,2,1-25,교신저자,unknown--,unknown--,unknown--
Kim Nami,김나미,기업가의 창업 실패 경험과 재교육이 재창업에 미치는 영향: 창업 동기의 조절효과를 중심으로,3,33-45,제1저자,unknown--,unknown--,unknown--
Kim Nami,김나미,The effects of patent litigation involving NPEs on firms’ patent strategies,3,119758,교신저자,valid,valid,valid
Kim Nami,김나미,Going Green Inside and Out: Corporate Environmental Responsibility and Financial Performance Under Regulatory Stringency,3,3850,교신저자,valid,valid,valid
Kim Nami,김나미,Know yourself and find your partners: Achieving ambidexterity and inter-organizational collaboration,2,1333-1352,교신저자,valid,valid,valid
Kim Nami,김나미,Innovating by eliminating: Technological resource divestiture and firms’ innovation  performance,1,1-87,,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,한국기업의 중동지역 진출역사 연구,2,25-59,교신저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,정부 지원 자금 분석 및 중소기업의 정부 R&D 사업 자금 지원 전략,2,299-324,교신저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,"The Roles of Psychological Ownership and Organizational Justice for the Relationships between Change-oriented Leadership, HB and VB",2,1-35,제1저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,중소기업을 대상으로 한 개방형 혁신과 수출성과에 대한 정부지원의 효과에 관한 실증연구,2,73-84,제1저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,중국 기업의 사업경험과 인수대상 산업특성이 글로벌 인수합병 국가 선택에 미치는 영향,2,255-279,제1저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,정과 사랑을 돌려주는 작은 외교관: 오리온 초코파이의 베트남 시장 현지화 전략,2,93-113,제1저자,unknown--,unknown--,unknown--
"Yang, Ji Yeon",양지연,The Mediating Roles of Happiness and Cohesion in the Relationship between Employee Volunteerism and Job Performance,3,1-13,공동저자,valid,invalid,valid
"Yang, Ji Yeon",양지연,Open for Green Innovation: From the Perspective of Green Process and Green Consumer Innovation,2,1-18,제1저자,valid,invalid,valid
"Yang, Ji Yeon",양지연,Energy Efficiency for Supplier and Sustainability for Demand: A Case of Heating Systems in South Korea,5,1-21,공동저자,valid,invalid,valid
"Yang, Ji Yeon",양지연,Willingness to Pay for Eco-labeled Food in Forests: Integrated View from South Korea,3,1-14,제1저자,valid,invalid,invalid
"Min, Jungwon",민정원,Sensitivity of Alliance Termination to Prealliance Conditions: Expectation Effects of Alliance Partners,1,38(7): 917-936,제1저자,valid,valid,valid
"Min, Jungwon",민정원,"No Pain, yet gain? Learning from vicarious crises in an international context",1,97:227-234,제1저자,valid,invalid,valid
"Min, Jungwon",민정원,Research Strategic Alliances: Managing Trust in Strategic Alliances,20,75-101,책임,invalid (0.34),invalid,invalid
Kyunguk Yang,양경욱,커뮤니티유니온의 다양성: 청년유니온과 아르바이트노동조합의 비교연구,2,95-136,제1저자,unknown--,unknown--,unknown--
Kyunguk Yang,양경욱,감정노동전략의 장단기 효과 비교연구: 감정소진과 자아 비진정성을 중심으로,2,57-84,교신저자,unknown--,unknown--,unknown--
Kyunguk Yang,양경욱,제도 혁신가의 양면적 담론전략: 청년유니온의 사례연구,1,49-81,제1저자,unknown--,unknown--,unknown--
Kyunguk Yang,양경욱,계급 정체성 형성 작업과 계급불평등의 재생산: 대형로펌 법률비서의 질적 연구,1,67-99,제1저자,unknown--,unknown--,unknown--
Kyunguk Yang,양경욱,Governing through creativity: Discursive formation and neoliberal subjectivity in Korean firms,4,175-198,공동저자,valid,valid,valid
Kyunguk Yang,양경욱,Organizing the young precariat in South Korea: A case study of the Youth Community Union,2,58-80,제1저자,valid,valid,valid
Kyunguk Yang,양경욱,계급 간 상호작용과 계급정체성작업: 특급호텔 종사자에 대한 질적 연구,1,1-165,,unknown--,unknown--,unknown--
Jeong Rok Oh,오정록,Developmental Directions for the Vocational Education and Training System in South Korea under Globalization: Implications for HRD Policy and Practice,2,119-142,교신저자,unknown--,unknown--,unknown--
Jeong Rok Oh,오정록,Self-Directed Learning in the Workplace and Labor Education in South Korea: Implications for Legislation on Trade Union Education,2,131-148,제1저자,unknown--,unknown--,unknown--
Jeong Rok Oh,오정록,The Diffusion of ISO 14001 in a Developmental State: The Case of Korea,2,505-532,교신저자,valid,valid,valid
Jeong Rok Oh,오정록,시민교육의 기초로서의 헌법,4,187-214,공동,unknown--,unknown--,unknown--
Chairin An,안채린,일로부터 추구하는 ‘재미’의 중요성 - 창의 노동과 내재적 동기의 관계에 대한 고찰,1,115-144,제1저자,unknown--,unknown--,unknown--
Chairin An,안채린,예술인 근로자 의제’에 대한 재 고찰:「예술인복지법」국회 논의 과정을 중심으로,1,39-75,제1저자,unknown--,unknown--,unknown--
Chairin An,안채린,문화콘텐츠산업 창의인재 양성정책이 촉진하는 창의성 영향요인 및 맥락에 대한 연구,1,305-343,제1저자,unknown--,unknown--,unknown--
Chairin An,안채린,THE CONTENT AND ROLE OF INTRINSIC MOTIVATION IN CREATIVE WORK: THE IMPORTANCE OF SEEKING ‘ENJOYMENT’,1,280-290,제1저자,valid,valid,valid
Chairin An,안채린,창의노동,1,1-145,책임,unknown--,unknown--,unknown--
Park Hyun Jung,박현정,광고콘텐츠의 창의성이 인지종결지연욕구와 광고태도에 미치는 영향 : 비유창성의 매개효과를 중심으로,2,339-356,제1저자,unknown--,unknown--,unknown--
Park Hyun Jung,박현정,일탈적 광고는 왜 효과가 있을까? 브랜드 명성과 광고의미이행의 조절된 매개효과를 중심으로,2,31-48,제1저자,unknown--,unknown--,unknown--
Park Hyun Jung,박현정,이미지기반 소셜미디어에서 브랜디드 콘텐츠의 전략적 모호성에 관한 연구,2,5-48,제1저자,unknown--,unknown--,unknown--
Park Hyun Jung,박현정,이미지기반 소셜미디어에서 브랜디드 콘텐츠의 전략적 애매모호성에 관한 연구,1,1-133,,unknown--,unknown--,unknown--
Park Hyun Jung,박현정,"한글문화상품 아이디어 공모전 , 커뮤니케이션티셔츠 _ 한글감정티셔츠",1,,책임,unknown--,unknown--,unknown--
Ik-Soo Ahn,안익수,A study on a automatic audiometry aid by PSM,2,1263-1272,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on the Sound of Dadmi according to a Type of Cloth using an Acoustics Analysis,3,1003-1014,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A study on the Creation Environment of Zoo Using Sound Effects,3,1149-1161,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on Autonomous Vehicle Using Sound Information Technology,1,1545-1563,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on the Sound Warning System for Prevention of Roadkill Accident,2,1605-1618,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,Study on the sound of water flowing by the Types of Gwanak Mountain valleys,1,1301-1311,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on the Human Sensation of the Reed Wind Sound in ASMR,3,1454-1459,제1저자,valid,invalid,valid
Ik-Soo Ahn,안익수,A Study on the Application of Sound Effect of Exhibition Space in the Sound  Signal Processing,2,1907-1913,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on the Reproduction of Beast Sounds using Analysis of  Acoustic Characters,1,2041-2044,제1저자,valid,valid,valid
Ik-Soo Ahn,안익수,A Study on the Application of Additional Acoustic for Improving of the  Electric Fan Function,3,2052-2056,제1저자,valid,valid,valid
Son Jaeyoung,손재영,국내 스포츠관광 콘텐츠의 중국시장 진출에 대한 탐색적 연구,1,789-802,제1저자,unknown--,unknown--,unknown--
Son Jaeyoung,손재영,온라인 디지털 캐릭터 경험이 오프라인 연관상품 구매의도에 미치는 영향에 관한 연구,1,296-304,제1저자,unknown--,unknown--,unknown--
Son Jaeyoung,손재영,유료 지식콘텐츠 플랫폼 발전 양상의 한중 비교,1,241-270,제1저자,unknown--,unknown--,unknown--
Son Jaeyoung,손재영,중국 디지털 콘텐츠 슝추모(熊出沒)의 오프라인 확장 전략,1,114-129,제1저자,unknown--,unknown--,unknown--
Son Jaeyoung,손재영,e스포츠 상설경기장 서비스스케이프 요인별 중요도 연구,1,131-144,제1저자,unknown--,unknown--,unknown--
Son Jaeyoung,손재영,온라인 디지털 문화콘텐츠 상품의 오프라인 확장전략 연구,1,1-137,,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,모바일 헬스케어 서비스 사용의도에 미치는 자아신념과 건강증진행동에 대한 신념의 영향 연구,3,55-71,제1저자,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,Influence of negative age stereotypes and anti-aging needs on older consumers’ consumption-coping behaviour,4,295-305,제1저자,invalid (0.86),valid,valid
Bae Hyeyoon,배혜윤,크라우드 펀딩 방식을 이용한 게임 리워드 제공 시스템 및 이에 이용되는 서버,2,제 10- 1955916호,공동,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,표시창의 모양 변형이 가능한 디스플레이 장치,2,제 10- 2027130호,공동,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,검진결과 알림 시스템,2,제 10- 2041436호,공동,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,Influence of awareness of age-related change and stereotype threat on consumers’ consumption-coping behaviors: Focusing on consumer innovativeness  Ag,1,1-88,,unknown--,unknown--,unknown--
Bae Hyeyoon,배혜윤,What Drives to Adopt and to Decline mHealth Services? (Chapter 1). TELEMEDICINE,3,1-24,공동,unknown--,unknown--,unknown--
Yaeri Kim,김예리,Do we always adopt Facebook friends’ eWOM postings? The role of social identity and threat,4,86-104,제1저자,valid,valid,valid
Yaeri Kim,김예리,The underdog trap: The moderating role of transgression type in forgiving underdog brands,3,28-40,제1저자,valid,valid,valid
Yaeri Kim,김예리,The Effects of Artificial Agents (AA) on Consumer Attitudes: Resisting AA recommendation in symbolic consumption,1,1-60,,unknown--,unknown--,unknown--
Jin Woo Lee,이진우,미술가의 차별화 전략에 관한 연구 - ‘예술계’(Art World) 개념과 장 미셀 바스키아(Jean-Michel Basquiat) 사례를 중심으로,2,121-141,교신저자,unknown--,unknown--,unknown--
Jin Woo Lee,이진우,일례를 통한 ‘보안된 문화 다이아몬드(Modified Cultural Diamond)’ 모델의 이론적 쟁점화 - 스트리트 아티스트 뱅크시(Banksy)를 중심으로,2,177-200,교신저자,unknown--,unknown--,unknown--
Jin Woo Lee,이진우,언어 네트워크 분석을 통한 현대자동차의 기업 문화마케팅 변화 연구,2,75-102,교신저자,unknown--,unknown--,unknown--
