영문명(추가),성명,제목,저자수,게재면,역할,val_title,val_pages,val_rank
Kim Hyun Jin,김현진,Glucose-linked sub-50-nm unimer polyion complex-assembled gold T nanoparticles for targeted siRNA delivery to glucose transporter 1- overexpressing br,16,268-277,공동저자,invalid (0.24),invalid,invalid
Kim Hyun Jin,김현진,Self-Assembly of siRNA/PEG?b?Catiomer at Integer Molar Ratio into 100 nm-Sized Vesicular Polyion Complexes (siRNAsomes) for RNAi and Codelivery of Car,11,3699-3709,공동저자,unknown--,unknown--,unknown--
Kim Hyun Jin,김현진,In vivo rendezvous of small nucleic acid drugs with charge-matched block catiomers to target cancers,25,1894,제1저자,valid,valid,invalid
Kim Hyun Jin,김현진,Dually Stabilized Triblock Copolymer Micelles with Hydrophilic Shell and Hydrophobic Interlayer for Systemic Antisense Oligonucleotide Delivery to Sol,11,5770-5780,제1저자,invalid (0.23),invalid,invalid
Kim Hyun Jin,김현진,Fine-Tuning of Hydrophobicity in Amphiphilic Polyaspartamide Derivatives for Rapid and Transient Expression of Messenger RNA Directed Toward Genome En,7,1866-1875,교신저자,unknown--,unknown--,unknown--
Kim Hyun Jin,김현진,Systemic Brain Delivery of Antisense Oligonucleotides across the Blood?Brain Barrier with a Glucose-Coated Polymeric Nanocarrier,11,8173-8180,제1저자,valid,valid,invalid
"Park, Kyeng Min",박경민,Autophagy Caught in the Act: A Supramolecular FRET Pair Based on an Ultrastable Synthetic Host-Guest Complex Visualizes Autophagosome-Lysosome Fusion,8,2120-2125,교신저자,valid,valid,valid
"Park, Kyeng Min",박경민,Mono-allyloxylated Cucurbit[7]uril Acts as an Unconventional Amphiphile To Form Light-Responsive Vesicles,11,3132-3136,교신저자,valid,valid,valid
"Park, Kyeng Min",박경민,Supramolecular latching system based on ultrastable synthetic binding pairs as versatile tools for protein imaging,9,1712,교신저자,valid,valid,valid
"Park, Kyeng Min",박경민,Self-assembled adhesive biomaterials formed by a genetically designed fusion protein,10,12642-12645,교신저자,valid,valid,invalid
"Park, Kyeng Min",박경민,Cucurbit[7]uril-conjugated dyes as live cell imaging probes: investigation on their cellular uptake and excretion pathways,6,6215-6220,교신저자,valid,valid,invalid
"Park, Kyeng Min",박경민,Cucurbit[n]uril-based amphiphiles that self-assemble into functional nanomaterials for therapeutics,6,10654-10664,교신저자,valid,valid,valid
"Park, Kyeng Min",박경민,Superacid-Mediated Functionalization of Hydroxylated Cucurbit[n]urils,11,17503-17506,교신저자,valid,valid,invalid
"Park, Kyeng Min",박경민,Bio-orthogonal Supramolecular Latching inside Live Animals and Its Application for in Vivo Cancer Imaging,10,43920-43927,교신저자,valid,valid,valid
"Park, Kyeng Min",박경민,Supra-blot: an accurate and reliable assay for detecting target proteins with a synthetic host molecule-enzyme hybrid,12,1549-1552,교신저자,valid,valid,invalid
"Park, Kyeng Min",박경민,Cucurbituril and Related Macrocycles,3,483-504,책임,invalid (0.16),invalid,invalid
Heo Dong Nyoung,허동녕,Directly induced neural differentiation of human adipose-derived stem cells using three-dimensional culture system of conductive microwell with electr,6,537-545,제1저자,invalid (0.27),invalid,invalid
Heo Dong Nyoung,허동녕,Injectable biodegradable gelatin-methacrylate/β?tricalcium phosphate composite for the repair of bone defects,15,30-39,공동저자,valid,valid,valid
Heo Dong Nyoung,허동녕,Development of 3D printable conductive hydrogel with crystallized PEDOT: PSS for neural tissue engineering,6,582-590,제1저자,valid,valid,valid
Heo Dong Nyoung,허동녕,Synergistic interplay between human MSCs and HUVECs in 3D spheroids laden in collagen/fibrin hydrogels for bone tissue engineering,3,348-356,제1저자,valid,valid,valid
Heo Dong Nyoung,허동녕,Anti-neuroinflammatory gold nanocomplex loading ursodeoxycholic acid following spinal cord injury,9,122088,공동저자,valid,valid,valid
Heo Dong Nyoung,허동녕,Facile preparation of mussel-inspired antibiotic-decorated titanium surfaces with enhanced antibacterial activity for implant applications,11,143675,공동저자,valid,valid,valid
Heo Dong Nyoung,허동녕,Aspiration-assisted bioprinting for precise positioning of biologics,7,eaaw5111,제1저자,valid,valid,invalid
Heo Dong Nyoung,허동녕,Comparison of polysaccharides in articular cartilage regeneration associated with chondrogenic and autophagy-related gene expression,8,922-930,제1저자,valid,valid,valid
Heo Dong Nyoung,허동녕,3D Bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for fabrication of complex-shaped tissue constructs,8,20295-20306,제1저자,valid,valid,valid
Heo Dong Nyoung,허동녕,신경전극의 제조방법,5,10-1939822,공동,unknown--,unknown--,unknown--
"Roh, Eunmiri",노은미리,ADA-07 suppresses solar ultraviolet-induced skin carcinogenesis by directly inhibiting TOPK,17,1843-1854,공동저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Herbacetin suppresses cutaneous squamous cell carcinoma and melanoma cell growth by targeting AKT and ODC,14,1136-1146,공동저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Targeting PRPK Function Blocks Colon Cancer Metastasis,17,1101-1113,공동저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Targeting PRPK and TOPK for skin cancer prevention and therapy,14,5633-5647,제1저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Stem cell factor-inducible MITF-M expression in therapeutics for skin pigmentary disorders,11,340-352,제1저자,invalid (0.86),valid,invalid
"Roh, Eunmiri",노은미리,Suppression of the Solar Ultraviolet-Induced Skin Carcinogenesis by TOPK Inhibitor HI-TOPK-032,9,4170-4182,제1저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Knock-down of the TIM/TIPIN complex promotes apoptosis in melanoma cells,10,1846-1861,공동저자,valid,valid,valid
"Roh, Eunmiri",노은미리,Skin care formulations and skin cancer treatment,3,PCT/US2018/036720,공동,invalid (0.26),invalid,invalid
Woo-jin Jeong,정우진,Modular Self-Assembling Peptide Platform with a Tunable Thermoresponsiveness via a Single Amino Acid Substitution,3,1803114,제1저자,valid,valid,valid
Woo-jin Jeong,정우진,Peptide-nanoparticle conjugates: a next generation of diagnostic and therapeutic platforms?,6,38,제1저자,invalid (0.90),valid,valid
Woo-jin Jeong,정우진,A Fluorescent Supramolecular Biosensor for Bacterial Detection via Binding-Induced Changes in Coiled-Coil Molecular Assembly,4,93-99,제1저자,valid,valid,valid
Woo-jin Jeong,정우진,Nanoparticle Conjugation Stabilizes and Multimerizes β-Hairpin Peptides To Effectively Target PD-1/PD-L1 β-Sheet-Rich Interfaces,7,1832-1837,제1저자,valid,valid,valid
Woo-jin Jeong,정우진,Surface Engineering for Efficient Capture of Circualting Tumor Cells in Renal Cell Carcinoma: From nanoscale analysis to clinical application,11,112250,공동저자,unknown--,unknown--,unknown--
Woo-jin Jeong,정우진,Polypeptide having multiple directionality and self-assembled nanostructure containing the same,2,9822149,공동,unknown--,unknown--,unknown--
Woo-jin Jeong,정우진,"올가미 형태의 빌딩 블록, 이의 제조방법, 이를 포함하는 자가조립 펩타이드 나노구조체 및 이의 제조방법",3,10-1881102,공동,unknown--,unknown--,unknown--
Woo-jin Jeong,정우진,형광 초분자 바이오센서 및 이를 제조하는 방법,2,10-1986256,공동,unknown--,unknown--,unknown--
Woo-jin Jeong,정우진,다중목적지향 바이오-무기 하이브리드 구조체,2,10-2036584,공동,unknown--,unknown--,unknown--
Woo-jin Jeong,정우진,Development of Artificial Proteins Displaying Multiple Stabilized α-helices through Peptide Self-Assembly and Bio-Inorganic Hybridization,1,1-122,,unknown--,unknown--,unknown--
Manki Son,손만기,"A triangle study of human, instrument and bioelectronic nose for non-destructive sensing of seafood freshness",8,547,제1저자,valid,valid,invalid
Manki Son,손만기,The bioelectronic nose and tongue using olfactory and taste receptors: Analytical tools for food quality and safety assessment,2,371-379,제1저자,valid,valid,valid
Manki Son,손만기,DNA-SWCNT Biosensors allow real-time monitoring of therapeutic responses in Pancreatic Ductal Adenocarcinoma,9,4515-4523,공동저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Prediction of Response to Sorafenib in Hepatocellular Carcinoma: A Putative Marker Panel by Multiple Reaction Monitoring-Mass Spectrometry (MRM-MS),14,1312-1323,제1저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Serum fibronectin distinguishes the early stages of hepatocellular carcinoma,9,9449,제1저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Quantitative proteomics reveals temporal proteomic changes in signaling pathways during BV2 mouse microglial cell activation,6,3419-3432,공동저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Recent advances in proteomic profiling of pancreatic ductal adenocarcinoma and the road ahead,4,963-971,제1저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Quantitative Proteomic Analysis of Pancreatic Cyst Fluid Proteins Associated with Malignancy in Intraductal Papillary Mucinous Neoplasms,9,17,공동저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Fully validated SRM-MS-based method for absolute quantification of PIVKA-II in human serum: Clinical applications for patients with HCC,8,142-146,제1저자,valid,valid,invalid
"Kim, Hyunsoo",김현수,Clinical Assay for AFP-L3 by Using Multiple Reaction Monitoring-Mass Spectrometry for Diagnosing Hepatocellular Carcinoma,6,1230-1238,제1저자,valid,valid,valid
"Kim, Hyunsoo",김현수,Method Validation by CPTAC Guidelines for Multi-protein Marker Assays Using Multiple Reaction Monitoring-Mass Spectrometry,6,343-358,제1저자,valid,valid,invalid
"Kim, Hyunsoo",김현수,Cost-Effective Automated Preparation of Serum Samples for Reproducible Quantitative Clinical Proteomics,5,2337-2345,제1저자,valid,valid,invalid
"Kim, Hyunsoo",김현수,Clinically Applicable Deep Learning Algorithm Using Quantitative Proteomic Data,5,3195-3202,제1저자,valid,valid,valid
Kim Jong Hyun,김종현,Discovery of Simplified Leucyladenylate Sulfamates as Novel LRS-Targeted mTORC1 Inhibitors,12,4145-4152,공동저자,invalid (0.72),valid,valid
Kim Jong Hyun,김종현,Control of Leucine-dependent mTORC1 Pathway through Chemical Intervention of Leucyl-tRNA synthetase and RagD GTPase Interaction.,26,732,제1저자,valid,valid,valid
Kim Jong Hyun,김종현,Coordination of Leucine-Sensing Rag GTPase Cycle by Leucyl-tRNA Synthetase in the mTORC1 Signaling Pathway.,12,E5279-E5288,제1저자,valid,valid,invalid
Kim Jong Hyun,김종현,Discovery of novel leucyladenylate sulfamate surrogates as LRS-targeted mTORC1 inhibitors,12,4073-4079,공동저자,invalid (0.72),valid,valid
Kim Jong Hyun,김종현,Structure-Activity Relationship of Leucyladenylate Sulfamate Analogues as LRS-Targeting Inhibitors of mTORC1,12,32164-32173,공동저자,invalid (0.77),invalid,valid
Kim Jong Hyun,김종현,Glutamyl-prolyl-tRNA synthetase induces fibrotic extracellular matrix via both transcriptional and translational mechanisms.,11,4341-4354,공동저자,valid,valid,valid
Kim Jong Hyun,김종현,A threonyl-tRNA synthetase-mediated vertebrate-specific translation initiation machinery.,19,1357,공동저자,unknown--,unknown--,unknown--
Kim Jong Hyun,김종현,Evolution of the multi-tRNA synthetase complex and its role in cancer.,6,5340-5351,제1저자,valid,valid,invalid
Kim Jong Hyun,김종현,Non-translational function of leucyl-tRNA synthetase regulates myogenic differentiation and skeletal muscle regeneration.,12,2088-2093,공동저자,unknown--,unknown--,unknown--
Kim Jong Hyun,김종현,Glucose-dependent Control of Leucine Metabolism by leucyl-tRNA Synthetase 1,24,205-210,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,Effect of HF/HNO3-treatment on the porous structure and cell penetrability of titanium (Ti) scaffold,6,65-73,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,Antibacterial and bioactive properties of stabilized silver on titanium with a nanostructured surface for dental applications,7,232-240,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,Facile strategy involving low-temperature chemical cross-linking to enhance the physical and biological properties of hyaluronic acid hydrogel,8,545-553,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,Enhanced osseointegration ability of poly-lactic acid via tantalum sputtering-based plasma immersion ion implantation,9,10492-10504,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,In-vitro blood and vascular compatibility of sirolimus-eluting organic/inorganic hybrid stent coatings,6,405-413,제1저자,valid,valid,valid
Tae-Sik Jang,장태식,Reduced fibrous capsule formation at nano-engineered silicone surface via tantalum ion implantation,9,2907-2919,교신저자,valid,valid,invalid
Tae-Sik Jang,장태식,"Fabrication of strong, bioactive vascular grafts with PCL/collagen and PCL/silica bilayers for small-diameter vascular applications",7,108079,교신저자,valid,valid,valid
Tae-Sik Jang,장태식,Ta ion implanted nanoridge-platform for enhanced vascular responses,9,119461,제1저자,valid,valid,valid
Tae-Sik Jang,장태식,Improved cell viability for large?scale biofabrication with photo-crosslinkable hydrogel systems through dual?photoinitiator approach,6,450-461,제1저자,valid,valid,invalid
Tae-Sik Jang,장태식,Enhanced endothelial cell activity induced by incorporation of nano-thick tantalum layer in artificial vascular grafts,12,144801,교신저자,valid,valid,invalid
Park Phil June,박필준,Kojyl Cinnamate Ester Derivatives Increase Adiponectin Expression and Stimulate Adiponectin-Induced Hair Growth Factors in Human Dermal Papilla Cells,2,1859-1868,제1저자,valid,invalid,valid
Park Phil June,박필준,트리메틸 사이클로헥센 화합물을 유효 성분으로 포함하는 발모 또는 육모 촉진용 조성물,3,1020766360000,책임,unknown--,unknown--,unknown--
Park Phil June,박필준,알피나 골무꽃 추출물을 포함하는 탈모 방지 또는 육모 촉진용 조성물,6,1021141330000,책임,unknown--,unknown--,unknown--
NAM JEONGHUN,남정훈,Micromixing using swirling induced by 3-dimensional dual Surface Acoustic Wave (3D-dSAW),2,3434-3440,제1저자,unknown--,unknown--,unknown--
NAM JEONGHUN,남정훈,Micromixing using a conductive liquid-based focused surface acoustic wave (CL-FSAW),3,991-997,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Determination of red blood cell deformability using centrifugal force in a three-dimensional-printed mini-disk (3D-PMD),4,e0197619,교신저자,valid,valid,valid
NAM JEONGHUN,남정훈,Lamb wave-based blood coagulation test,5,190-195,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Viscoelastic Separation and Concentration of Fungi from Blood for Highly Sensitive Molecular Diagnostics,4,3067,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Non-electrical powered continuous cell concentration for enumeration of residual white blood cells in WBC-depleted blood using a viscoelastic fluid,3,12-19,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Sheathless high-throughput circulating tumor cell separation using viscoelastic non-Newtonian fluid,6,462,교신저자,valid,valid,invalid
NAM JEONGHUN,남정훈,Lamb wave-based molecular diagnosis using DNA hydrogel formation by rolling circle amplification (RCA) process,5,111496,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Sheathless Shape-Based Separation of Candida albicans using a viscoelastic non-Newtonian fluid,7,817,제1저자,valid,valid,valid
NAM JEONGHUN,남정훈,Acoustic mixing in a dome-shaped chamber-based SAW (DC-SAW) device,4,120-125,교신저자,valid,valid,invalid
SANG HUN LEE,이상훈,Microphysiological Analysis Platform of Pancreatic Islet β-Cell Spheroids,7,1701111,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,Multifunctional self-assembled monolayers via microcontact printing and degas-driven flow guided patterning,6,16763,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,On-chip Plasmonic Immunoassay based on Targeted Assembly of Gold Nanoplasmonic Particles,3,2820-2826,제1저자,valid,valid,invalid
SANG HUN LEE,이상훈,Silver Nanoparticle: Synthesis and Application for Nanomedicine,2,865,제1저자,invalid (0.42),invalid,invalid
SANG HUN LEE,이상훈,Bubble-free Rapid Microfluidic PCR,8,725-733,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,Advances in dynamic microphysiological organ-on-a-chip: design principle and its biomedical application,2,65-77,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,Emerging Ultrafast Nucleic Acid Amplification Technologies for Next-Generation Molecular Diagnostics,6,111448,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,Nanophotonic Cell Lysis and Polymerase Chain Reaction (PCR) with Gravity-Driven Cell Enrichment for Rapid Detection of Pathogens,13,13866-13874,공동저자,valid,valid,valid
SANG HUN LEE,이상훈,Cytochrome C-decorated graphene field-effect transistor for highly sensitive hydrogen peroxide detection,6,29-34,제1저자,valid,valid,valid
SANG HUN LEE,이상훈,Single photomask lithography for shape modulation of micropatters,7,196-201,제1저자,unknown--,unknown--,unknown--
Rha Chan-Su,나찬수,Impact of Bioconversion of Gallated Catechins and Flavonol Glycosides on Bioaccessibility and Intestinal Cellular Uptake of Catechins,5,2331-2339,제1저자,valid,valid,invalid
Rha Chan-Su,나찬수,High-efficiency enzymatic production of a-isoquercitrin glucosides by amylosucrase from Deinococcus geothermalis,8,84-90,제1저자,valid,valid,valid
Rha Chan-Su,나찬수,Theaflavin-Enriched Fraction Stimulates Adipogenesis in Human Subcutaneous Fat Cells,3,2034,제1저자,valid,valid,invalid
Rha Chan-Su,나찬수,Simple and Efficient Production of Highly Soluble Daidzin Glycosides by Amylosucrase from Deinococcus geothermalis,6,12824-12832,제1저자,valid,invalid,valid
Rha Chan-Su,나찬수,Simultaneous Optimal Production of Flavonol Aglycones and Degalloylated Catechins from Green Tea Using a Multi-Function Food-Grade Enzyme,5,861,제1저자,valid,valid,valid
Rha Chan-Su,나찬수,Site-specific alpha-glycosylation of hydroxyflavones and hydroxyflavanones by amylosucrase from Deinococcus geothermalis,5,109361,제1저자,valid,valid,valid
Rha Chan-Su,나찬수,Stability and Fermentability of Green Tea Flavonols in In-Vitro-Simulated Gastrointestinal Digestion and Human Fecal Fermentation,7,5890,제1저자,valid,valid,valid
Rha Chan-Su,나찬수,Enrichment of Polyglucosylated Isoflavones from Soybean Isoflavone Aglycones Using Optimized Amylosucrase Transglycosylation,10,181,공동저자,valid,valid,valid
Rha Chan-Su,나찬수,Addition of flavonols and polysaccharides as excipient ingredients into epicatechin rich green tea extract inhibited free radical formation and glucos,7,3105-3111,공동저자,unknown--,unknown--,unknown--
Rha Chan-Su,나찬수,"Antioxidative, Anti-Inflammatory, and Anticancer Effects of Purified Flavonol Glycosides and Aglycones in Green Tea",6,278,제1저자,valid,valid,valid
"Kim, Dae-Wi",김대위,Comparative Proteomic Analysis of Three Xanthomonas Spp. Cultured in Minimal and Rich Media,5,201700142,공동저자,valid,invalid,valid
"Kim, Dae-Wi",김대위,Polymorphism of Antibiotic-Inactivating Enzyme Driven by Ecology Expands the Environmental Resistome,5,267-276,제1저자,valid,valid,valid
"Kim, Dae-Wi",김대위,Influence of Dietary Avilamycin on Ileal and Cecal Microbiota in Broiler Chickens,6,970-979,공동저자,valid,valid,valid
"Kim, Dae-Wi",김대위,"Revisiting Polymorphic Diversity of Aminoglycoside N-Acetyltransferase AAC(6')-Ib Based on Bacterial Genomes of Human, Animal, and Environmental Origi",4,1831,제1저자,unknown--,unknown--,unknown--
"Kim, Dae-Wi",김대위,Comparative Genomic Analysis of Pyrene-Degrading Mycobacterium Species: Genomic Islands and Ring-Hydroxylating Dioxygenases Involved in Pyrene Degrada,4,798-804,제1저자,unknown--,unknown--,unknown--
"Kim, Dae-Wi",김대위,A Novel Sulfonamide Resistance Mechanism by Two-Component Flavin-Dependent Monooxygenase System in Sulfonamide-Degrading Actinobacteria,5,206-215,제1저자,valid,valid,valid
"Kim, Dae-Wi",김대위,Mobile Resistome of Human Gut and Pathogen Drives Anthropogenic Bloom of Antibiotic Resistance,13,2,제1저자,valid,valid,invalid
"Jeong, Dongtak",정동탁,Tenascin-C in Cardiac Hypertrophy and Fibrosis,3,70(13):1616-1617,공동저자,invalid (0.71),invalid,valid
"Jeong, Dongtak",정동탁,miR-25 Tough Decoy Enhances Cardiac Function in Heart Failure,10,26(3):718-729,제1저자,valid,invalid,valid
"Jeong, Dongtak",정동탁,miR-146a Suppresses SUMO1 Expression and Induces Cardiac Dysfunction in Maladaptive Hypertrophy,13,123(6):673-685,공동저자,valid,invalid,valid
"Jeong, Dongtak",정동탁,Enhancing atrial-specific gene expression using a calsequestrin cis-regulatory module 4 with a sarcolipin promoter,5,20(12):e3060,교신저자,valid,invalid,valid
"Jeong, Dongtak",정동탁,Role of the PRC2-Six1-miR-25 signaling axis in heart failure,12,129:58-68,교신저자,valid,invalid,invalid
"Jeong, Dongtak",정동탁,Role of SIRT1 in Modulating Acetylation of the Sarco-Endoplasmic Reticulum Ca2+-ATPase in Heart Failure,22,124(9):e63-e80,제1저자,valid,invalid,invalid
"Jeong, Dongtak",정동탁,"MicroRNA-25 upregulation protects spinal cords, yet is bad for the heart: The dark side of noncoding RNAS",4,158(3): e87-e88,교신저자,valid,valid,invalid
"Jeong, Dongtak",정동탁,Generation of Efficient miRNA Inhibitors Using Tough Decoy Constructs,3,1521:41-53,교신저자,valid,invalid,valid
"Jeong, Dongtak",정동탁,Conventional Method of Transverse Aortic Constriction in Mice,4,1816:183-193,교신저자,valid,valid,valid
"Jeong, Dongtak",정동탁,PHARMACEUTICAL COMPOSITION FOR TREATMENT OF CARDIAC FIBROSIS,3,US20180369324,공동,invalid (0.34),invalid,invalid
"Kang, Sung-Min",강성민,Cesium-induced inhibition of bacterialgrowth of Pseudomonas aeruginosa PAO1 and their possible potential applications for bioremediation of wastewater,9,338,제1저자,unknown--,unknown--,unknown--
"Kang, Sung-Min",강성민,Gamma radiation mediated green technology for Pd nanoparticles recovery from wastewater,8,197,제1저자,valid,invalid,valid
"Kang, Sung-Min",강성민,Microfluidic generation of Prussian blue-laden magnetic micro-adsorbents for cesium removal,8,341,제1저자,valid,invalid,valid
"Kang, Sung-Min",강성민,One-Pot Gamma Ray-Induced Green Synthesis of a Prussian Blue-laden Polyvinylpyrrolidone/Reduced Graphene Oxide Aerogel for the Removal of Hazardous Po,8,7,제1저자,unknown--,unknown--,unknown--
"Kang, Sung-Min",강성민,γ-Radiolysis as Highly Efficient Green Approach to the Synthesis of Metal Nanoclusters: Mechanisms and Applications,10,360,제1저자,valid,invalid,invalid
"Kang, Sung-Min",강성민,The recyclability of alginate hydrogel particles used as a palladium catalyst support,5,73,제1저자,valid,invalid,invalid
"Kang, Sung-Min",강성민,Generation of Multifunctional Encoded Particles using a Tetrapod Microneedle Injector,7,74,제1저자,valid,invalid,valid
"Kang, Sung-Min",강성민,Centrifugal force-driven synthesis of various alginate microspheres using modular micronozzle system,3,9,제1저자,unknown--,unknown--,unknown--
"Kang, Sung-Min",강성민,Generation of Cesium Lead Halide Perovskite Nanocrystals via a Serially-Integrated Microreactor System: Sequential Anion Exchange Reaction,10,384,제1저자,valid,invalid,valid
"Kang, Sung-Min",강성민,MXene: An Emerging Two-Dimensional Layered Material for Removal of Radioactive Pollutants,5,397,제1저자,valid,invalid,invalid
Hyungjun Kim,김형준,Effects of gold nanoparticle-based vaccine size on lymph node delivery and cytotoxic T-lymphocyte responses,10,56-67,공동저자,valid,valid,valid
Hyungjun Kim,김형준,Bilirubin nanoparticle preconditioning protects against hepatic ischemia-reperfusion injury,7,1-10,공동저자,valid,valid,valid
Hyungjun Kim,김형준,Bilirubin Nanoparticle-Assisted Delivery of a Small Molecule-Drug Conjugate for Targeted Cancer Therapy,5,2270-2277,공동저자,valid,valid,valid
Hyungjun Kim,김형준,Flexible elastomer patch with vertical silicon nanoneedles for intracellular and intratissue nanoinjection of biomolecules,8,1-8,제1저자,valid,invalid,valid
Hyungjun Kim,김형준,Antibody-assisted delivery of a peptide-drug conjugate for targeted cancer therapy,9,165-172,제1저자,valid,valid,valid
Hyungjun Kim,김형준,A Hybrid Platform Based on a Bispecific Peptide-Antibody Complex for Targeted Cancer Therapy,11,2005-2010,공동저자,valid,valid,valid
Hyungjun Kim,김형준,Sensor-Instrumented Scaffold Integrated with Microporous Spongelike Ultrabuoy for Long-Term 3D Mapping of Cellular Behaviors and Functions,6,7898-7904,제1저자,valid,invalid,valid
Hyungjun Kim,김형준,Carfilzomib Delivery by Quinic Acid-Conjugated Nanoparticles: Discrepancy Between Tumoral Drug Accumulation and Anticancer Efficacy in a Murine 4T1 Or,13,1615-1622,공동저자,unknown--,unknown--,unknown--
Hyungjun Kim,김형준,"Bioresorbable, Miniaturized Porous Silicon Needles on a Flexible Water-Soluble Backing for Unobtrusive, Sustained Delivery of Chemotherapy",11,7227-7236,제1저자,unknown--,unknown--,unknown--
Wonseok Lee,이원석,Recent advances in carbon material-based NO2 gas sensors,5,1788-1804,공동저자,valid,valid,valid
Wonseok Lee,이원석,Nanoelectrical Characterization of Amyloid β 42 Aggregates via  Kelvin Probe Force Microscopy,7,1187-1191,제1저자,valid,valid,valid
Wonseok Lee,이원석,Adhesive Leaf Created by a Corona Discharge,10,1737,제1저자,valid,valid,valid
Wonseok Lee,이원석,A simple and disposable carbon adhesive tape-based NO2 gas sensor,9,485-492,제1저자,valid,valid,valid
Wonseok Lee,이원석,Microwave-induced formation of oligomeric amyloid aggregates,8,345604,제1저자,valid,valid,valid
Wonseok Lee,이원석,Highly sensitive and wide-range nanoplasmonic detection of fibrinogen using erythrocyte membrane-blanketed nanoparticles,8,216-223,제1저자,valid,valid,invalid
Wonseok Lee,이원석,Ultrasensitive detection of fibrinogen using erythrocyte membrane-draped electrochemical impedance biosensor,11,296-303,제1저자,valid,valid,invalid
Wonseok Lee,이원석,The Formation Mechanism of Segmented Ring-Shaped Aβ Oligomers and Protofibrils,5,3830-3838,제1저자,valid,valid,invalid
Wonseok Lee,이원석,Localized surface plasmon resonance aptasensor for the highly sensitive direct detection of cortisol in human saliva,9,12724,제1저자,valid,invalid,invalid
Wonseok Lee,이원석,Electrochemical Amyloid-Based Biosensor for the Determination of Metal Ions,8,B1497-B1505,제1저자,valid,valid,invalid
Junsang Yoo,유준상,Modelling APOE 3/4 allele-associated sporadic Alzheimer's disease in an induced neuron,11,2193-2209,공동저자,valid,valid,valid
Junsang Yoo,유준상,Electromagnetized gold nanoparticles mediate direct lineage reprogramming into induced dopamine neurons in vivo for Parkinson's disease therapy,19,1006-1014,제1저자,valid,valid,valid
Junsang Yoo,유준상,Novel Neuroprotective Effects of Melanin-Concentrating Hormone in Parkinson's Disease,12,7706-7721,제1저자,valid,valid,invalid
Junsang Yoo,유준상,Salusin-β mediate neuroprotective effects for Parkinson's disease,6,1428-1433,공동저자,unknown--,unknown--,unknown--
Junsang Yoo,유준상,In vivo neuronal gene editing via CRISPR-Cas9 amphiphilic nanocomplexes alleviates deficits in mouse models of Alzheimer's disease,17,524-528,공동저자,valid,valid,valid
Junsang Yoo,유준상,Acupuncture Alleviates Levodopa-Induced Dyskinesia via Melanin-Concentrating Hormone in Pitx3-Deficient aphakia and 6-Hydroxydopamine-Lesioned Mice,8,2408-2423,공동저자,valid,valid,valid
Junsang Yoo,유준상,"Acceleration of somatic cell reprogramming into the induced pluripotent stem cell using a mycosporine-like amino acid, Porphyra 334",11,3684,제1저자,valid,valid,valid
Junsang Yoo,유준상,전자기가 유도된 금속 나노입자를 이용한 신경세포로의 직접교차분화 리프로그래밍 방법,2,10-1745796,공동,unknown--,unknown--,unknown--
Junsang Yoo,유준상,특정 전자기파 처리를 통한 효율적 3D 중뇌 유사 오가노이드 제조 방법,2,10-1948396,공동,unknown--,unknown--,unknown--
Junsang Yoo,유준상,생명공학 기술기반 효율적 세포 운명전환 유도에 관한 연구,1,2018-07월분,,unknown--,unknown--,unknown--
SHIM GAYONG,심가용,Nanoformulation-based sequential combination cancer therapy,5,57-81,제1저자,valid,valid,valid
SHIM GAYONG,심가용,Bacteriomimetic poly-γ-glutamic acid surface coating for hemocompatibility and safety of nanomaterials,6,762-770,교신저자,valid,valid,valid
SHIM GAYONG,심가용,Light-switchable systems for remotely controlled drug delivery,10,67-79,제1저자,valid,valid,valid
SHIM GAYONG,심가용,Chemokine-mimetic plerixafor derivative for tumor-specific delivery of nanomaterials,4,2159-2172,제1저자,valid,valid,invalid
