키,논문제목,총저자수,저자역할,게재면,val_title,val_pages,val_rank
2006160E1C2A07B936D0C54D7ABCEE3026EE0A7DB,지역예술축제의 거버넌스 구조에 따른 서비스품질과 스토리텔링이 방문객 만족도에 미치는 영향: 브랜드 자산의 매개효과를 중심으로,1,제1저자,153-160,valid,valid,valid
2006160E1C2A07B936D0C54D7ABCEE3026EE0A7DB,장애인 문화예술교육의 운영 방안에 관한 사례연구: 일본 하나아트센터와 수원 에이블아트센터를 중심으로,2,제1저자,171-180,valid,valid,valid
2006160E1C2A07B936D0C54D7ABCEE3026EE0A7DB,케이팝(K-POP)을 위한 스토리텔링 전략에 관한 연구: 방탄소년단(BTS)을 중심으로,1,제1저자,63-72,valid,valid,valid
2006160E1C2A07B936D0C54D7ABCEE3026EE0A7DB,지역 문화공간으로서 작은영화관의 현황 및 발전 방향에 관한 연구: 영국 농촌영화관 지원 사례 비교를 중심으로,2,제1저자,171-180,valid,invalid,valid
2006160E1C2A07B936D0C54D7ABCEE3026EE0A7DB,문화거버넌스 형성을 위한 국제영화제의 운영 방안에 관한 연구: 부산국제영화제와 부천국제판타스틱 영화제를 중심으로,2,교신저자,73-81,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,3D-printed biomimetic-villus structure with maximized surface area for triboelectric nanogenerator and dust filter,7,공동저자,103857,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Covalent-bonding-induced strong phonon scattering in the atomically thin WSe2 layer,9,공동저자,7612,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Water droplet-driven triboelectric nanogenerator with superhydrophobic surfaces,5,공동저자,579-584,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Self-Powered Motion-Driven Triboelectric Electroluminescence Textile System,10,공동저자,5200-5207,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Cylindrical Free-Standing Mode Triboelectric Generator for Suspension System in Vehicle,5,제1저자,17,valid,valid,invalid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Application of ferroelectric materials for improving output power of energy harvesters,3,제1저자,30,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Crystal-Structure-Dependent Piezotronic and Piezo-Phototronic Effects of ZnO/ZnS Core/Shell Nanowires for Enhanced Electrical Transport and Photosensi,8,공동저자,28736-28744,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Functionalization of carbon fiber tows with ZnO nanorods for stress sensor integration in smart composite materials,9,공동저자,335501,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,High-performance piezoelectric nanogenerators based on chemically-reinforced composites,6,공동저자,1345-1642,valid,invalid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Reliable Piezoelectricity in Bilayer WSe2 for Piezoelectric Nanogenerators,15,공동저자,1606667,valid,valid,valid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,Rewritable ghost floating gates by tunnelling triboelectrification for two-dimensional electronics,9,제1저자,15891,valid,valid,invalid
2006160E8F765EAA0E59799B4652968FB0DD06AF8,High-Performance Triboelectric Nanogenerators Based on Solid Polymer Electrolytes with Asymmetric Pairing of Ions,8,공동저자,1700289,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Employment of gold-coated silver nanowires as transparent conductive electrode for organic light emitting diodes,9,공동저자,345201,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Healing of Microdefects in SSZ-13 Membranes via Filling with Dye Molecules and Its Effect on Dry and Wet CO2 Separations,9,공동저자,3346-3358,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Systematic analysis for electrical conductivity of network of conducting rods by Kirchhoff's laws and block matrices,2,제1저자,215104,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Quantitative elucidation of the elusive role of defects in polycrystalline MFI zeolite membranes on xylene separation performance,7,제1저자,91-103,valid,valid,invalid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Chabazite-Type Zeolite Membranes for Effective CO2 Separation: The Role of Hydrophobicity and Defect Structure,11,공동저자,3946-3960,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Microstructural control of a SSZ-13 zeolite film via rapid thermal processing,12,공동저자,1173347,valid,invalid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Dual-colour generation from layered colloidal photonic crystals harnessing “core hatching” in double emulsions,8,공동저자,6924-6931,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Image Segmentation for FIB-SEM Serial Sectioning of a Si/C?Graphite Composite Anode Microstructure Based on Preprocessing and Global Thresholding,7,제1저자,1139-1154,valid,valid,valid
2006160EC1D05E3809B4F010AD9758B8F6B9E8369,Electrical Conductivity Analysis for Networks of Conducting Rods Using a Block Matrix Approach: A Case Study under Junction Resistance Dominant Assump,2,제1저자,986-996,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,Multifunctional role of reduced graphene oxide binder for high performance supercapacitor with commercial-level mass loading,3,제1저자,227917,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,Controllable Doping and Passivation of ZnO Thin Films by Surface Chemistry Modification to Design Low-cost and High-performance Thin Film Transistors,6,교신저자,145289,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,"Designing High-Performance CdSe Nanocrystal Thin-Film Transistors Based on Solution Process of Simultaneous Ligand Exchange, Trap Passivation, and Dop",10,교신저자,9389-9399,valid,valid,cor_unknown
20061700959B9092453E2B55725B45F10D8DF02B3,Hybrid crumpled graphene supported Fe-Co binary oxides nanoparticles for aqueous asymmetric supercapacitors,5,공동저자,571-575,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,Transition states of nanocrystal thin films during ligand-exchange processes for potential applications in wearable sensors,6,교신저자,25502-25510,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,High capacitance and energy density supercapacitor based on biomass-derived activated carbons with reduced graphene oxide binder,6,제1저자,16-24,valid,valid,valid
20061700959B9092453E2B55725B45F10D8DF02B3,Electrochemical performances of iron-cobalt oxides nanoparticles loaded crumpled graphene for supercapacitor,5,공동저자,2030-2037,valid,valid,valid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,"Sexually dimorphic behavior, neuronal activity, and gene expression in Chd8-mutant mice",29,제1저자,1218-1228,valid,valid,valid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,Early correction of NMDAR function improves autistic-like social behaviors in adult Shank2-/- mice,30,공동저자,534-543,valid,valid,valid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,NGL-1/LRRC4C deletion moderately suppresses hippocampal synapse development and function but strongly suppresses anxiety-like behavior and spatial and,14,공동저자,Article 119,valid,invalid,valid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,"SynGO: an evidence-based, expert-curated knowledgebase for the synapse",73,공동저자,217-234,valid,valid,invalid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,NGL-1/LRRC4C-mutant mice display hyperactivity and anxiolytic-like behavior associated with widespread suppression of neuronal activity,11,공동저자,Article 250,valid,invalid,valid
20061702AD5D94ECFF3B0052DB4C28750B1FD6EB0,Splice-dependent trans-synaptic PTPδ-IL1RAPL1 interaction regulates synapse formation and non-REM sleep,15,제1저자,e104150,valid,valid,invalid
200617056DC3476F3B80D311F5EFEAED52A9ED6E6,Upgrading of petroleum vacuum residue using a hydrogen-donor solvent with acid-treated carbon,4,공동저자,234-242,valid,valid,valid
200617056DC3476F3B80D311F5EFEAED52A9ED6E6,Dissolution and reaction in a CO2-brine-clay mineral particle system under geological CO2 sequestration from subcritical to supercritical conditions,3,제1저자,2020-01-11 00:00:00,valid,invalid,valid
200617056DC3476F3B80D311F5EFEAED52A9ED6E6,Continuous bubble reactor using carbon dioxide and its mixtures for ballast water treatment,6,공동저자,316-326,valid,valid,valid
200617056DC3476F3B80D311F5EFEAED52A9ED6E6,Effect of surfactants on CO2 solubility and reaction in CO2-brine-clay mineral systems during CO2-enhanced fossil fuel recovery,2,제1저자,2020-01-11 00:00:00,valid,invalid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,"영화 사실주의 속에서 나타난 상지적 표현기법 연구 - 영화 “어디로 갈까요?”, “러",1,제1저자,2020-01-23 00:00:00,unknown--,unknown--,unknown--
20061800959B9092453E2B55725B45F10D8DF02B3,프레임의 상징적 이미지를 통한 캐릭터의 심리묘사와  화면구성의 효과적인 방안,1,제1저자,2020-01-15 00:00:00,valid,invalid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,태권교육 공연이 웹서비스 방송이 결합된 K-POP 태권 한류 콘텐츠 서비스 실현 연구,1,제1저자,24-40,valid,invalid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,"일제강점기 역사 서사를 중심으로 한 스토리텔링의 환경과 그에 따른 문제점과 개선 방안 연구 - 밀정, 암살, 박열, 동주, 군함도 그리고덕혜옹주 중심으로 -",1,제1저자,2020-01-09 00:00:00,valid,invalid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,영화 속의 메소드연기 연출에 의한 효과적 표현 연구와 응용 방식 연구 홍상수 영화와 영화 전주에서 길을 묻다 제작과정을 중심으로,1,제1저자,91-100,valid,valid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,"영상 속에 나타난 즉흥 연기와 공연 연기에 대한 내면적 서스펜스에 대한 연구 - 영화 “전주에서 길을 묻다 ” 와 홍상수 , 허진호 감독 영화 중심으로 -",1,제1저자,40-50,valid,valid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,소규모(공연등)공연콘텐츠 활성화를 위한 플랫폼 구축과 현황분석과 효과적인 대안 연구,1,제1저자,30-40,valid,invalid,valid
20061800959B9092453E2B55725B45F10D8DF02B3,영상제작을 바탕으로 한 실무 중심의 교육의 환경과 그 효과에 따른 실무 중심의 효율적 발전 방안 연구,1,제1저자,135-143,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Transition metal speciation as a degradation mechanism with the formation of a solid-electrolyte interphase (SEI) in Ni-rich transition metal oxide ca,5,제1저자,14449-14463,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Elucidating the Mechanism Involved in the Performance Improvement of Lithium-Ion Transition Metal Oxide Battery by Conducting Polymer,3,제1저자,1801785,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Stacked-graphene layers as engineered solid-electrolyte interphase (SEI) grown by chemical vapour deposition for lithium-ion batteries,4,제1저자,678-690,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,"Lithium-ion batteries: outlook on present, future, and hybridized technologies",5,제1저자,2942-2964,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Negligible-Pb-Waste and Upscalable Perovskite Deposition Technology for High-Operational-Stability Perovskite Solar Modules,15,공동저자,1803047,valid,valid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Hybrid chemical vapor deposition enables scalable and stable Cs-FA mixed cation perovskite solar modules with a designated area of 91.8 cm2 approachin,10,공동저자,6920-6929,unknown--,unknown--,unknown--
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,“Heat Wave” of Metal Halide Perovskite Solar Cells Continues in Phoenix,5,공동저자,1898?1903,valid,invalid,valid
20061802EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,Gas-solid reaction based over one-micrometer thick stable perovskite films for efficient solar cells and modules,11,공동저자,2041-1723,valid,invalid,valid
200618031CEBA3C3D202E580B3E625CFD2B8C54E8,Surface Engineering for Efficient Capture of Circualting Tumor Cells in Renal Cell Carcinoma: From nanoscale analysis to clinical application,11,공동저자,112250,unknown--,unknown--,unknown--
200618031CEBA3C3D202E580B3E625CFD2B8C54E8,Nanoparticle Conjugation Stabilizes and Multimerizes β-Hairpin Peptides To Effectively Target PD-1/PD-L1 β-Sheet-Rich Interfaces,7,제1저자,1832-1837,valid,valid,valid
200618031CEBA3C3D202E580B3E625CFD2B8C54E8,A Fluorescent Supramolecular Biosensor for Bacterial Detection via Binding-Induced Changes in Coiled-Coil Molecular Assembly,4,제1저자,93-99,valid,valid,valid
200618031CEBA3C3D202E580B3E625CFD2B8C54E8,Peptide-nanoparticle conjugates: a next generation of diagnostic and therapeutic platforms?,6,제1저자,38,valid,valid,valid
200618031CEBA3C3D202E580B3E625CFD2B8C54E8,Modular Self-Assembling Peptide Platform with a Tunable Thermoresponsiveness via a Single Amino Acid Substitution,3,제1저자,1803114,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,3D Bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for fabrication of complex-shaped tissue constructs,8,제1저자,20295-20306,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Aspiration-assisted bioprinting for precise positioning of biologics,7,제1저자,eaaw5111,valid,valid,invalid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Comparison of polysaccharides in articular cartilage regeneration associated with chondrogenic and autophagy-related gene expression,8,제1저자,922-930,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Double layers of gold nanoparticles immobilized titanium implants improve the osseointegration in rabbit models,7,공동저자,102129,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Emerging potential of exosomes in regenerative medicine for temporomandibular joint osteoarthritis,9,공동저자,1541,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Vitamin D-conjugated gold nanoparticles as functional carriers to enhancing osteogenic differentiation,12,공동저자,826-836,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Collagen-infilled 3D printed scaffolds loaded with miR-148b-transfected bone marrow stem cells improve calvarial bone regeneration in rats,9,공동저자,110128,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Facile preparation of mussel-inspired antibiotic-decorated titanium surfaces with enhanced antibacterial activity for implant applications,11,공동저자,143675,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Anti-neuroinflammatory gold nanocomplex loading ursodeoxycholic acid following spinal cord injury,9,공동저자,122088,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Synergistic interplay between human MSCs and HUVECs in 3D spheroids laden in collagen/fibrin hydrogels for bone tissue engineering,3,제1저자,348-356,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Simple and facile preparation of recombinant human bone morphogenetic protein-2 immobilized titanium implant via initiated chemical vapor deposition t,13,공동저자,949-958,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Injectable biodegradable gelatin-methacrylate/β?tricalcium phosphate composite for the repair of bone defects,15,공동저자,30-39,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Development of 3D printable conductive hydrogel with crystallized PEDOT: PSS for neural tissue engineering,6,제1저자,582-590,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Thermally-controlled extrusion-based bioprinting of collagen,5,공동저자,55,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Preparation of antibacterial chitosan membranes containing silver nanoparticles for dental barrier membrane applications,8,공동저자,196-202,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,"3D printing of poly(ε-caprolactone)/poly(D,L-lactide-co-glycolide)/hydroxyapatite composite constructs for bone tissue engineering",13,공동저자,1972-1986,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Directly induced neural differentiation of human adipose-derived stem cells using three-dimensional culture system of conductive microwell with electr,6,제1저자,537-545,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Poly (lactide-co-glycolide) nanofibrous scaffolds chemically coated with gold-nanoparticles as osteoinductive agents for osteogenesis,10,제1저자,300-307,valid,valid,invalid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Multilayered co-electrospun scaffold containing silver sulfadiazine as a prophylactic against osteomyelitis: Characterization and biological in vitro,7,공동저자,308-316,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,3D printing nano conductive multi-walled carbon nanotube scaffolds for nerve regeneration,8,공동저자,16018,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Injectable hydrogel composite containing modified gold nanoparticles: implication in bone tissue regeneration,11,공동저자,7019,valid,invalid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Ultrasound-triggered PLGA microparticle destruction and degradation for controlled delivery of local cytotoxicity and drug release,7,공동저자,1211-1217,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,"Fabrication and design of bioactive agent coated, highly-aligned electrospun matrices for nerve tissue engineering: Preparation, characterization and",6,공동저자,359-367,valid,valid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Biological assessments of multifunctional hydrogel-decorated implantable neural cuff electrode for clinical neurology application,8,공동저자,2020-01-14 00:00:00,valid,invalid,valid
200618056DC3476F3B80D311F5EFEAED52A9ED6E6,Preparation of mechanically enhanced hydrogel scaffolds by incorporating interfacial polymer nanorods for nerve electrode application,11,공동저자,2248-2254,valid,valid,valid
20061806E47633CFD63E61F429882DCAD5D446CB2,Supporting Nickel To Replace Platinum on Zeolite Nanosponges for Catalytic Hydroisomerization of n-Dodecane,4,제1저자,10545-10554,valid,valid,valid
20061806E47633CFD63E61F429882DCAD5D446CB2,Soft-to-hard consecutive templating one-pot route from metal nitrate/phenol resin/surfactant to mesoporous metal oxides with enhanced thermal stabilit,4,교신저자,109767,valid,valid,invalid
20061806E47633CFD63E61F429882DCAD5D446CB2,Sulfonium-based organic structure-directing agents for microporous aluminophosphate synthesis,5,공동저자,75-81,valid,valid,valid
20061806E47633CFD63E61F429882DCAD5D446CB2,Facile synthesis of mesoporous zeolite Y using seed gel and amphiphilic organosilane,5,공동저자,109579,valid,valid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Cesium-induced inhibition of bacterialgrowth of Pseudomonas aeruginosa PAO1 and their possible potential applications for bioremediation of wastewater,9,제1저자,338,unknown--,unknown--,unknown--
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Nano-graphene oxide composite for in vivo imaging,11,제1저자,13,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Microfluidic generation of Prussian blue-laden magnetic micro-adsorbents for cesium removal,8,제1저자,341,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,One-Pot Gamma Ray-Induced Green Synthesis of a Prussian Blue-laden Polyvinylpyrrolidone/Reduced Graphene Oxide Aerogel for the Removal of Hazardous Po,8,제1저자,7,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,The recyclability of alginate hydrogel particles used as a palladium catalyst support,5,제1저자,73,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Generation of Multifunctional Encoded Particles using a Tetrapod Microneedle Injector,7,제1저자,74,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Centrifugal force-driven synthesis of various alginate microspheres using modular micronozzle system,3,제1저자,9,unknown--,unknown--,unknown--
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Generation of Cesium Lead Halide Perovskite Nanocrystals via a Serially-Integrated Microreactor System: Sequential Anion Exchange Reaction,10,제1저자,384,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,γ-Radiolysis as Highly Efficient Green Approach to the Synthesis of Metal Nanoclusters: Mechanisms and Applications,10,제1저자,360,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Fabrication of CsPbBr3 Perovskite Quantum Dots/Cellulose-based Colorimetric Sensor: Dual Responsive On-site Detection of Iodide and Chloride Ions,6,제1저자,59,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,A screen printed carbon electrode modified with an amino-functionalized metal organic framework of type MIL-101 (Cr) and with palladium nanoparticles,7,공동저자,184,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Ternary PtRuFe nanoparticles supported N-doped graphene as an efficient bifunctional catalyst for methanol oxidation and oxygen reduction reactions,8,공동저자,42,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Gamma radiation mediated green technology for Pd nanoparticles recovery from wastewater,8,제1저자,197,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Customized microfluidic reactor based on droplet formation for the synthesis of monodispersed silver nanoparticles,8,제1저자,63,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Developments of Cyanobacteria for Nano-Marine Drugs: Relevance of Nanoformulations in Cancer Therapies,8,공동저자,16,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Versatile Poly(Diallyl Dimethyl Ammonium Chloride)-Layered Nanocomposites for Removal of Cesium in Water Purification,10,제1저자,11,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Porous 3D Prussian blue/cellulose aerogel as a decorporation agent for removal of ingested cesium from the gastrointestinal tract,12,공동저자,8,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Multi-stress radioactive-tolerant Exiguobacterium acetylicum CR1 and its applicability to environmental cesium uptake bioremediation,11,공동저자,205,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Layer-Structured POSS-Modified Fe-Aminoclay/Carboxymethyl Cellulose Composite as a Superior Adsorbent for the Removal of Radioactive Cesium and Cation,7,공동저자,57,unknown--,unknown--,unknown--
2006180A40C79196CBF4F4D9169A974E2EF287A9C,A threshold value of rigidity for asbestos-like pathogenicity of high aspect ratio nanomaterials in a mouse pleural inflammation model,12,공동저자,12,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Quaternary PtRuFeCo nanoparticles supported N-doped graphene as an efficient bifunctional electrocatalyst for low-temperature fuel cells,10,공동저자,69,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Highly stable Prussian blue nanoparticles containing graphene oxide-chitosan matrix for selective radioactive cesium removal,7,공동저자,241,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,Recent advances in molybdenum disulfide-based electrode materials for electroanalytical applications,6,공동저자,186,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,A Sustainable Graphene Aerogel Capable of the Adsorptive Elimination of Biogenic Amines and Bacteria from Soy Sauce and Highly Efficient Cell Prolifer,11,공동저자,11,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,"Silver grass-derived activated carbon with coexisting micro-, meso- and macropores as excellent bioanodes for microbial colonization and power generat",9,공동저자,300,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,A simple strategy for the synthesis of flower-like textures of Au-ZnO anchored carbon nanocomposite towards the high?performance electrochemical sensi,7,공동저자,323,valid,invalid,valid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,MXene: An Emerging Two-Dimensional Layered Material for Removal of Radioactive Pollutants,5,제1저자,397,valid,invalid,invalid
2006180A40C79196CBF4F4D9169A974E2EF287A9C,"Bioreceptor-free, sensitive and time?resolved electrochemical detection of patulin fungal toxin, using a reduced graphene oxide@SnO2 nanocomposite",9,공동저자,113,unknown--,unknown--,unknown--
2006180A40C79196CBF4F4D9169A974E2EF287A9C,"N/P-Doped Carbon Nanodots for Food-Matrix Decontamination, Anticancer Targeting, and Cellular Bio-Imaging Applications",15,공동저자,16,valid,invalid,valid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,Quasi-Stem Cells Derived from Human Somatic Cells by Chemically Modified Carbon Nanotubes,6,공동저자,8417-8425,valid,valid,valid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,High phase-purity 1T′-MoS2 and 1T′-MoSe2 layered crystals,22,제1저자,638-643,valid,valid,invalid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,Preparation of 1T′-Phase ReS2xSe2(1-x) (x = 0-1) Nanodots for Highly Efficient Electrocatalytic Hydrogen Evolution Reaction,15,공동저자,8563-8568,unknown--,unknown--,unknown--
2006190038285BC4762FB850B353CA8C2B7B9A0DA,In-Plane Anisotropic Properties of 1T′-MoS2 Layers,14,제1저자,1807764,valid,valid,valid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,Quest for p-Type Two-Dimensional Semiconductors,6,공동저자,12294-12300,valid,valid,valid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,Modulation of semiconducting behavior in carbon nanotube Langmuir-Blodgett film based devices by controlling the effective channel dimension,7,제1저자,540-544,valid,valid,valid
2006190038285BC4762FB850B353CA8C2B7B9A0DA,Ag@MoS2 Core-Shell Heterostructure as SERS Platform to Reveal the Hydrogen Evolution Active Sites of Single-layer MoS2,21,공동저자,7161-7167,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,Suppression of the Solar Ultraviolet-Induced Skin Carcinogenesis by TOPK Inhibitor HI-TOPK-032,9,제1저자,4170-4182,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,Stem cell factor-inducible MITF-M expression in therapeutics for skin pigmentary disorders,11,제1저자,340-352,valid,valid,invalid
20061900959B9092453E2B55725B45F10D8DF02B3,Targeting PRPK and TOPK for skin cancer prevention and therapy,14,제1저자,5633-5647,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,Targeting PRPK Function Blocks Colon Cancer Metastasis,17,공동저자,1101-1113,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,Herbacetin suppresses cutaneous squamous cell carcinoma and melanoma cell growth by targeting AKT and ODC,14,공동저자,1136-1146,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,ADA-07 suppresses solar ultraviolet-induced skin carcinogenesis by directly inhibiting TOPK,17,공동저자,1843-1854,valid,valid,valid
20061900959B9092453E2B55725B45F10D8DF02B3,Knock-down of the TIM/TIPIN complex promotes apoptosis in melanoma cells,10,공동저자,1846-1861,valid,valid,valid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Highly active cobalt-based electrocatalysts with facile incorporation of dopants for oxygen evolution reaction,4,제1저자,3529-3533,valid,invalid,valid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Structural engineering of 3D carbon materials from transition metal ion-exchanged Y zeolite templates,3,제1저자,3779-3788,valid,valid,valid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Synergistic combination of bandgap-modified carbon nitride and WO3 for visible light-induced oxidation of arsenite accelerated by in-situ Fenton react,6,제1저자,819-824,valid,valid,valid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Spontaneous oxidation of arsenite on platinized TiO2 through activating molecular oxygen under ambient aqueous condition,5,제1저자,118146,valid,valid,invalid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Oxidation of organic pollutants by persulfate activated with low-temperature-modified nanodiamonds: Understanding the reaction kinetics and mechanism,7,제1저자,432-441,valid,valid,invalid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Selective charge transfer to dioxygen on KPF6-modified carbon nitride for photocatalytic synthesis of H2O2 under visible light,7,제1저자,51-58,valid,valid,invalid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Minireview: Selective production of hydrogen peroxide as a clean oxidant over structurally tailored carbon nitride photocatalysts,4,교신저자,55-64,valid,valid,valid
20061902AD5D94ECFF3B0052DB4C28750B1FD6EB0,Ag(I) ions working as a hole-transfer mediator in photoelectrocatalytic water oxidation on WO3 film,8,공동저자,967,valid,valid,valid
