key,evaluation,classification,title,code,journal,publisher,ISSN,date,author_count,author_rank,author_names
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Ataxia-Telangiectasia and RAD3-Related and Ataxia-Telangiectasia-Mutated Proteins in Epithelial Ovarian Carcinoma: Their Expression and Clinical Signi,Y      ,Anticancer Res.,The International Institute of Anticancer Research,NULL,201507,8,제1저자,"Lee B, Lee HJ, Cho HY, Suh DH, Kim K, No JH, Kim H, Kim YB"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Maternal age and serum concentration of human chorionic gonadotropin in early pregnancy: influence of gonadotropin-releasing hormone,Y      ,Acta Obstet Gynecol Scand.,"John Wiley & Sons, Inc",NULL,201504,3,제1저자,"Lee B, Park TC, Lee HJ"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Influence of caffeine on the expression of human chorionic gonadotropin and progesterone receptors in human trophoblast cell lines,Y      ,Acta Obstet Gynecol Scand.,"John Wiley & Sons, Inc",NULL,201412,3,제1저자,"Lee BH, Park TC, Lee HJ"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Association between fetal abdominal circumference and birthweight in maternal hyperglycemia,Y      ,Acta Obstet Gynecol Scand.,"John Wiley & Sons, Inc",NULL,201408,3,제1저자,"Lee BH, Park TC, Lee HJ."
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Maternal hyperglycemia and the 100-g oral glucose tolerance test,Y      ,Taiwan J Obstet Gynecol.,Elsevier B.V.,NULL,201504,4,공동저자,"Park TC, Lee BH, Norwitz ER, Lee HJ"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Experimental Murine Endometriosis Induces DNA Methylation and Altered Expression of Genes Necessary for Endometrial Receptivity in Endometrium.,Y      ,Biology of Reproduction,Oxford University Press,NULL,200901,3,제1저자,"Lee B, Du H, Taylor HS"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Relationship between threatened miscarriage and gestational diabetes mellitus. BMC Pregnancy Childbirth,Y      ,BMC Pregnancy Childbirth,BioMed Central Ltd,NULL,201807,3,교신저자,"Lee HJ, Norwitz E, Lee B"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,The Influence of Oral Dydrogesterone and Vaginal Progesterone on Threatened Abortion: a Systematic Review and Meta-analysis,Y      ,Hindawi Biomed Res Int,Hindawi,NULL,201712,5,교신저자,"Lee HJ, Park TC, Kim JH, Norwitz E, Lee B"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Impact of hospital care volume on clinical outcomes of laparoscopic radical hysterectomy for cervical cancer: A systematic review and meta-analysis,Y      ,MEDICINE,LIPPINCOTT WILLIAMS & WILKINS,NULL,201812,5,제1저자,"Lee B, Kim K, Park Y, Lim MC, Bristow RE"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Efficacy of the multidisciplinary tumor board conference in gynecologic oncology: a prospective study,Y      ,MEDICINE,LIPPINCOTT WILLIAMS & WILKINS,NULL,201712,11,제1저자,"Lee B, Kim K, Choi JY, Suh DH, No JH, Lee HY, Eom KY, Kim H, Hwang SI, Lee HJ 외 1명"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Continuous wound infiltration system for postoperative pain management in gynecologic oncology patients,Y      ,Arch Gynecol Obstet.,Springer Nature Switzerland AG,NULL,201705,7,제1저자,"Lee B, Kim K, Ahn S, Shin HJ, Suh DH, No JH, Kim YB"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Efficacy of Single- and Two-dose Intravenous Administration of Ramosetron in Preventing Postoperative Nausea and Vomiting after Laparoscopic Gynecolog,Y      ,Surg Laparosc Endosc Percutan Tech,Wolters Kluwer Health,NULL,201706,10,제1저자,"Lee B, Kim K, Suh DH, Shin HJ, No JH, Lee JR, Jee BC, Hwang JW, Do SH, Kim YB"
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,Factors affecting pain during outpatient clinic based surgical procedures in gynecologic oncology.,Y      ,MEDICINE,LIPPINCOTT WILLIAMS & WILKINS,NULL,201808,6,교신저자,"Kim K, Lee B, Park Y, Suh DH, No JH, Kim YB"
200317056DC3476F3B80D311F5EFEAED52A9ED6E6,국내공인학술지,국내공인등재,Effect of a global health training program for nursing students on global citizenship and cultural competencies,RD04174,The International Journal of Advanced Culture Technology,국제문화기술진흥원,2288-7202,201912,4,제1저자,"Hye Kyung Oh, Youn Kyoung Jang, Jin Sun Kim, Young Hae Jung"
200317056DC3476F3B80D311F5EFEAED52A9ED6E6,국제공인학술지,SCIE,"Factors influencing nutritional practices among mothers in Dakar, Senegal",EX09625,PLOS ONE,"PUBLIC LIBRARY SCIENCE, 185 BERRY ST, STE 1300, SAN FRANCISCO, USA, CA, 94107",1932-6203,201902,5,제1저자,"Hye-Kyung Oh , Sunjoo Kang, Sung-Hyun Cho, Yeong-ju Ju, Daouda Faye"
200317056DC3476F3B80D311F5EFEAED52A9ED6E6,기타국내학술지,NULL,건강신념모형을 적용한 세네갈 수유 여성의 개인위생 실천에 영향을 미치는 요인,Y      ,The Journal of the Convergence on Culture Technology,국제문화기술진흥원,NULL,202002,3,공동저자,"주영주, 오혜경, 서형은"
2003170609BE838BD0053FD12921B1253B14D33D2,국내공인학술지,국내공인등재,금융·거시경제변수들의 한국 주식수익률 예측가능성 검정 - 표본 내 검정과 표본 외 검정 결과 비교를 중심으로 -,RD01492,보험금융연구,보험연구원,1226-7481,202002,1,제1저자,전성주
2003170609BE838BD0053FD12921B1253B14D33D2,국제공인학술지,SSCI,Trend shifts in the forward premium and the predictability of excess returns in currency markets,SS00129,APPLIED ECONOMICS,ROUTLEDGE,0003-6846,201704,2,교신저자,"Dooyeon Cho, Sungju Chun"
2003170609BE838BD0053FD12921B1253B14D33D2,국제공인학술지,SSCI,Can structural changes in the persistence of the forward premium explain the forward premium anomaly?,SS04106,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1042-4431,201901,2,교신저자,"Dooyeon Cho, Sungju Chun"
2003170696F44F02460FECFDC475763085B6F973C,기타국내학술지,NULL,시네마그래프 이미지에 대한 의미분석 : 국내 하기스광고 디지털포스터를 중심으로,Y      ,한국기초조형학회 20권 5호(통권95호),한국기초조형학회,NULL,201910,1,제1저자,김영일
2003170696F44F02460FECFDC475763085B6F973C,기타국내학술지,NULL,시네마그래프 이미지의 감성 의미분별법(SD),NULL,한국커뮤니케이션디자인학회 Vol.70 No.- [2020],한국커뮤니케이션디자인학회,NULL,202002,1,제1저자,김영일
2003170696F44F02460FECFDC475763085B6F973C,기타국내학술지,NULL,광고매체에서 표현된 시네마그래프의 심미성 연구,NULL,한국 멀티미디어학회 Vol.20 No.7 [2017],한국 멀티미디어학회,NULL,201707,3,제1저자,"김영일, 김치용, 김현석"
2003170696F44F02460FECFDC475763085B6F973C,기타외국학술지,NULL,A Study on Cinemagraph Unfamiliar to Freud Uncanny,Y      ,JMIS,jmis.org,NULL,201703,3,제1저자,"김영일, 김치용, 김현석"
2003170696F44F02460FECFDC475763085B6F973C,기타외국학술지,NULL,"Analysis of Time, Duality, Difference, and Virtual Image in Partially  Moving Image Cinemagraph",NULL,JMIS,jmis.org,NULL,201912,1,제1저자,김영일
2003170696F44F02460FECFDC475763085B6F973C,기타외국학술지,NULL,Analysis of Visual Perception of Cinemagraph Images: Focusing on  Q Methodology,NULL,JMIS,jmis.org,NULL,201912,1,제1저자,김영일
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,'부가가치 창출을 위한 상품'으로서의 문화콘텐츠 기획을 효율적으로 도와주기 위한 고전시가의 연구 방향,RD03918,韓國古典硏究,한국고전연구학회,1226-3850,201811,1,제1저자,이수곤
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,시조 교육의 효율성 제고를 위한 스토리텔링 수용의 두 사례,RD02692,시조학논총,한국시조학회,1226-2838,201901,1,제1저자,이수곤
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,사설시조의 '속됨' 양상과 그 의미,RD03918,韓國古典硏究,한국고전연구학회,1226-3850,201711,1,제1저자,이수곤
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,'스토리텔링'의 이론적 고찰,RD02845,조형미디어학,한국일러스아트학회,1229-5558,201802,1,제1저자,이수곤
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,시각디자인에 스토리텔링 기법을 적용하는 방식에 대한 고찰,RD02845,조형미디어학,한국일러스아트학회,1229-5558,201808,1,제1저자,이수곤
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,전공 연계 글쓰기 시행과 그 평가,RD04034,리터러시 연구,한국 리터러시 학회,2233-4637,201904,2,제1저자,"이수곤, 이선윤"
20031706E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,대학 교양 교육 과목에 대한 플립드 러닝 적용의 다영역간 사례 비교 연구,RD03836,문화와 융합,한국문화융합학회,1225-0422,201902,3,교신저자,"이수곤, 이선윤, 부선영"
200317075057A0329828BACCC04EB2959898AD9F3,국내공인학술지,국내공인등재,기술수요자 관점의 공공기술사업화 추진성과에 관한 연구,RD01725,기술혁신학회지,한국기술혁신학회,1598-2912,201709,1,제1저자,서일원
200317075057A0329828BACCC04EB2959898AD9F3,국내공인학술지,국내공인등재,기술혁신의 원천에 따른 고용효과에 관한 연구,RD01725,기술혁신학회지,한국기술혁신학회,1598-2912,201801,1,제1저자,서일원
200317075057A0329828BACCC04EB2959898AD9F3,국내공인학술지,국내공인등재,공공기술 도입의 만족 유형에 따른 수요기업의 연구역량과 성과에 관한 연구,RD03911,지식재산연구,한국지식재산연구원,1975-5945,201801,2,교신저자,"권태혁, 서일원"
200317075057A0329828BACCC04EB2959898AD9F3,국제공인학술지,SSCI,Conflicting motivations and knowledge spill-overs: Dynamics of the market across space,SS00527,GEOFORUM,PERGAMON-ELSEVIER SCIENCE LTD,0016-7185,201906,2,제1저자,"Seo Ilwon, Sonn jungwon"
200317075057A0329828BACCC04EB2959898AD9F3,국제공인학술지,SSCI,The persistence of inter-regional hierarchy in technology transfer networks: An analysis ofChinese patent licensing data,SS00545,GROWTH AND CHANGE,BLACKWELL PUBLISHERS,0017-4815,201810,2,제1저자,"Ilwon Seo, Jung Won Sonn"
200317075057A0329828BACCC04EB2959898AD9F3,국제공인학술지,SSCI,Regions’ Technology Brokerage Patterns and Dynamics for Regional Development,SS04044,SUSTAINABILITY,MDPI,2071-1050,201906,1,제1저자,Seo Ilwon
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,예비유아교사의 통제소재와 계획된 우연 능력이 진로에 대한 확신에 미치는 영향에 관한 연구,RD02916,학습자중심교과교육연구,학습자중심교과교육학회,1598-2106,201807,1,제1저자,Mina Kim
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,교육공동체 구현을 위한 유치원교사의 역량 수행 맥락에 관한 연구 : 예비교사의 경험을 바탕으로,RD03480,교육문화연구,인하대학교 교육연구소,1598-9283,202002,1,제1저자,김미나
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,"Authentic Parental Competence, Awareness of  Educational Community, and Life Satisfaction in Mothers with Young Children in Korea",RD02702,아동학회지,한국아동학회,1226-1688,202002,3,교신저자,"Kai-Sook Chung, Eun-Kyoung Goh, Mina Kim"
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,유아교육공동체 구현을 위한 유아교육기관 조직문화 연구: 예비유아교사의 관점,RD02916,학습자중심교과교육연구,학습자중심교과교육학회,1598-2106,201906,3,교신저자,"정계숙, 차지량, 김미나"
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,Relationship-oriented organizational culture and educational community competence of early childhood teachers in Korea: The mediating role of teacher,RD03196,International Journal of Early Childhood Education,한국유아교육학회,1226-9557,201906,3,교신저자,"Kai-Sook Chung, Ji-Ryang Cha, Mina Kim"
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,교사가 인식한 다문화가정 부모의 유아교육기관과의 관계: 교육공동체 구현을 위한 시사점,RD03345,다문화교육연구,한국다문화교육학회,2005-4963,201906,3,공동저자,"정계숙, 이은하, 김미나"
20031707AFB1690C7C58312061943983A06BE072A,국내공인학술지,국내공인등재,유아기 자녀를 둔 어머니의 양육 역량과 분노 표현과의 관계: 자녀에 대한 염려의 매개효과,RD02314,한국보육지원학회지,한국보육지원학회,1738-9496,201904,3,공동저자,"정계숙, 차지량, 김미나"
20031707AFB1690C7C58312061943983A06BE072A,국제수준학술지,SCOPUS,The impact of psychological empowerment and organizational culture on the early childhood teacher-parent partnership in South Korea,SP03552,Children and Schools,National Assn. of Social Workers,1532-8759,201807,2,교신저자,"Kai-Sook Chung, Mina Kim"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,디지털사회혁신과 사회적기업 간 역동적 상호작용,RD03452,예술인문사회 융합 멀티미디어 논문지,사단법인 인문사회과학기술융합학회,2383-5281 ,201911,1,제1저자,신하영
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,호주 ATPC 사업 원조효과성 성과지표 개발사례 분석 연구,RD02461,국제지역연구,한국외국어대학교 국제지역연구센터,1226-5810,202001,2,제1저자,"신하영, 박소영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,학부모의 학교 운영 참여를 둘러싼 갈등과 쟁점,RD03482,교육정치학연구,한국교육정치학회,1226-7856,201909,2,교신저자,"박소영, 신하영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,참여적 방식의 성과중심 ODA 평가모형: 고등교육 분야 ODA를 중심으로,RD02461,국제지역연구,한국외국어대학교 국제지역연구센터,1226-5810,201901,2,교신저자,"신하영,박소영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,정책환경변화에 따른 지방교육재정 운용과 쟁점,RD03433,한국교육문제연구,중앙대학교 한국교육문제연구소,1598-8317,201801,2,교신저자,"신하영,이미영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,"대학주도 고등교육 혁신 ODA 사업 사례 분석: 스웨덴, 독일, 일본을 중심으로",RD03817,국제개발협력연구,국제개발협력학회,2005-9620,201809,2,제1저자,"신하영, 박소영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,이공계 대학생의 대학생활 경험과 취업의 질 : 성별차이를 중심으로,RD02420,공학교육연구,한국공학교육학회,1738-6454,201709,2,제1저자,"신하영,문보은"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,대학의 고등교육 ODA 성공요인 분석,RD02461,국제지역연구,한국외국어대학교 국제지역연구센터,1226-5810,201710,2,제1저자,"신하영,박소영"
20031707C94A57D0586BD9E7924900F49213B9F61,국내공인학술지,국내공인등재,디지털시대 교육불평등 해소에 기반을 둔 열린교육자원(OER) 발전방향과 가능성 탐색,RD03452,예술인문사회 융합 멀티미디어 논문지,사단법인 인문사회과학기술융합학회,2383-5281 ,201705,2,제1저자,"신하영,이은화"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국의 외국인 취업제도에 관한 연구,RD04263,중국지식네트워크,국민대학교 중국인문사회연구소,2233-8497,201911,2,제1저자,"최정석, 최준환"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국의 소프트파워 정책과 국제교육재단의 대중국 평화활동 연구,RD01915,한중사회과학연구,한중사회과학학회,1738-0456,201910,1,제1저자,최정석
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,동북아에서의 정부 국가안보 행위에 대한 인식 연구 - 정보수집에 대한 인식을 중심으로 -,RD04265,한중관계연구,원광대학교 한중관계연구원,2384-1214,201910,2,교신저자,"서운석, 최정석"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국과 베트남의 노동시장 동향연구,RD02294,중국학논총,한국중국문화학회,1229-2540,201909,2,제1저자,"최정석, 최석규"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,신북방정책에 따른 중국물류산업의 경제적 효과 분석,RD02294,중국학논총,한국중국문화학회,1229-2540,201812,2,교신저자,"김형근, 최정석"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국제조2025와 철강산업의 연관분석,RD01915,한중사회과학연구,한중사회과학학회,1738-0456,201810,2,제1저자,"최정석, 김형근"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,기업의 교육훈련투자 및 고용의 질이 기업성과에 미치는 영향,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201810,2,제1저자,"최정석, 최석규"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재후보,"중국 진출 한국기업의 고용의 질과 조직몰입, 직무만족에 관한 연구",RC03131,중국지역연구,중국지역학회,2383-8515,201808,2,제1저자,"최정석, 최석규"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,에코세대의 직업가치가 노동시장의 질적 성과 및 삶의 만족에 미치는 영향,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201808,2,제1저자,"최정석, 최석규"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,An Analysis of Earthquake Management System in China - Focusing on Policy and Law -,RD03730,Crisisonomy,위기관리 이론과 실천,2466-1198,201712,2,제1저자,"최정석, 최준환"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국 유통산업의 경제적 효과 분석 - 2012년 투입산출표를 기준으로-,RD02294,중국학논총,한국중국문화학회,1229-2540,201712,1,제1저자,최정석
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재후보,중국의 창업생태계 발전 전략,RC03131,중국지역연구,중국지역학회,2383-8515,201712,2,제1저자,"최정석, 최준환"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국 금융환경 변화에 따른 한국 금융기업의 경영성과 분석,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201710,2,제1저자,"최정석, 최석규"
2003170862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,중국진출 한국제조기업의 인적자원 환경변화와 기업성과에 관한 연구 - 조직성과의 비교연구를 중심으로,RD02019,중국연구,한국외국어대학교 중국연구소,1225-8695,201709,2,제1저자,"최정석, 최석규"
20031708CEDC269168A81F80D60EBEA14C401670A,국제수준학술지,SCOPUS,Risk-Seeking Behavior of Financial Institutions due to Deposit Insurance: Evidence from Korea,SP28671,"Journal of Asian Finance, Economics and Business",Korea Distribution Science Association (KODISA),2288-4637,201902,2,교신저자,"최정호, 조덕현"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,Analysis of Digital Art Content created through Collaboration,RD00640,디자인학연구,한국디자인학회,1226-8046,201711,1,제1저자,Bo Ram Lee
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,쾌락적 지능형제품의 입력 제어 방식에 따른 사용자 인식,RD02220,디자인융복합연구(구.인포디자인이슈),디자인융복합학회(구.한국인포디자인학회),2287-4089,201708,2,제1저자,"이보람, 곽소나"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,재능마켓 플랫폼에서 소비자의 체험적 가치가 플랫폼 매력도에 미치는 영향,RD02957,한국디자인문화학회지,한국디자인문화학회,1598-6497,201803,2,제1저자,"이보람, 조재경"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,교육과정과 연계한 박물관 교육프로그램의 개발 연구,RD03480,교육문화연구,인하대학교 교육연구소,1598-9283,201804,2,제1저자,"이보람, 조재경"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,재능마켓 플랫폼의 판매자 만족도 영향 요인 분석 3C-D-T 웹 평가모델을 기반으로 -,RD02471,기초조형학연구,한국기초조형학회,1598-8635,201807,2,제1저자,"이보람, 조재경"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,디자인 협동조합 유형 분석 및 성공요인,RD02957,한국디자인문화학회지,한국디자인문화학회,1598-6497,201809,3,공동저자,"최보람, 이보람, 조재경"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,프리랜서 디자이너를 위한 ‘예술인 복지법’ 재정립의 필요성,RD02957,한국디자인문화학회지,한국디자인문화학회,1598-6497,201812,3,공동저자,"최보람, 이보람, 조재경"
20031709A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,글로벌 프리랜서 디자인 마켓플레이스 플랫폼 분석을 통한 국내 디자인 재능마켓의 발전 방향 연구,RD03423,산업디자인학연구,한국인더스트리얼디자인학회,1976-8745,201812,2,제1저자,"이보람, 조재경"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국내공인학술지,국내공인등재,"국내공정시험기준과 ISO 방법을 이용한 고정오염원 미세먼지 (PM10, PM2.5) 측정 방법 및 입경분율 비교: 석탄화력발전소, 석유정제시설 중심으로",RD00362,한국대기환경학회지,한국대기환경학회,1598-7132,201708,4,제1저자,"윤종상, 한세현, 정용원, 전기준"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,A new air-washing method to clean fabric filters clogged with submicron fume particles: A pilot-scale study,EX03212,JOURNAL OF HAZARDOUS MATERIALS,ELSEVIER SCIENCE BV,0304-3894,202002,5,제1저자,"Hyunwook Cho, Jong-Sang Youn, Inhwan Oh, Yong-Won Jung, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Controllable atomic-ratio of CVD-grown MoS2-MoO2 hybrid catalyst by soft annealing for enhancing hydrogen evolution reaction,EX02620,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,202001,5,제1저자,"Hari Kang, Jong-Sang Youn, Inhwan Oh, Kovendhan Manavalan, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,High-sensitivity and fast-response hydrogen sensor for safety application using Pt nanoparticle-decorated 3D graphene,EX05034,RENEWABLE ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0960-1481,201912,3,제1저자,"Duy-Thach Phan, Jong-Sang Youn, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Effect of carbon coating on Cu electrodes for hydrogen production by water splitting,EX02620,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,201908,6,제1저자,"Jong-Sang Youn, Sangmin Jeong, Hari Kang, M Kovendhan, Cheol-Min Park, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Study of stainless steel electrodes after electrochemical analysis in sea water condition,EX01767,ENVIRONMENTAL RESEARCH,ACADEMIC PRESS INC ELSEVIER SCIENCE,0013-9351,201906,7,공동저자,"M Kovendhan, Hari Kang, Sangmin Jeong, Jong-Sang Youn, Inhwan Oh, Young-Kwon Park, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SSCI,"Analysis of National PM2.5 (FPM and CPM) Emissions by Past, Current, and Future Energy Mix Scenarios in the Republic of Korea.",SS04044,SUSTAINABILITY,MDPI,2071-1050,201908,6,제1저자,"Doo Sung Choi, Jong-Sang Youn, Im Hack Lee, Young-Kwon Park, Byung Jin Choi, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Determination of the emission rate for ultrafine and accumulation mode particles as a function of time during the pan-frying of fish,EX03123,JOURNAL OF ENVIRONMENTAL MANAGEMENT,ACADEMIC PRESS LTD ELSEVIER SCIENCE LTD,0301-4797,201904,5,제1저자,"Hyunwook Cho, Jong-Sang Youn, Inhwan Oh, Yong-Won Jung, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Alternative cost-effective electrodes for hydrogen production in saline water condition,EX02620,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,201902,5,공동저자,"M Kovendhan, Hari Kang, Jong Sang Youn, Hyunwook Cho, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Characteristics of nanoparticle formation and hazardous air pollutants emitted by 3D printer operations: from emission to inhalation,EX10442,RSC ADVANCES,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF",2046-2069,201906,4,제1저자,"Jong-Sang Youn, Jeong-Won Seo, Sehyun Han, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,New high-energy-density GeTe-based anodes for Li-ion batteries,EX10936,JOURNAL OF MATERIALS CHEMISTRY A,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF",2050-7488,201901,6,공동저자,"Ki-Hun Nam, Geon-Kyu Sung, Jeong-Hee Choi, Jong-Sang Youn, Ki-Joon Jeon, Cheol-Min Park"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Development of a conjunctivitis outpatient rate prediction model incorporating ambient Ozone and meteorological factors in South Korea,EX11170,FRONTIERS IN PHARMACOLOGY,"FRONTIERS RESEARCH FOUNDATION, PO BOX 110, LAUSANNE, SWITZERLAND, 10151.",1663-9812,201810,4,공동저자,"Jeong-Won Seo, Jong-Sang Youn, SeJoon Park, Choun-Ki Joo"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Agglomeration characteristics of nano-size TiO2 particles using analytical solution,EX03856,KOREAN JOURNAL OF CHEMICAL ENGINEERING,KOREAN INST CHEM ENGINEERS,0256-1115,201809,5,제1저자,"Jong-Sang Youn, SeJoon Park, Hyunwook Cho, Yong-Won Jung, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Facile synthesis of core?shell-structured rutile TiO2 with enhanced photocatalytic properties,EX01078,CATALYSIS TODAY,ELSEVIER SCIENCE BV,0920-5861,201804,6,공동저자,"Eunji Han, K Vijayarangamuthu, Jong-sang Youn, Young-Kwon Park, Sang-Chul Jung, Ki-Joon Jeon"
2003170A40C79196CBF4F4D9169A974E2EF287A9C,국제공인학술지,SCIE,Enhancement of hydrogen sorption properties of MgH2 with a MgF2 catalyst,EX02620,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,201708,4,제1저자,"ong-Sang Youn, Duy-Thach Phan, Cheol-Min Park, Ki-Joon Jeon"
