key,evaluation,classification,title,code,journal,publisher,ISSN,date,author_count,author_rank,author_names
20031302AD5D94ECFF3B0052DB4C28750B1FD6EB0,국내공인학술지,국내공인등재후보,양력형 디스크 풍력 발전기의 유동 및 소음 해석,RC03286,한국가시화정보학회지,한국가시화정보학회,1598-8430,201801,4,제1저자,"나지성, 고승철, 이준상, 전유진"
20031302AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SCIE,Large eddy simulations of wind farm wake characteristics associated with a low level jet,EX06889,WIND ENERGY,JOHN WILEY & SONS LTD,1095-4244,201711,6,교신저자,"Ji Sung Na, Eunmo Koo, Emilia Kyung Jin, Rodman Linn, Seung Chul Ko, Domingo Munoz Esparza, Joon Sang Lee"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국제공인학술지,SSCI,Willingness to Provide Personal Information: Perspective of Privacy Calculus in IoT Services,SS00319,COMPUTERS IN HUMAN BEHAVIOR,PERGAMON-ELSEVIER SCIENCE LTD,0747-5632,201903,4,제1저자,"김동연, 박규홍, 박용진, 안재현"
20031600959B9092453E2B55725B45F10D8DF02B3,국내공인학술지,국내공인등재,중국의 식품산업발전과 정책적 함의,RD03119,현대중국연구,현대중국학회,1598-821X,201712,1,제1저자,유자영
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SSCI,Testing the Predictive Validity of the Hendrich II Fall Risk Model,SS01694,WESTERN JOURNAL OF NURSING RESEARCH,SAGE PUBLICATIONS INC,0193-9459,201812,2,제1저자,"Hyesil Jung, Hyeoun-Ae Park"
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제공인학술지,SSCI,Hierarchical value map of religious tourists visiting the Vatican City/Rome,SS02523,TOURISM GEOGRAPHIES,"JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN",1461-6688,201803,2,제1저자,Bona Kim & Sam Kim
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제수준학술지,SCOPUS,Investigating the impact of relationship quality during an internship on millennials’ career decisions and gender differences,SP21913,Journal of Hospitality and Tourism Education,Taylor and Francis Ltd.,1096-3758,201804,3,공동저자,"Cindy Heo, Sam Kim, & Bona Kim"
20031606E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,The effects of olfactory cue on affective behaviors in digital content,RD03943,한국혁신학회지,한국혁신학회,2005-971X,201908,3,교신저자,"김소정, 이대호, 김홍범"
20031609A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,국내 제조기업의 경쟁력과 수출 : 대기업과 중소기업의 비교를 중심으로,RD02567,무역학회지,한국무역학회,1226-2765,201806,1,제1저자,이동주
20031703EF732A6C1E377A84FA5EC5F6E8F27F939,기타외국학술지,NULL,The Influence of Oral Dydrogesterone and Vaginal Progesterone on Threatened Abortion: a Systematic Review and Meta-analysis,Y      ,Hindawi Biomed Res Int,Hindawi,NULL,201712,5,교신저자,"Lee HJ, Park TC, Kim JH, Norwitz E, Lee B"
2003230B7F9CE69731F9103D0A140D403F20B30C7,국제공인학술지,SCIE,Aeroelastic Study for HART II Rotor Using Unstructured Mixed Meshes,EX11193,INTERNATIONAL JOURNAL OF AERONAUTICAL AND SPACE SCIENCES,"KOREAN SOC AERONAUTICAL & SPACE SCIENCES, 635-4, YEOGSAM-DONG, KANGNAM-KU, SEOULD, SOUTH KOREA, 135-7031.",2093-274X,201901,2,제1저자,"Youngjin Kim, Oh Joon Kwon"
20031302AD5D94ECFF3B0052DB4C28750B1FD6EB0,국내공인학술지,국내공인등재후보,양력형 디스크 풍력 발전기의 유동 및 소음 해석,RC03286,한국가시화정보학회지,한국가시화정보학회,1598-8430,201801,4,제1저자,"나지성, 고승철, 이준상, 전유진"
20031302AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SCI,Evaluation of the thermal and structural stability of planar anode-supported solid oxide fuel cells using a 10 x 10 cm2 single cell test,SC01665,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,201902,1,제1저자,전유진
20031302AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SCIE,Large eddy simulations of wind farm wake characteristics associated with a low level jet,EX06889,WIND ENERGY,JOHN WILEY & SONS LTD,1095-4244,201711,6,교신저자,"Ji Sung Na, Eunmo Koo, Emilia Kyung Jin, Rodman Linn, Seung Chul Ko, Domingo Munoz Esparza, Joon Sang Lee"
200313056DC3476F3B80D311F5EFEAED52A9ED6E6,국내공인학술지,국내공인등재,아동심리연구,RD02257,아동과 권리,한국아동권리학회,1226-5713,201703,3,제1저자,"이영미, 김태성, 문유진"
200313056DC3476F3B80D311F5EFEAED52A9ED6E6,국제공인학술지,SCI,발달심리,SC03826,JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,MARY ANN LIEBERT INC PUBL,1044-5463,201803,1,제1저자,이영미
200313056DC3476F3B80D311F5EFEAED52A9ED6E6,국제공인학술지,SSCI,환경과 발달,SS02214,CHILD & FAMILY SOCIAL WORK,"BLACKWELL PUBLISHING, 9600 GARSINGTON RD, OXFORD, ENGLAND, OXON, OX4 2DQ",1356-7500,201903,4,제1저자,"이영미, 최영후, 안희선, 김태성"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국내공인학술지,국내공인등재후보,"Hey Host, Do Communicate with Guests: Empirical Evidence from Airbnb",RC03100,아태비즈니스연구,강원대학교 경영경제연구소,2233-5900,201809,5,공동저자,"주재현, 김동연, 류일한, 안재현, 방영석"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국내공인학술지,국내공인등재,사물인터넷 제품 지속사용의도에 미치는 기대가치 요인: 기대일치모형을 중심으로,RD00006,한국경영과학회지,한국경영과학회,1225-1119,201911,4,교신저자,"박규홍, 오민석, 안재현, 김동연"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국제공인학술지,SSCI,Willingness to Provide Personal Information: Perspective of Privacy Calculus in IoT Services,SS00319,COMPUTERS IN HUMAN BEHAVIOR,PERGAMON-ELSEVIER SCIENCE LTD,0747-5632,201903,4,제1저자,"김동연, 박규홍, 박용진, 안재현"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국제공인학술지,SSCI,Customer Attrition Analysis in the Securities Industry: A Large-scale Field Study in Korea,SS04495,INTERNATIONAL JOURNAL OF BANK MARKETING,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",0265-2323,201910,3,공동저자,"안용길, 김동연, 이동주"
2003160038285BC4762FB850B353CA8C2B7B9A0DA,국제공인학술지,SSCI,Sentiment Disagreement and Bitcoin Price Fluctuations: A Psycholinguistic Approach,SS00130,APPLIED ECONOMICS LETTERS,ROUTLEDGE,1350-4851,202002,2,공동저자,"안용길, 김동연"
20031600959B9092453E2B55725B45F10D8DF02B3,국내공인학술지,국내공인등재,중국의 식품산업발전과 정책적 함의,RD03119,현대중국연구,현대중국학회,1598-821X,201712,1,제1저자,유자영
20031600959B9092453E2B55725B45F10D8DF02B3,국내공인학술지,국내공인등재,한중FTA를 통한 한중 산업단지 활성화 방안:한중(옌청)산업단지를 중심으로,RD02093,중소연구,한양대학교 아태지역연구센터/한양대학교 중국문제연구소,1012-3563,201808,1,제1저자,유자영
20031600959B9092453E2B55725B45F10D8DF02B3,국내공인학술지,국내공인등재,중국 스마트시티 사업의 특징 분석에 대한 연구-우시시 사례를 중심으로,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201910,1,제1저자,유자영
20031600959B9092453E2B55725B45F10D8DF02B3,국내공인학술지,국내공인등재,중국 민관협력사업(PPP) 특징 분석과 중국시장 진출방안에 관한 연구,RD03119,현대중국연구,현대중국학회,1598-821X,201912,1,제1저자,유자영
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국내공인학술지,국내공인등재,보건의료온톨로지 개발 및 평가,RD00445,한국통신학회논문지,한국통신학회,1226-4717,201801,2,공동저자,"박현애, 정혜실"
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SCIE,Ontology-Based Approach to Social Data Sentiment Analysis:Detection of Adolescent Depression Signals,EX07121,JOURNAL OF MEDICAL INTERNET RESEARCH,JOURNAL OF MEDICAL INTERNET RESEARCH TORONTO GENERAL HOSPITAL R FRASER ELLIOTT BLDG 4TH FL R 4S435 1,1438-8871,201707,3,제1저자,"Hyesil Jung, Hyeoun-Ae Park, Hyeoun-Ae Park"
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SSCI,Testing the Predictive Validity of the Hendrich II Fall Risk Model,SS01694,WESTERN JOURNAL OF NURSING RESEARCH,SAGE PUBLICATIONS INC,0193-9459,201812,2,제1저자,"Hyesil Jung, Hyeoun-Ae Park"
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제공인학술지,SSCI,Improving Prediction of Fall Risk Using Electronic Health Record Data With Various Types and Sources at Multiple Times,SS02201,CIN-COMPUTERS INFORMATICS NURSING,"LIPPINCOTT WILLIAMS & WILKINS, 530 WALNUT ST, PHILADELPHIA, USA, PA, 19106-3621",1538-2931,202002,3,제1저자,"Hyesil Jung, Hyeoun-Ae Park, Hee Hwang"
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제수준학술지,SCOPUS,Digital Epidemiology: Use of Digital Data Collected for Non-epidemiological Purposes in Epidemiological Studies,SP07556,Healthcare Informatics Research,Korean Society of Medical Informatics,2093-3681,201810,5,교신저자,"Hyeoun-Ae Park, Hyesil Jung, Jeongah On, Seul Ki Park, Hannah Kang"
20031602AD5D94ECFF3B0052DB4C28750B1FD6EB0,국제수준학술지,SCOPUS,2016 Year-in-Review of Clinical and Consumer Informatics: Analysis and Visualization of Keywords and Topics,SP07556,Healthcare Informatics Research,Korean Society of Medical Informatics,2093-3681,201704,6,공동저자,"Hyeoun-Ae Park, Joo Yun Lee, Jeongah On, Ji Hyun Lee, Hyesil Jung, Seul Ki Park"
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제공인학술지,SSCI,Luxurious or economical? An identification of tourists’ preferred hotel attributes using best?worst scaling (BWS),SS04440,JOURNAL OF VACATION MARKETING,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1356-7667,201802,4,제1저자,"Bona Kim, Sam Kim, Brian King, & Cindy Heo"
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제공인학술지,SSCI,Hierarchical value map of religious tourists visiting the Vatican City/Rome,SS02523,TOURISM GEOGRAPHIES,"JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN",1461-6688,201803,2,제1저자,Bona Kim & Sam Kim
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제공인학술지,SSCI,Effects of religious celebrity on destination experience: the case of Pope Francis’s visit to Solmoe Shrine,SS02871,INTERNATIONAL JOURNAL OF TOURISM RESEARCH,"JOHN WILEY & SONS LTD, THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ",1099-2340,202001,2,제1저자,Bona Kim & Yong Chen
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제수준학술지,SCOPUS,Consequences of Customer Dissatisfaction in Upscale and Budget Hotels: Focusing on Dissatisfied Customers’ Attitude Toward a Hotel,SP09149,International Journal of Hospitality and Tourism Administration,Haworth Press Inc.,1525-6480,201901,3,제1저자,"Bona Kim, Sam Kim, & Cindy Heo"
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제수준학술지,SCOPUS,Investigating the impact of relationship quality during an internship on millennials’ career decisions and gender differences,SP21913,Journal of Hospitality and Tourism Education,Taylor and Francis Ltd.,1096-3758,201804,3,공동저자,"Cindy Heo, Sam Kim, & Bona Kim"
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제수준학술지,SCOPUS,The effect of religious tourism experiences on personal values,SP25783,International Journal of Religious Tourism and Pilgrimage,Dublin Institute of Technology,2009-7379,201909,2,제1저자,Bona Kim & Sam Kim
20031602EE3EA7D2547FDF46BDFB5A5F1AA2BCBD1,국제수준학술지,SCOPUS,"Religious Tourism Studies: Evolution, Progress, and Future Prospects",SP27738,Tourism Recreation Research,Taylor and Francis Ltd.,0250-8281,201909,3,제1저자,"Bona Kim, Sam Kim, & Brian King"
200316031CEBA3C3D202E580B3E625CFD2B8C54E8,국내공인학술지,NULL,“수주 아내의 항변” 부천문학축제 특별공연,NULL,국내 제작사의 작품 및 국내공인 출품작,부천문화재단,NULL,201909,5,제1저자,이승준외 4명
200316031CEBA3C3D202E580B3E625CFD2B8C54E8,국내공인학술지,NULL,‘어느날오후’신나는예술여행선정,NULL,국내 제작사의 작품 및 국내공인 출품작,한국문화예술위원회,NULL,201707,8,제1저자,이승준외 8명
200316031CEBA3C3D202E580B3E625CFD2B8C54E8,국내공인학술지,NULL,"'변신'Greenwich+Dockland International festival초청,영국",NULL,국내 제작사의 작품 및 국내공인 출품작,예술경영지원센터,NULL,201706,2,제1저자,이승준외 1명
20031604166B7A9A60B5C450254712CE2DF86AB69,국내공인학술지,국내공인등재,머신러닝 기반의 C2 시스템 추상화를 통한 C3 복합체계에서의 시뮬레이션 기반 통신 시스템 분석,RD01622,한국시뮬레이션학회 논문지,한국시뮬레이션학회,1225-5904,201803,4,공동저자,"강봉구, 서경민, 김병수, 김탁곤"
20031604166B7A9A60B5C450254712CE2DF86AB69,국내공인학술지,국내공인등재,DEVS 형식론 기반의 재겨냥성 하둡 시뮬레이션 환경 개발,RD01622,한국시뮬레이션학회 논문지,한국시뮬레이션학회,1225-5904,201712,4,제1저자,"김병수, 강봉구, 김탁곤, 송해상"
20031604166B7A9A60B5C450254712CE2DF86AB69,국내공인학술지,국내공인등재,IEEE 1516 HLA/RTI를 이용한 복합 시스템의 다측면적인 모델링 방법론,RD01622,한국시뮬레이션학회 논문지,한국시뮬레이션학회,1225-5904,201706,2,제1저자,"김병수, 김탁곤"
20031604166B7A9A60B5C450254712CE2DF86AB69,국제공인학술지,SCIE,Modeling and Simulation Using Artificial Neural Network-Embedded Cellular Automata,EX11548,IEEE ACCESS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2169-3536,202001,2,제1저자,"김병수, 김탁곤"
20031604166B7A9A60B5C450254712CE2DF86AB69,국제공인학술지,SCIE,An Integrative User-Level Customized Modeling and Simulation Environment for Smart Manufacturing,EX11548,IEEE ACCESS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2169-3536,201912,3,제1저자,"김병수, 진유의, 남승훈"
20031604166B7A9A60B5C450254712CE2DF86AB69,국제공인학술지,SCIE,Cooperation of Simulation and Data Model for Performance Analysis of Complex Systems,EX10292,INTERNATIONAL JOURNAL OF SIMULATION MODELLING,"DAAAM INTERNATIONAL VIENNA, TU WIEN, KARLSPLATZ 13-311, VIENNA, AUSTRIA, A-1040",1726-4529,201912,2,제1저자,"김병수, 김탁곤"
20031604166B7A9A60B5C450254712CE2DF86AB69,국제공인학술지,SCIE,Data Modeling versus Simulation Modeling in the Big Data Era: Case Study of a Greenhouse Control System,EX05276,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SAGE PUBLICATIONS LTD,0037-5497,201707,4,제1저자,"김병수, 강봉구, 최선한, 김탁곤"
200316056DC3476F3B80D311F5EFEAED52A9ED6E6,국내공인학술지,국내공인등재,전략적 성과관리 체계가 대학 기술이전 효율성에 미치는 영향：PSM－2단계 DEA 결합 모형을 중심으로,RD02424,관리회계연구,한국관리회계학회,1598-978X,201812,2,제1저자,"손호성, 정양헌"
200316056DC3476F3B80D311F5EFEAED52A9ED6E6,국내공인학술지,국내공인등재,대학·공공연구소와 외부기관과의 관계가 기술이전 성과에 미치는 영향: Triple Helix 모형을 기반으로,RD01725,기술혁신학회지,한국기술혁신학회,1598-2912,201806,3,제1저자,"손호성, 정양헌, 윤상필"
200316056DC3476F3B80D311F5EFEAED52A9ED6E6,국제공인학술지,SSCI,Do technology entrepreneurship and external relationships always promote technology transfer? Evidence from Korean public research organizations,SS02267,TECHNOVATION,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0166-4972,201904,3,제1저자,"Hosung Son, Yanghon Chung, Heeju Hwang"
200316056DC3476F3B80D311F5EFEAED52A9ED6E6,국제공인학술지,SSCI,Value Creation Mechanism of Social Enterprises in Manufacturing Industry: Empirical Evidence from Korea,SS04044,SUSTAINABILITY,MDPI,2071-1050,201712,3,제1저자,"Hosung Son, Joosung Lee, Yanghon Chung"
20031606E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,The effects of olfactory cue on affective behaviors in digital content,RD03943,한국혁신학회지,한국혁신학회,2005-971X,201908,3,교신저자,"김소정, 이대호, 김홍범"
20031606E47633CFD63E61F429882DCAD5D446CB2,국내공인학술지,국내공인등재,5G 이동통신 시장 확산 요인 분석: 5G 서비스별 비이용의향 요인분석을 중심으로,RD00910,한국경영공학회지,한국경영공학회,2005-7776,201909,4,교신저자,"김지환, 김홍범, 신정우, 이영진"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SSCI,Ex-post evaluation of illegalizing juvenile online game after midnight: A case of shutdown policy in South Korea,SS04143,TELEMATICS AND INFORMATICS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0736-5853,201712,3,공동저자,"이창준, 김홍범, 홍아름"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SSCI,Why do people consume and provide sharing economy accommodation?-A sustainability perspective,SS04044,SUSTAINABILITY,MDPI,2071-1050,201806,3,공동저자,"성은숙, 김홍범, 이대호"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SSCI,The evolutionary trajectory of an ICT ecosystem: A network analysis based on media users' data,SS00624,INFORMATION & MANAGEMENT,ELSEVIER SCIENCE BV,0378-7206,201809,2,교신저자,"이창준, 김홍범"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SSCI,A new approach to efficient ratio: A case of South Korea’s research and development investment,SS02628,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0923-4748,201901,3,제1저자,"김홍범, 신정우, 이상원"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SCIE,Appropriate technology for grassroots innovation in developing countries for sustainable development: The case of Laos,EX06179,JOURNAL OF CLEANER PRODUCTION,ELSEVIER SCI LTD,0959-6526,201909,3,교신저자,"신현하, 황준석, 김홍범"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제공인학술지,SSCI,Development of an evaluation framework for publicly funded R&D projects: The case of Korea’s Next Generation Network,SS00484,EVALUATION AND PROGRAM PLANNING,PERGAMON-ELSEVIER SCIENCE LTD,0149-7189,201708,3,교신저자,"김응도, 김소영, 김홍범"
20031606E47633CFD63E61F429882DCAD5D446CB2,국제수준학술지,SCOPUS,The effects of platform as a technology standard on platform-based repurchases,SP08402,"Digital Policy, Regulation and Governance",Emerald Group Publishing Ltd.,1463-6697,201703,2,제1저자,"김홍범, 신동희"
2003160862331746FB8BB05471C7A577C7B7CBBC0,국내공인학술지,국내공인등재,기업의 초과현금보유와 외부감사 보수,RD03326,금융지식연구,명지대학교(서울캠퍼스) 금융지식연구소,2093-4610,201908,2,공동저자,"이상철, 임재민"
2003160862331746FB8BB05471C7A577C7B7CBBC0,국제공인학술지,SSCI,Relationship Between the Characteristics of CEOs and Excess Cash Holdings of Firms,SS01878,EMERGING MARKETS FINANCE AND TRADE,M E SHARPE INC,1540-496X,201904,2,제1저자,"임재민, 이상철"
2003160862331746FB8BB05471C7A577C7B7CBBC0,국제수준학술지,SCOPUS,Effects of board of directors’ characteristics on a firm’s excess cash holdings,SP22294,Asia Life Sciences,Asia Life Sciences,0117-3375,201902,2,제1저자,"임재민, 이상철"
20031608CEDC269168A81F80D60EBEA14C401670A,국내공인학술지,국내공인등재,유료지식콘텐츠 플랫폼 발전양상의 한중비교 - 뤄지쓰웨이-더따오와 퍼블리의 사례를 중심으로,RD02188,만화애니메이션연구,한국만화애니메이션학회,1738-009X,201903,1,제1저자,손재영
20031608CEDC269168A81F80D60EBEA14C401670A,국내공인학술지,국내공인등재,온라인 디지털 캐릭터 경험이 오프라인 연관상품 구매의도에 미치는 영향에 관한 연구 -카카오프렌즈의 O4O(Online for Offline) 제품 포트폴리오를 중심으로,RD01905,한국콘텐츠학회 논문지,한국콘텐츠학회,1598-4877,201902,1,제1저자,손재영
20031608CEDC269168A81F80D60EBEA14C401670A,국내공인학술지,국내공인등재,e스포츠 상설경기장 서비스스케이프 요인별 중요도 연구,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201910,1,제1저자,손재영
20031608CEDC269168A81F80D60EBEA14C401670A,국내공인학술지,국내공인등재,중국 디지털콘텐츠 슝추모의 오프라인 확장전략,RD03502,글로벌문화콘텐츠,글로벌 문화콘텐츠학회,2005-6176,201905,1,제1저자,손재영
20031608CEDC269168A81F80D60EBEA14C401670A,국내공인학술지,국내공인등재,국내 스포츠관광 콘텐츠의 중국시장 진출에 대한 탐색적 연구 -KBO 리그의 중국시장 마케팅 타당성을 중심으로,RD03799,인문사회 21,사단법인 아시아문화학술원,2093-8721,201812,1,제1저자,손재영
20031609A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,수출보험이 국내 중소기업 및 대기업의 수출에 미치는 영향에 관한 연구,RD02567,무역학회지,한국무역학회,1226-2765,201704,1,제1저자,이동주
20031609A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,한국 제조업의 기술적 효율성 국제 비교 분석,RD02567,무역학회지,한국무역학회,1226-2765,201710,1,제1저자,이동주
20031609A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,국내 제조기업의 경쟁력과 수출 : 대기업과 중소기업의 비교를 중심으로,RD02567,무역학회지,한국무역학회,1226-2765,201806,1,제1저자,이동주
20031609A058EDFDE34633D8CF418ED8DC807D69C,국내공인학술지,국내공인등재,한·중·일 제조업의 총요소생산성 분해 요소와 수출 간의 관계에 대한 연구 : 한국의 수출 주력산업을 중심으로,RD02565,무역상무연구,한국무역상무학회,1229-2036,202002,1,제1저자,이동주
2003160A40C79196CBF4F4D9169A974E2EF287A9C,국내공인학술지,국내공인등재,'A+着+N'의 의미 관계 고찰,RD00426,중국학연구,중국학연구회,1229-3458,201806,1,제1저자,이아형
2003160A40C79196CBF4F4D9169A974E2EF287A9C,국내공인학술지,국내공인등재,'A+着+點兒'의 문형 분석 - 비교문을 중심으로,RD02859,중국어문학논집,중국어문학연구회,1225-973X,201910,1,제1저자,이아형
2003160A40C79196CBF4F4D9169A974E2EF287A9C,국내공인학술지,국내공인등재,현대한어 '除非'문의 문형 및 의미 관계 분석,RD00385,중국언어연구,한국중국언어학회,1229-554X,201910,2,제1저자,"이아형, 임소정"
2003160A852C33EF4F42217A08B4B6D3994E629A2,국제공인학술지,SCIE,Fault Detection and Diagnosis Using Self-Attentive Convolutional Neural Networks for Variable-length Sensor Data in Semiconductor Manufacturing,EX02388,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0894-6507,201905,4,제1저자,"김은지, 조성준, 이병언, 조명수"
2003160A852C33EF4F42217A08B4B6D3994E629A2,국제공인학술지,SCIE,Champion-challenger analysis for credit card fraud detection: Hybrid ensemble and deep learning,EX01929,EXPERT SYSTEMS WITH APPLICATIONS,PERGAMON-ELSEVIER SCIENCE LTD,0957-4174,201908,9,제1저자,"김은지, 이제혁, 신훈식, 양호성, 조성준, 남승관, 송영미, 윤정아, 김종일"
2003160A852C33EF4F42217A08B4B6D3994E629A2,국제공인학술지,SCI,Product failure prediction with missing data,SC01701,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,TAYLOR & FRANCIS LTD,0020-7543,201807,5,공동저자,"강석호, 김은지, 심재웅, 장원상, 조성준"
2003160A852C33EF4F42217A08B4B6D3994E629A2,국제공인학술지,SCIE,Mining the relationship between production and customer service data for failure analysis of industrial products,EX01384,COMPUTERS & INDUSTRIAL ENGINEERING,PERGAMON-ELSEVIER SCIENCE LTD,0360-8352,201709,6,공동저자,"강석호, 김은지, 심재웅, 조성준, 장원상, 김준환"
2003160A852C33EF4F42217A08B4B6D3994E629A2,국제공인학술지,SCIE,Knowledge extraction and visualization of digital design process,EX01929,EXPERT SYSTEMS WITH APPLICATIONS,PERGAMON-ELSEVIER SCIENCE LTD,0957-4174,201802,6,공동저자,"양지원, 김은지, 허민회, 조성준, 한명빈, 서익상"
2003160B7B7A246EA48D41A7FFBF08690877AB25A,국내공인학술지,국내공인등재,미하일 체홉의 영감의 연기에 관한 연구: 인지학의 인간의 본질에 대한 고찰을 중심으로,RD03678,한국엔터테인먼트산업학회논문지,한국엔터테인먼트산업학회,1976-6211,201810,1,제1저자,김영래
2003160B7B7A246EA48D41A7FFBF08690877AB25A,국내공인학술지,국내공인등재,언어 오이리트미를 통한 미하일 체홉의 심리제스처의 재발견,RD02265,연극교육연구,한국연극교육학회,1738-155X,201706,1,제1저자,김영래
2003160B7B7A246EA48D41A7FFBF08690877AB25A,국내공인학술지,NULL,연극 '찬란히 빛나는'(기획및 배우),NULL,국내 제작사의 작품 및 국내공인 출품작,극단 칠꽃,NULL,201711,25,교신저자,김영래외 24명
2003160B7B7A246EA48D41A7FFBF08690877AB25A,국내공인학술지,NULL,연극 '맥베스2017'(각색및 연출),NULL,국내 제작사의 작품 및 국내공인 출품작,한양대학교 대학원 연극영화학과,NULL,201705,28,교신저자,김영래외 27명
2003160B7B7A246EA48D41A7FFBF08690877AB25A,국내공인학술지,NULL,2019년 대한항공CF출연(승객역)_대한항공50주년기념광고(배우모델),NULL,기타 작품,대한항공,NULL,201904,30,교신저자,김영래외 29명
2003160B7B7A246EA48D41A7FFBF08690877AB25A,기타국내학술지,NULL,러시아 구성주의를 수용한 메이어홀드의 연극 연구,Y      ,공연예술연구,공연예술연구소,NULL,201709,1,제1저자,김영래
2003160E8F765EAA0E59799B4652968FB0DD06AF8,국내공인학술지,국내공인등재,Testing for stochastic order in interval-valued data,RD02786,응용통계연구,한국통계학회,1225-066X,201912,3,교신저자,"최혜정, 임요한, 곽민정, 박성오"
2003160E8F765EAA0E59799B4652968FB0DD06AF8,국제공인학술지,SCIE,In Vitro Tracking of Intracellular Metabolism-Derived Cancer Volatiles via Isotope Labeling,EX11731,ACS CENTRAL SCIENCE,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, USA, DC, 20036",2374-7943,201808,6,공동저자,"이동규, 나의연, 박성오, 박정일, 임요한, 권성원"
2003160E8F765EAA0E59799B4652968FB0DD06AF8,국제공인학술지,SCIE,Non-asymptotic rate for high-dimensional covariance estimation with non-independent missing observations,EX05366,STATISTICS & PROBABILITY LETTERS,ELSEVIER SCIENCE BV,0167-7152,201910,2,제1저자,"박성오, 임요한"
2003160E8F765EAA0E59799B4652968FB0DD06AF8,국제공인학술지,SCIE,Permutation based testing on covariance separability,EX01353,COMPUTATIONAL STATISTICS,PHYSICA-VERLAG GMBH & CO,0943-4062,201906,4,제1저자,"박성오, 임요한, Xinlei Wang, 이상한"
