사번,논문연번,저자순위,저자명,역할,소속,참여율,교수본인,affiliation,val_aff
188017,349,1,대니쉬,공동(제1),인하대학교,50,,inside,valid
188017,349,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,354,1,아샤드 아프잘,공동(제1),Indiana Institute of Technology,20,,outside,valid
188017,354,2,김광용,공동(참여),인하대학교,20,Y,inside,valid
188017,354,3,Krishnamurthy Muralidhar,공동(참여),"Indian Institute of Technology, Kanpur",20,,outside,valid
188017,354,4,압두스 사마드,공동(참여),Indiana Institute of Technology,20,,outside,valid
188017,354,5,Ernesto Benini,공동(참여),University of Padova,20,,outside,valid
188017,355,1,대니쉬,공동(제1),인하대학교,50,,inside,valid
188017,355,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,356,1,김상훈,공동(제1),인하대학교,40,,inside,valid
188017,356,2,심현석,공동(참여),인하대학교,30,,inside,valid
188017,356,3,김광용,공동(교신),인하대학교,30,Y,inside,valid
188017,357,1,김준희,공동(제1),인하대학교,50,,inside,valid
188017,357,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,358,1,심현석,공동(제1),인하대학교,50,,inside,valid
188017,358,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,359,1,김준희,공동(제1),인하대학교,50,,inside,valid
188017,359,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,360,1,딩꽁쯔엉,공동(제1),인하대학교,50,,inside,valid
188017,360,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,361,1,Qing-jiang Xiang,공동(제1),인하대학교,25,,inside,valid
188017,361,2,Lin Xue,공동(참여),Jiangsu University,25,,outside,valid
188017,361,3,김광용,공동(참여),인하대학교,25,Y,inside,valid
188017,361,4,Zhe-fu Shi,공동(참여),Jiangsu University,25,,outside,valid
188017,362,1,김진혁,공동(제1),한국생산기술연구원,25,,outside,valid
188017,362,2,마상범,공동(참여),인하대학교,25,,inside,valid
188017,362,3,최영석,공동(참여),한국생산기술연구원,25,,outside,valid
188017,362,4,김광용,공동(참여),인하대학교,25,Y,inside,valid
188017,363,1,파힘,공동(제1),인하대학교,50,,inside,valid
188017,363,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,364,1,김진혁,공동(제1),한국생산기술연구원,20,,inside,invalid
188017,364,2,마상범,공동(참여),인하대학교,20,,inside,valid
188017,364,3,김성,공동(참여),한국생산기술연구원,20,,outside,valid
188017,364,4,최영석,공동(참여),한국생산기술연구원,20,,outside,valid
188017,364,5,김광용,공동(참여),인하대학교,20,Y,inside,valid
188017,365,1,라자와심,공동(제1),인하대학교,40,,inside,valid
188017,365,2,마상범,공동(참여),인하대학교,30,,inside,valid
188017,365,3,김광용,공동(교신),인하대학교,30,Y,inside,valid
188017,366,1,탄비르아마드,공동(제1),인하대학교,50,,inside,valid
188017,366,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,367,1,김윤성,공동(제1),인하대학교,40,,inside,valid
188017,367,2,김광용,공동(참여),인하대학교,30,Y,inside,valid
188017,367,3,허만웅,공동(교신),건설기계부품연구원,30,,outside,valid
188017,368,1,라자와심,공동(제1),인하대학교,50,,inside,valid
188017,368,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188017,369,1,아매드 앤사리,공동(제1),인하대학교,40,,outside,invalid
188017,369,2,김광용,공동(교신),인하대학교,30,Y,inside,valid
188017,369,3,김선민,공동(교신),인하대학교,30,,inside,valid
188017,370,1,김근배,공동(제1),인하대학교,40,,inside,valid
188017,370,2,마상범,공동(참여),인하대학교,30,,inside,valid
188017,370,3,김광용,공동(교신),인하대학교,30,Y,inside,valid
188017,371,1,김상혁,공동(제1),인하대학교,50,,inside,valid
188017,371,2,김광용,공동(교신),인하대학교,50,Y,inside,valid
188065,271,1,푸띠아라즈,공동(제1),인하대학교,0,,inside,valid
188065,271,2,김경수,공동(참여),전북대학교,0,,outside,valid
188065,271,3,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,274,1,장사천,공동(제1),인하대학교,0,,inside,valid
188065,274,2,시누라비,공동(참여),인하대학교,0,,inside,valid
188065,274,3,이유리,공동(참여),인하대학교,0,,inside,valid
188065,274,4,안지환,공동(참여),한국지질자원연구원,0,,outside,valid
188065,274,5,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,279,1,장사천,공동(제1),인하대학교,0,,unknown--,unknown
188065,279,2,Chao Chen,공동(참여),Guangdong University of Technology,0,,unknown--,unknown
188065,279,3,안화승,공동(교신),인하대학교,0,Y,unknown--,unknown
188065,280,1,임티즈,공동(제1),인하대학교,0,,inside,valid
188065,280,2,이유리,공동(참여),인하대학교,0,,inside,valid
188065,280,3,유광선,공동(참여),인하대학교,0,,inside,valid
188065,280,4,Samiran Bhattacharjee,공동(참여),University of Dhaka,0,,outside,valid
188065,280,5,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,281,1,Kowsalya Vellingiri,공동(제1),한양대학교,0,,outside,valid
188065,281,2,Ya-Xin Deng,공동(참여),Nuclear Power Institution of China,0,,outside,valid
188065,281,3,Ki-Hyun Kim,공동(참여),한양대학교,0,,outside,valid
188065,281,4,Jheng-Jie Jiang,공동(참여),Chung Yuan Christian University,0,,outside,valid
188065,281,5,Taejin Kim,공동(참여),Stony Brook University,0,,outside,valid
188065,281,6,Jin Shang,공동(참여),City University of Hong Kong,0,,outside,valid
188065,281,7,안화승,공동(참여),인하대학교,0,Y,inside,valid
188065,281,8,Deepak Kukkar,공동(참여),Sri Guru Granth Sahib World University,0,,outside,valid
188065,281,9,Danil W. Boukhvalov,공동(교신),Nanjing Forestry University,0,,outside,valid
188065,282,1,장사천,공동(제1),인하대학교,0,,inside,valid
188065,282,2,천영걸,공동(참여),인하대학교,0,,inside,valid
188065,282,3,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,283,1,Hubdar Ali Maitlo,공동(제1),한양대학교,0,,outside,valid
188065,283,2,Ki-Hyun Kim,공동(교신),한양대학교,0,,outside,valid
188065,283,3,Azmatullah Khan,공동(참여),한양대학교,0,,outside,valid
188065,283,4,Jan E. Szulejko,공동(참여),한양대학교,0,,outside,valid
188065,283,5,Jo Chun Kim,공동(참여),건국대학교,0,,outside,valid
188065,283,6,Hee Nam Song,공동(참여),"ACEN Co., Ltd",0,,outside,valid
188065,283,7,안화승,공동(참여),인하대학교,0,Y,inside,valid
188065,284,1,시누라비,공동(제1),인하대학교,0,,inside,valid
188065,284,2,푸띠아라즈,공동(참여),인하대학교,0,,inside,valid
188065,284,3,유광선,공동(참여),인하대학교,0,,inside,valid
188065,284,4,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,285,1,Imteaz Ahmed,공동(제1),인하대학교,0,,inside,valid
188065,285,2,Keshab Kumar Adhikary,공동(참여),인하대학교,0,,inside,valid
188065,285,3,이유리,공동(참여),인하대학교,0,,inside,valid
188065,285,4,노경호,공동(참여),인하대학교,0,,inside,valid
188065,285,5,강경구,공동(참여),충남대학교,0,,outside,valid
188065,285,6,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,286,1,푸띠아라즈,공동(제1),인하대학교,0,,inside,valid
188065,286,2,시누라비,공동(참여),인하대학교,0,,inside,valid
188065,286,3,유광선,공동(참여),인하대학교,0,,inside,valid
188065,286,4,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,287,1,푸띠아라즈,공동(제1),인하대학교,0,,inside,valid
188065,287,2,유광선,공동(참여),인하대학교,0,,inside,valid
188065,287,3,심상은,공동(참여),인하대학교,0,,inside,valid
188065,287,4,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,289,1,박민범,공동(제1),인천대학교,0,,outside,valid
188065,289,2,박은덕,공동(참여),아주대학교,0,,unknown--,unknown
188065,289,3,안화승,공동(교신),인하대학교,0,Y,unknown--,unknown
188065,290,1,장사천,공동(제1),인하대학교,0,,inside,valid
188065,290,2,Qiang Wang,공동(참여),Beijing Forestry University,0,,outside,valid
188065,290,3,푸띠아라즈,공동(참여),인하대학교,0,,inside,valid
188065,290,4,안화승,공동(교신),인하대학교,0,Y,inside,valid
188065,296,1,Kumar Vikrant,공동(제1),한양대학교,0,,outside,valid
188065,296,2,Minkyu Cho,공동(참여),한양대학교,0,,outside,valid
188065,296,3,Azmatullah Khan,공동(참여),Balochistan University of Information Technology,0,,outside,valid
188065,296,4,Ki-Hyun Kim,공동(교신),한양대학교,0,,outside,valid
188065,296,5,안화승,공동(참여),인하대학교,0,Y,inside,valid
188065,296,6,Eilhann E. Kwon,공동(교신),세종대학교,0,,outside,valid
188065,297,1,Kumar Vikrant,공동(제1),한양대학교,0,,outside,valid
188065,297,2,Ya-Xin Deng,공동(참여),Nuclear Power Institution of China,0,,outside,valid
188065,297,3,Ki-Hyun Kim,공동(교신),한양대학교,0,,inside,invalid
188065,297,4,Sherif A. Younis,공동(교신),Egyptian Petroleum Research Institute,0,,unknown--,unknown
188065,297,5,Danil W. Boukhvalov,공동(참여),Nanjing Forestry University,0,,unknown--,unknown
188065,297,6,안화승,공동(참여),인하대학교,0,Y,unknown--,unknown
188065,297,7,Akash Deep,공동(참여),Central Scientific Instruments Organization (CSIR-CSIO),0,,unknown--,unknown
188065,298,1,임동욱,공동(제1),인하대학교,0,,inside,valid
188065,298,2,공형석,공동(참여),인하대학교,0,,inside,valid
188065,298,3,김남일,공동(참여),인하대학교,0,,inside,valid
188065,298,4,임채원,공동(참여),인하대학교,0,,inside,valid
188065,298,5,안화승,공동(참여),인하대학교,0,Y,inside,valid
188065,298,6,백성현,공동(교신),인하대학교,0,,inside,valid
188065,299,1,이유리,공동(제1),인하대학교,0,,inside,valid
188065,299,2,장사천,공동(참여),인하대학교,0,,inside,valid
188065,299,3,유광선,공동(참여),인하대학교,0,,inside,valid
188065,299,4,최진섭,공동(참여),인하대학교,0,,inside,valid
188065,299,5,안화승,공동(교신),인하대학교,0,Y,inside,valid
188072,768,1,Ehsan Esmaeilnezhad,공동(제1),Hakim Sabzevari University,0,,inside,invalid
188072,768,2,레반시,공동(참여),인하대학교,0,,inside,valid
188072,768,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,768,4,전보현,공동(교신),인하대학교,0,,inside,valid
188072,768,5,Mahin Schaffie,공동(참여),Shahid Bahonar University of Kerman,0,,outside,valid
188072,768,6,Mostafa Gholizadeh,공동(참여),Ferdowsi University of Mashhad,0,,outside,valid
188072,768,7,Mohammad Ranjbar,공동(참여),Shahid Bahonar University of Kerman,0,,outside,valid
188072,781,1,권승혁,공동(제1),인하대학교,0,,inside,valid
188072,781,2,박인혜,공동(참여),인하대학교,0,,inside,valid
188072,781,3,Cuong Manh Vu,공동(교신),"Duy Tan University, Le Qui Don Technical University,",0,,outside,valid
188072,781,4,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,782,1,이진희,공동(제1),인하대학교,0,,inside,valid
188072,782,2,로기,공동(참여),인하대학교,0,,inside,valid
188072,782,3,이재윤,공동(참여),인하대학교,0,,inside,valid
188072,782,4,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,783,1,Ehsan Esmaeilnezhad,공동(제1),Hakim Sabzevari University,0,,outside,valid
188072,783,2,Milad Karimian,공동(참여),Razi University,0,,outside,valid
188072,783,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,784,1,Panpan Chen,공동(제1),Yanshan University,0,,outside,valid
188072,784,2,Qianqian Cheng,공동(참여),Yanshan University,0,,outside,valid
188072,784,3,Li-Min Wang,공동(참여),Yanshan University,0,,outside,valid
188072,784,4,Ying Dan Liu,공동(교신),Yanshan University,0,,outside,valid
188072,784,5,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,785,1,권승혁,공동(제1),인하대학교,0,,inside,valid
188072,785,2,심형훈,공동(참여),인하대학교,0,,inside,valid
188072,785,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,786,1,Behrooz Maleki,공동(제1),"Hakim Sabzevari University, Universitat Regensburg",0,,outside,valid
188072,786,2,Oliver Reiser,공동(참여),Universitat Regensburg,0,,unknown--,unknown
188072,786,3,Ehsan Esmaeilnezhad,공동(참여),Hakim Sabzevari University,0,,unknown--,unknown
188072,786,4,최형진,공동(참여),인하대학교,0,Y,unknown--,unknown
188072,787,1,Ke Zhang,공동(제1),Harbin Institute of Technology,0,,outside,valid
188072,787,2,Haitao Li,공동(참여),Inner Mongolia Normal University,0,,outside,valid
188072,787,3,동옥진,공동(참여),인하대학교,0,,inside,valid
188072,787,4,Honglin Zhang,공동(참여),Harbin Institute of Technology,0,,outside,valid
188072,787,5,Wei Zhao,공동(참여),Harbin Institute of Technology,0,,outside,valid
188072,787,6,Siqin Zhao,공동(참여),Inner Mongolia Normal University,0,,outside,valid
188072,787,7,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,788,1,이재윤,공동(제1),인하대학교,0,,outside,invalid
188072,788,2,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,788,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,789,1,Ioan Bica,공동(제1),West University of Timisoara,0,,outside,valid
188072,789,2,Eugen M. Anitas,공동(참여),Joint Institute for Nuclear Research & Horia Hulubei National Institute of Physics and Nuclear Engineering,0,,outside,valid
188072,789,3,Larisa Marina Elisabeth Averis,공동(참여),University of Medicine and Pharmacy,0,,outside,valid
188072,789,4,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,789,5,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,790,1,한재경,공동(제1),인하대학교,0,,inside,valid
188072,790,2,이재윤,공동(참여),인하대학교,0,,inside,valid
188072,790,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,791,1,박인혜,공동(제1),인하대학교,0,,inside,valid
188072,791,2,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,791,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,791,4,김남희,공동(참여),DGIST,0,,outside,valid
188072,791,5,유천열,공동(참여),DGIST,0,,outside,valid
188072,792,1,고춘연,공동(제1),인하대학교,0,,outside,invalid
188072,792,2,로기,공동(참여),인하대학교,0,,outside,invalid
188072,792,3,최형진,공동(교신),인하대학교,0,Y,outside,invalid
188072,792,4,김남희,공동(참여),DGIST,0,,outside,valid
188072,792,5,유천열,공동(참여),DGIST,0,,inside,invalid
188072,793,1,Dinh Duc Nguyen,공동(제1),"Ton Duc Thang University, Kyonggi University",0,,outside,valid
188072,793,2,Cuong Manh Vu,공동(교신),"Duy Tan University, Le Qui Don Technical University",0,,outside,valid
188072,793,3,Huong Thi Vu,공동(참여),AQP research and control pharmaceuticals Joint Stock Company (AQP Pharma J.S.C),0,,outside,valid
188072,793,4,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,794,1,권승혁,공동(제1),인하대학교,0,,inside,valid
188072,794,2,안지수,공동(참여),인하대학교,0,,inside,valid
188072,794,3,최소연,공동(참여),수원대학교,0,,outside,valid
188072,794,4,정경호,공동(참여),수원대학교,0,,outside,valid
188072,794,5,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,795,1,동옥진,공동(제1),인하대학교,0,,inside,valid
188072,795,2,서용석,공동(교신),서울대학교,0,,outside,valid
188072,795,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,796,1,권승혁,공동(제1),인하대학교,0,,inside,valid
188072,796,2,이철주,공동(참여),인하대학교,0,,inside,valid
188072,796,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,796,4,정경호,공동(참여),수원대학교,0,,outside,valid
188072,796,5,정재흠,공동(참여),대흥알앤티,0,,outside,valid
188072,797,1,고춘연,공동(제1),인하대학교,0,,inside,valid
188072,797,2,Minayuan Pei,공동(참여),인하대학교,0,,inside,valid
188072,797,3,최형진,공동(참여),인하대학교,0,Y,inside,valid
188072,797,4,양회창,공동(교신),인하대학교,0,,inside,valid
188072,798,1,Tianming Gao,공동(제1),"Lingnan Normal University, 수원대학교",0,,inside,invalid
188072,798,2,Jing Chen,공동(참여),Lingnan Normal University,0,,outside,valid
188072,798,3,Yonghai Hui,공동(참여),Lingnan Normal University,0,,outside,valid
188072,798,4,Sheng Wang,공동(교신),Lingnan Normal University,0,,outside,valid
188072,798,5,최형진,공동(참여),인하대학교,0,Y,inside,valid
188072,798,6,정경호,공동(교신),수원대학교,0,,outside,valid
188072,799,1,Sung-Hoon Kim,공동(제1),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,2,Eui-Su Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,3,Kisuk Choi,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,4,Jung Keun Cho,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,5,Hanna Sun,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,6,Ji Wang Yoo,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,7,In-Kyung Park,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,8,Youngkwan Lee,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,9,Hyouk Ryeol Choi,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,10,Taesung Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,11,Jonghwan Suhr,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,12,Ju-Ho Yun,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,799,13,Jae-Do Nam,공동(교신),성균관대학교(자연과학캠퍼스),0,,inside,invalid
188072,799,14,최형진,공동(참여),인하대학교,0,Y,outside,invalid
188072,800,1,Sung-Hoon Kim,공동(제1),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,2,Kisuk Choi,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,3,Hyouk Ryeol Choi,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,4,Taesung Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,5,Jonghwan Suhr,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,6,Kwang Jin Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,800,7,최형진,공동(참여),인하대학교,0,Y,inside,valid
188072,800,8,Jae-Do Nam,공동(교신),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,1,Kisuk Choi,공동(제1),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,2,Ye Chan Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,3,Hanna Sun,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,4,Sung-Hoon Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,5,Ji Wang Yoo,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,6,In-Kyung Park,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,7,Pyoung-Chan Lee,공동(참여),성균관대학교(자연과학캠퍼스),0,,inside,invalid
188072,801,8,최형진,공동(참여),인하대학교,0,Y,outside,invalid
188072,801,9,Hyouk Ryeol Choi,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,10,Taesung Kim,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,11,Jonghwan Suhr,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,12,Young Kwan Lee,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,801,13,Jae-Do Nam,공동(교신),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,802,1,한재경,공동(제1),인하대학교,0,,inside,valid
188072,802,2,이민의,공동(참여),인하대학교,0,,inside,valid
188072,802,3,최형진,공동(참여),인하대학교,0,Y,inside,valid
188072,802,4,진형준,공동(교신),인하대학교,0,,inside,valid
188072,802,5,윤영수,공동(교신),강릉원주대학교,0,,outside,valid
188072,803,1,Ehsan Esmaeilnezhad,공동(제1),Hakim Sabzevari University,0,,outside,valid
188072,803,2,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,804,1,동옥진,공동(제1),인하대학교,0,,inside,valid
188072,804,2,김주년,공동(참여),인하대학교,0,,inside,valid
188072,804,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,805,1,이재윤,공동(제1),인하대학교,0,,inside,valid
188072,805,2,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,806,1,Hyeonju Lee,공동(제1),한림대학교,0,,outside,valid
188072,806,2,Bokyung Kim,공동(참여),한림대학교,0,,outside,valid
188072,806,3,고춘연,공동(참여),인하대학교,0,,inside,valid
188072,806,4,최형진,공동(참여),인하대학교,0,Y,inside,valid
188072,806,5,Jae-Hyun Ko,공동(참여),한림대학교,0,,outside,valid
188072,806,6,Cheong Hoon Seo,공동(교신),한림대학교,0,,outside,valid
188072,806,7,Jaehoon Park,공동(교신),한림대학교,0,,outside,valid
188072,807,1,김민환,공동(제1),인하대학교,0,,inside,valid
188072,807,2,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,807,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,808,1,Van-Huy Nguyen,공동(제1),Ton Duc Thang University,0,,outside,valid
188072,808,2,Cuong Manh Vu,공동(참여),Duy Tan University,0,,outside,valid
188072,808,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,808,4,Bui Xuan Kien,공동(참여),Electric power University,0,,outside,valid
188072,809,1,동옥진,공동(제1),인하대학교,0,,inside,valid
188072,809,2,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,810,1,이재윤,공동(제1),인하대학교,0,,inside,valid
188072,810,2,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,810,3,In-Joo Chin,공동(참여),인하공업전문대학,0,,outside,valid
188072,810,4,최형진,공동(교신),인하공업전문대학,0,Y,inside,invalid
188072,811,1,장효선,공동(제1),인하대학교,0,,inside,valid
188072,811,2,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,811,3,이진현,공동(교신),인하대학교,0,,inside,valid
188072,811,4,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,812,1,Ehsan Esmaeilnezhad,공동(제1),Hakim Sabzevari University,0,,outside,valid
188072,812,2,Seyed Hasan Hajiabadi,공동(참여),Hakim Sabzevari University,0,,outside,valid
188072,812,3,최형진,공동(교신),인하대학교,33,Y,inside,valid
188072,813,1,이진현,공동(제1),인하대학교,0,,inside,valid
188072,813,2,한문교,공동(참여),인하대학교,0,,inside,valid
188072,813,3,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,813,4,장효선,공동(참여),인하대학교,0,,inside,valid
188072,814,1,한문교,공동(제1),인하대학교,0,,inside,valid
188072,814,2,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,815,1,로기,공동(제1),인하대학교,0,,outside,invalid
188072,815,2,장효선,공동(참여),인하대학교,0,,outside,invalid
188072,815,3,이진현,공동(참여),인하대학교,0,,inside,valid
188072,815,4,한문교,공동(참여),인하대학교,0,,outside,invalid
188072,815,5,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,816,1,Junsok Choi,공동(제1),서울대학교,0,,outside,valid
188072,816,2,Sangsok Han,공동(참여),서울대학교,0,,outside,valid
188072,816,3,Hoyeon Kim,공동(참여),서울대학교,0,,outside,valid
188072,816,4,Eun-Ho Sohn,공동(참여),한국화학연구원,0,,outside,valid
188072,816,5,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,816,6,Yongsok Seo,공동(참여),서울대학교,0,,outside,valid
188072,817,1,Kisuk Choi,공동(제1),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,817,2,Jae Do Nam,공동(참여),성균관대학교(자연과학캠퍼스),0,,outside,valid
188072,817,3,권승혁,공동(참여),인하대학교,0,,inside,valid
188072,817,4,최형진,공동(교신),인하대학교,0,Y,inside,valid
188072,817,5,Md Sakinul Islam,공동(참여),RMIT University,0,,outside,valid
188072,817,6,Nhol Kao,공동(참여),RMIT University,0,,outside,valid
188173,61,1,정영민,공동(제1),인하대학교,25,,outside,invalid
188173,61,2,Murad Ali,공동(참여),King Abdul Azie Univ.,25,,outside,valid
188173,61,3,Robert Zacca,공동(참여),Al Faisal University,25,,outside,valid
188173,61,4,박기찬,공동(참여),인하대학교,25,Y,inside,valid
188173,62,1,Rozy Dhanta,공동(제1),Shoolini University,50,,outside,valid
188173,62,2,Suresh Chand Tewari,공동(참여),Shoolini University,10,,outside,valid
188173,62,3,Ram Parkash Dwivedi,공동(참여),Shoolini University,10,,outside,valid
188173,62,4,Yashwant Singh Negi,공동(참여),Shoolini University,10,,outside,valid
188173,62,5,박기찬,공동(교신),인하대학교,20,Y,inside,valid
188173,64,1,석태수,공동(제1),서울과학종합대학원대학교,40,,unknown--,unknown
188173,64,2,Zhang Jianhua,공동(참여),Zhengzhou University,30,,unknown--,unknown
188173,64,3,박기찬,공동(교신),인하대학교,30,Y,unknown--,unknown
188307,18,1,정성혜,단독,인하대학교,100,Y,inside,valid
188307,19,1,김혜은,공동(제1),동의대학교,50,,outside,valid
188307,19,2,정성혜,공동(교신),인하대학교,50,Y,inside,valid
188312,73,1,Kim YH,공동(제1),서귀포메디칼센터,20,,inside,invalid
188312,73,2,Hyun W,공동(참여),서귀포메디칼센터,10,,inside,invalid
188312,73,3,Kim DP,공동(참여),서귀포메디칼센터,10,,inside,invalid
188312,73,4,Chung MH,공동(교신),서귀포메디칼센터,20,,outside,valid
188312,73,5,Im JH,공동(참여),인하대학교,10,,inside,valid
188312,73,6,Baek JH,공동(참여),인하대학교,10,,inside,valid
188312,73,7,Lee js,공동(참여),인하대학교,10,,inside,valid
188312,73,8,강재승,공동(참여),인하대학교,10,Y,inside,valid
188312,74,1,Chung MH,공동(제1),서귀포메디칼센터,60,,outside,valid
188312,74,2,강재승,공동(참여),인하대학교,40,Y,inside,valid
189055,177,1,비렌드라,공동(참여),인하대학교,0,,outside,invalid
189055,177,2,김은기,공동(교신),인하대학교,0,Y,outside,invalid
189058,76,1,박종수,공동(제1),인하대학교,50,,inside,valid
189058,76,2,Koji Takayama,공동(참여),Kyoto University,10,,outside,valid
189058,76,3,Yoshihisa Suyama,공동(참여),Tohoku University,10,,outside,valid
189058,76,4,최병희,공동(교신),인하대학교,30,Y,inside,valid
189058,77,1,박종수,공동(제1),인하대학교,70,,inside,valid
189058,77,2,진동필,공동(참여),인하대학교,10,,inside,valid
189058,77,3,박종원,공동(참여),인하대학교,10,,inside,valid
189058,77,4,최병희,공동(교신),인하대학교,10,Y,inside,valid
189058,78,1,진동필,공동(제1),인하대학교,40,,inside,valid
189058,78,2,최인수,공동(참여),인하대학교,30,,outside,invalid
189058,78,3,최병희,공동(교신),인하대학교,30,Y,inside,valid
189058,79,1,진동필,공동(제1),인하대학교,30,,inside,valid
189058,79,2,박종원,공동(참여),인하대학교,30,,inside,valid
189058,79,3,박종수,공동(참여),인하대학교,20,,inside,valid
189058,79,4,최병희,공동(교신),인하대학교,20,Y,inside,valid
189058,80,1,진동필,공동(제1),인하대학교,60,,inside,valid
189058,80,2,박종원,공동(참여),인하대학교,10,,inside,valid
189058,80,3,최병희,공동(교신),인하대학교,30,Y,inside,valid
189164,170,1,김태현,공동(제1),인하대학교,30,,inside,valid
189164,170,2,이빛나,공동(참여),인하대학교,20,,inside,valid
189164,170,3,이우식,공동(교신),인하대학교,50,Y,inside,valid
189173,78,1,Kun Hwang,공동(제1),인하대학교,50,,inside,valid
189173,78,2,김대중,공동(교신),인하대학교,50,Y,inside,valid
189220,127,1,박진석,공동(제1),인하대학교,30,,inside,valid
