,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,
53,Incorporation of Calcium Sulfate Dihydrate into Hydroxyapatite Microspheres To Improve the Release of Bone Morphogenetic Protein-2 and Accelerate Bone Regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=18&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jung HD,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Baek Jaeuk, Lee Hyun, Jang Tae-Sik, Song Juha, Kim Hyoun-Ee, Jung Hyun-Do",846-856,Article,ACS BIOMATERIALS SCIENCE & ENGINEERING,
54,Enhanced mechanical stability of PTFE coating on nano-roughened NiTi for biomedical applications,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=21&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jeong SH,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Min-Kyu, Park Cheonil, Jang Tae-Sik, Kim Hyoun-Ee, Jeong Seol-Ha",12-15,Article,MATERIALS LETTERS,
55,Effect of HF/HNO3-treatment on the porous structure and cell penetrability of titanium (Ti) scaffold,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=24&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jang TS,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Lee Hyun, Jung Hyun-Do, Kang Min-Ho, Song Juha, Kim Hyoun-Ee, Jang Tae-Sik",65-73,Article,MATERIALS & DESIGN,
56,Zirconia-Polyurethane Aneurysm Clip,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=27&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Jang TS, Kim JE","ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Cho Won-Sang, Cho Kyung-il, Kim Jeong Eun, Jang Tae-Sik, Ha Eun Jin, Kang Hyun-Seung, Son Young-Je, Choi Seung Hong, Lee Seunghyun, Kim Chong-Chan",14-23,Article,WORLD NEUROSURGERY,
57,Antibacterial and bioactive properties of stabilized silver on titanium with a nanostructured surface for dental applications,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=30&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jang TS,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Kim Sungwon, Park Cheonil, Cheon Kwang-Hee, Jung Hyun-Do, Song Juha, Kim Hyoun-Ee, Jang Tae-Sik",232-240,Article,APPLIED SURFACE SCIENCE,
58,Strong and biocompatible poly(lactic acid) membrane enhanced by Ti3C2Tz (MXene) nanosheets for Guided bone regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=32&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Huang Q, Han CM, Kim HE","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Chen Ke, Chen Youhu, Deng Qihuang, Jeong Seol-Ha, Jang Tae-Sik, Du Shiyu, Kim Hyoun-Ee, Huang Qing, Han Cheol-Min",114-117,Article,MATERIALS LETTERS,
59,Facile strategy involving low-temperature chemical cross-linking to enhance the physical and biological properties of hyaluronic acid hydrogel,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=35&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Jang TS, Kim S","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Baek Jaeuk, Fan Yingfang, Jeong Seol-Ha, Lee Ho-Yong, Jung Hyun-Do, Kim Hyoun-Ee, Kim Sukwha, Jang Tae-Sik",545-553,Article,CARBOHYDRATE POLYMERS,
60,Biomimetic porous Mg with tunable mechanical properties and biodegradation rates for bone regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=38&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jung HD,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Kang Min-Ho, Lee Hyun, Jang Tae-Sik, Seong Yun-Jeong, Kim Hyoun-Ee, Koh Young-Hag, Song Juha, Jung Hyun-Do",453-467,Article,ACTA BIOMATERIALIA,
61,"Plant seed-inspired cell protection, dormancy, and growth for large-scale biofabrication",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=41&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Song JH,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Pan Houwen Matthew, Chen Shengyang, Jang Tae-Sik, Han Win Tun, Jung Hyun-do, Li Yaning, Song Juha",25008,Article,BIOFABRICATION,
62,Enhanced Osseointegration Ability of Poly(lactic acid) via Tantalum Sputtering-Based Plasma Immersion Ion Implantation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=44&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jang TS,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Park Cheonil, Seong Yun-Jeong, Kang In-Gu, Song Eun-Ho, Lee Hyun, Kim Jinyoung, Jung Hyun-Do, Kim Hyoun-Ee, Jang Tae-Sik",10492-10504,Article,ACS APPLIED MATERIALS & INTERFACES,
63,Extremely Versatile Deformability beyond Materiality: A New Material Platform through Simple Cutting for Rugged Batteries,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=47&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Choi IS, Song J","WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Kim Kee-Bum, Lee Young-Joo, Costa Avelino, Lee Yu-Ki, Jang Tae-Sik, Lee Myoung-Gyu, Joo Young-Chang, Oh Kyu Hwan, Song Juha, Choi In-Suk",1900206,Article,ADVANCED ENGINEERING MATERIALS,
64,In-vitro blood and vascular compatibility of sirolimus-eluting organic/inorganic hybrid stent coatings,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=50&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jung HD,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Jang Tae-Sik, Cheon Kwang-Hee, Ahn Ji-Ho, Song Eun-Ho, Kim Hyoun-Ee, Jung Hyun-Do",405-413,Article,COLLOIDS AND SURFACES B-BIOINTERFACES,
65,Reduced fibrous capsule formation at nano-engineered silicone surfaces via tantalum ion implantation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=52&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Jang TS, Kim S","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Park Cheonil, Lee Si-Woo, Kim Jinyoung, Song Eun-Ho, Jung Hyun-Do, Park Ji-Ung, Kim Hyoun-Ee, Kim Sukwha, Jang Tae-Sik",2907-2919,Article,BIOMATERIALS SCIENCE,
66,"Fabrication of strong, bioactive vascular grafts with PCL/collagen and PCL/silica bilayers for small-diameter vascular applications",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=55&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jang TS,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Park Suhyung, Kim Jinyoung, Lee Min-Kyu, Park Cheonil, Jung Hyun-Do, Kim Hyoun-Ee, Jang Tae-Sik",UNSP 108079,Article,MATERIALS & DESIGN,
67,Enhanced bioactivity of titanium-coated polyetheretherketone implants created by a high-temperature 3D printing process,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=58&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jung HD,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Jung Hyun-Do, Jang Tae-Sik, Lee Ji Eun, Park Seong Je, Son Yong, Park Suk-Hee",45014,Article,BIOFABRICATION,
68,Ta ion implanted nanoridge-platform for enhanced vascular responses,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=61&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Jung HD, Chung JW","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Jang Tae-Sik, Lee Jae Hwan, Kim Sungwon, Park Cheonil, Song Juha, Jae Hwan Jun, Kim Hyoun-Ee, Chung Jin Wook, Jung Hyun-Do",UNSP 119461,Article,BIOMATERIALS,
69,Fabrication of poly(lactic acid)/Ti composite scaffolds with enhanced mechanical properties and biocompatibility via fused filament fabrication (FFF)-based 3D printing,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=64&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Jung HD,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Lee Jina, Lee Hyun, Cheon Kwang-Hee, Park Cheonil, Jang Tae-Sik, Kim Hyoun-Ee, Jung Hyun-Do",100883,Article,ADDITIVE MANUFACTURING,
70,0,0,0,0,0,0,0,0,
71,Enhanced endothelial cell activity induced by incorporation of nano-thick tantalum layer in artificial vascular grafts,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=70&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Jang TS, Kim HE","ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Park Cheonil, Park Suhyung, Kim Jinyoung, Han Ahram, Ahn Sanghyun, Min Seung-Kee, Jae Hwan Jun, Chung Jin Wook, Lee Jong-Ho, Jung Hyun-Do",144801,Article,APPLIED SURFACE SCIENCE,
72,3D Freeform Printing of Nanocomposite Hydrogels through in situ Precipitation in Reactive Viscous Fluid,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=71&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Song JH,"WHIOCE PUBLISHING PTE LTD, SINGAPORE, 7030 ANG MO KIO AVE 5, 04-15 NORTHSTAR AMK, SINGAPORE, 569880, SINGAPORE","Chen Shengyang, Jang Tae-Sik, Pan Houwen Matthew, Jung Hyun-Do, Sia Ming Wei, Xie Shuying, Hang Yao, Chong Seow Khoon Mark, Wang Dongan, Song Juha",258,Article,INTERNATIONAL JOURNAL OF BIOPRINTING,
73,Machine Learning Enabled Tailor-Made Design of Application-Specific Metal-Organic Frameworks,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=73&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Lee YJ,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Zhang Xiangyu, Zhang Kexin, Lee Yongjin",734-743,Article,ACS APPLIED MATERIALS & INTERFACES,
74,High-Throughput Screening Approach for Nanoporous Materials Genome Using Topological Data Analysis: Application to Zeolites,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=75&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Lee YJ,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Lee Yongjin, Barthel Senja D., Dlotko Pawel, Moosavi Seyed Mohamad, Hess Kathryn, Smit Berend",4427-4437,Article,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,
75,Tuning Metal-Organic Framework Nanocrystal Shape through Facet-Dependent Coordination,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=77&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Lee Y, Tsung CK","AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Liu Xiao-Yuan, Lo Wei-Shang, Wu Chunhui, Williams Benjamin P., Luo Lianshun, Li Yang, Chou Lien-Yang, Lee Yongjin, Tsung Chia-Kuang",1774-1780,Article,NANO LETTERS,
76,A computational study to design zeolite-templated carbon materials with high performance for CO2/N-2 separation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=80&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Lee YJ,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Cui Jing, Zhang Kexin, Zhang Xiangyu, Lee Yongjin",109947,Article,MICROPOROUS AND MESOPOROUS MATERIALS,
77,General Way To Construct Micro- and Mesoporous Metal-Organic Framework-Based Porous Liquids,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=83&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Li T,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","He Sanfeng, Chen Lihan, Cui Jing, Yuan Biao, Wang Hongliang, Wang Fang, Yu Yi, Lee Yongjin, Li Tao",19708-19714,Article,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,
78,Machine Learning Prediction on Properties of Nanoporous Materials Utilizing Pore Geometry Barcodes,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=86&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Lee YJ,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Zhang Xiangyu, Cui Jing, Zhang Kexin, Wu Jiasheng, Lee Yongjin",4636-4644,Article,JOURNAL OF CHEMICAL INFORMATION AND MODELING,
79,0,0,0,0,0,0,0,0,
80,Strong thermal conductivity dependence on arsenic-vacancy complex formation in arsenic-doped silicon,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=92&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Hwang GS,"AMER INST PHYSICS, 1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","Lee Yongjin, Hwang Gyeong S.",195104,Article,JOURNAL OF APPLIED PHYSICS,
81,0,0,0,0,0,0,0,0,
82,Molecular dynamics investigation of the thermal conductivity of ternary silicon-germanium-tin alloys,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=95&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Hwang GS,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Lee Yongjin, Hwang Gyeong S.",494001,Article,JOURNAL OF PHYSICS D-APPLIED PHYSICS,
83,Screening Materials Relevant for Energy Technologies,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=96&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Smit B,"SWISS CHEMICAL SOC, SCHWARZTORSTRASSE 9, CH-3007 BERN, SWITZERLAND",Smit Berend,248-252,Article,CHIMIA,
84,Engineering of Pore Geometry for Ultrahigh Capacity Methane Storage in Mesoporous Metal-Organic Frameworks,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=99&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Zhang YB,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Liang Cong-Cong, Shi Zhao-Lin, He Chun-Ting, Tang Jing, Zhou Hu-Die, Zhou Hao-Long, Lee Yongjin, Zhang Yue-Biao",13300-13303,Article,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,
85,A generalizable method for the construction of MOF@polymer functional composites through surface-initiated atom transfer radical polymerization,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=102&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Li T,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","He Sanfeng, Wang Hongliang, Zhang Cuizheng, Zhang Songwei, Yu Yi, Lee Yongjin, Li Tao",1816-1822,Article,CHEMICAL SCIENCE,
86,Robust Metal-Triazolate Frameworks for CO2 Capture from Flue Gas,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=105&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Zhang YB,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Shi Zhaolin, Tao Yu, Wu Jiasheng, Zhang Cuizheng, He Hailong, Long Liuliu, Lee Yongjin, Li Tao, Zhang Yue-Biao",2750-2754,Article,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,
87,Tracking and Visualization of Functional Domains in Stratified Metal-Organic Frameworks Using Gold Nanoparticles,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=108&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Li T,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Qin Xuedi, He Sanfeng, Wu Jiasheng, Fan Yaqi, Wang Fang, Zhang Songwei, Li Siqi, Luo Lianshun, Ma Yanhang, Lee Yongjin",247-253,Article,ACS CENTRAL SCIENCE,
88,Engineering plasticization resistant gas separation membranes using metal-organic nanocapsules,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=111&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Li T,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Wang Hongliang, Zhang Kexin, Li Jerry Pui Ho, Huang Jingyu, Yuan Biao, Zhang Chen, Yu Yi, Yang Yong, Lee Yongjin, Li Tao",4687-4694,Article,CHEMICAL SCIENCE,
89,ELF18-INDUCED LONG-NONCODING RNA Associates with Mediator to Enhance Expression of Innate Immune Response Genes in Arabidopsis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=114&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Chua NH, Jung C","AMER SOC PLANT BIOLOGISTS, 15501 MONONA DRIVE, ROCKVILLE, MD 20855 USA","Seo Jun Sung, Sun Hai-Xi, Park Bong Soo, Huang Chung-Hao, Yeh Shyi-Dong, Jung Choonkyun, Chua Nam-Hai",1024-1038,Article,PLANT CELL,
90,ELF18-INDUCED LONG NONCODING RNA 1 evicts fibrillarin from mediator subunit to enhance PATHOGENESIS-RELATED GENE 1 (PR1) expression,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=116&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Chua NH,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Seo Jun Sung, Diloknawarit Piyarut, Park Bong Soo, Chua Nam-Hai",2067-2079,Article,NEW PHYTOLOGIST,
91,PLANT U-BOX PROTEIN 10 negatively regulates abscisic acid response in Arabidopsis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=119&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,"Chua NH, Jung C","SPRINGER SINGAPORE PTE LTD, #04-01 CENCON I, 1 TANNERY RD, SINGAPORE 347719, SINGAPORE","Seo Jun Sung, Zhao Pingzhi, Jung Choonkyun, Chua Nam-Hai",UNSP 39,Article,APPLIED BIOLOGICAL CHEMISTRY,
92,Chloroplast-selective gene delivery and expression in planta using chitosan-complexed single-walled carbon nanotube carriers,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=122&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Strano MS,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kwak Seon-Yeong, Lew Tedrick Thomas Salim, Sweeney Connor J., Koman Volodymyr B., Wong Min Hao, Bohmert-Tatarev Karen, Snell Kristi D., Seo Jun Sung, Chua Nam-Hai, Strano Michael S.",447-+,Article,NATURE NANOTECHNOLOGY,
93,Real-time detection of wound-induced H2O2 signalling waves in plants with optical nanosensors,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=125&SID=D4mVFJRkOkCm3XJuyz9&page=1&doc=1,Strano MS,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lew Tedrick Thomas Salim, Koman Volodymyr B., Silmore Kevin S., Seo Jun Sung, Gordiichuk Pavlo, Kwak Seon-Yeong, Ang Mervin Chun-Yi, Duc Thinh Khong, Lee Michael A., Chan-Park Mary B.",404-+,Article,NATURE PLANTS,
94,Arabidopsis ubiquitin-specific proteases UBP12 and UBP13 shape ORE1 levels during leaf senescence induced by nitrogen deficiency,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=F56469593WJxmK31yiE&page=1&doc=1,Chua NH,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Park Su-Hyun, Jeong Jin Seo, Seo Jun Sung, Park Bong Soo, Chua Nam-Hai",1447-1460,Article,NEW PHYTOLOGIST,
95,Arabidopsis NITROGEN LIMITATION ADAPTATION regulates ORE1 homeostasis during senescence induced by nitrogen deficiency,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=4&SID=F56469593WJxmK31yiE&page=1&doc=1,Chua NH,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Park Bong Soo, Yao Tao, Seo Jun Sung, Wong Eriko Chi Cheng, Mitsuda Nobutaka, Huang Chung-Hao, Chua Nam-Hai",898-+,Article,NATURE PLANTS,
96,0,0,0,0,0,0,0,0,
97,Heterologous expression of bacterial trehalose biosynthetic genes enhances trehalose accumulation in potato plants without adverse growth effects,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=8&SID=F56469593WJxmK31yiE&page=1&doc=1,Jung C,"SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Shim Jae Sung, Seo Ju-Seok, Seo Jun Sung, Kim Yonghwan, Koo Yeonjong, Choi Yang Do, Jung Choonkyun",409-418,Article,PLANT BIOTECHNOLOGY REPORTS,
98,0,0,0,0,0,0,0,0,
99,0,0,0,0,0,0,0,0,
100,0,0,0,0,0,0,0,0,
101,0,0,0,0,0,0,0,0,
102,"""Marketing from the Art World"": A Critical Review of American Research",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=15&SID=F56469593WJxmK31yiE&page=1&doc=1,Lee SH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","Lee Jin Woo, Lee Soo Hee",17-33,Review,JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY,
103,User participation and valuation in digital art platforms: the case of Saatchi Art,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=18&SID=F56469593WJxmK31yiE&page=1&doc=1,Lee SH,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Lee Jin Woo, Lee Soo Hee",1125-1151 특별호: SI,Article,EUROPEAN JOURNAL OF MARKETING,
104,0,0,0,0,0,0,0,0,
105,0,0,0,0,0,0,0,0,
106,0,0,0,0,0,0,0,0,
107,0,0,0,0,0,0,0,0,
108,0,0,0,0,0,0,0,0,
109,0,0,0,0,0,0,0,0,
110,Going Green Inside and Out: Corporate Environmental Responsibility and Financial Performance under Regulatory Stringency,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=27&SID=F56469593WJxmK31yiE&page=1&doc=1,Kim N,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Sohn Jongjin, Lee Jongseon, Kim Nami",0,Article,SUSTAINABILITY,
111,The effects of patent litigation involving NPEs on firms' patent strategies,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=29&SID=F56469593WJxmK31yiE&page=1&doc=1,Kim N,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Lee Jong-Seon, Kim Nami, Bae Zong-Tae",UNSP 119758,Article,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,
112,Know yourself and find your partners Achieving ambidexterity and inter-organizational collaboration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=32&SID=F56469593WJxmK31yiE&page=1&doc=1,Kim N,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Lee Jongseon, Kim Nami",1333-1352,Article,MANAGEMENT RESEARCH REVIEW,
113,Glucose-dependent control of leucine metabolism by leucyl-tRNA synthetase 1,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=35&SID=F56469593WJxmK31yiE&page=1&doc=1,Kim S,"AMER ASSOC ADVANCEMENT SCIENCE, 1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA","Yoon Ina, Nam Miso, Kim Hoi Kyoung, Moon Hee-Sun, Kim Sungmin, Jang Jayun, Song Ji Ae, Jeong Seung Jae, Kim Sang Bum, Cho Seongmin",205-+,Article,SCIENCE,
114,0,0,0,0,0,0,0,0,
115,0,0,0,0,0,0,0,0,
116,Evolution of the multi-tRNA synthetase complex and its role in cancer,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=40&SID=F56469593WJxmK31yiE&page=1&doc=1,"Hwang D, Kim S","AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC, 11200 ROCKVILLE PIKE, SUITE 302, ROCKVILLE, MD, UNITED STATES","Hyeon Do Young, Kim Jong Hyun, Ahn Tae Jin, Cho Yeshin, Hwang Daehee, Kim Sunghoon",5340-5351,Review,JOURNAL OF BIOLOGICAL CHEMISTRY,
117,Structure-activity relationship of leucyladenylate sulfamate analogues as leucyl-tRNA synthetase (LRS)-targeting inhibitors of Mammalian target of rapamycin complex 1 (mTORC1),http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=43&SID=F56469593WJxmK31yiE&page=1&doc=1,Lee J,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Yoon Suyoung, Kim Sung-Eun, Kim Jong Hyun, Yoon Ina, Phuong-Thao Tran, Ann Jihyae, Kim Changhoon, Byun Woong Sub, Lee Sangkook, Kim Sunghoon",1099-1109,Article,BIOORGANIC & MEDICINAL CHEMISTRY,
118,0,0,0,0,0,0,0,0,
