,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title
842,203010,235,0,0,0,0,0,0,0,0,0,unknown--
843,203012,124,0,0,0,0,0,0,0,0,0,unknown--
844,203012,125,0,0,0,0,0,0,0,0,0,unknown--
845,203012,126,0,0,0,0,0,0,0,0,0,unknown--
846,203012,127,0,0,0,0,0,0,0,0,0,unknown--
847,203012,128,Chromium Poisoning of Neodymium Nickelate (Nd2NiO4) Cathodes for Solid Oxide Fuel Cells,황해진 /Hae Ji Hwang,한국세라믹학회,"Kyoung Jin Lee, Jae Hun Chung, Min Jin Lee",160-166,0,한국세라믹학회지,2019.03,"Kyoung Jin Lee[Inha University], Jae Hun Chung[Inha University], Min Jin Lee[Inha University], 황해진 /Hae Ji Hwang[Inha University]",valid
848,203012,129,0,0,0,0,0,0,0,0,0,unknown--
849,203012,130,0,0,0,0,0,0,0,0,0,unknown--
850,203012,131,Graft Polymer를 이용한 수계 세라믹 잉크의 합성 및 프린팅 특성평가,한규성 /Han Kyu Sung,한국재료학회,"이지현 /Ji-Hyeon Lee, 황해진 /Hae Ji Hwang, 김진호 /Kim Jinho, 황광택 /Kwangtaek Hwang",639-646,0,한국재료학회지,2019.1,"이지현 /Ji-Hyeon Lee[한국세라믹기술원], 황해진 /Hae Ji Hwang[인하대학교], 김진호 /Kim Jinho[한국세라믹기술원], 황광택 /Kwangtaek Hwang[한국세라믹기술원], 한규성 /Han Kyu Sung[한국세라믹기술원]",valid
851,203012,132,0,0,0,0,0,0,0,0,0,unknown--
852,203013,42,Study of Satisfaction Levels on Construction Engineering Education in Cyber University and Its Improvements,우성권 /Sungkwon Woo,대한토목학회,배윤선 /Yoon Sun Bae,499-506,0,KSCE Journal of Civil Engineering,2019.02,"배윤선 /Yoon Sun Bae[숭실사이버대학교], 우성권 /Sungkwon Woo[인하대학교]",valid
853,203013,43,Logistic Regression Modeling to Determine Projects impacted by Schedule Compression,우성권 /Sungkwon Woo,대한토목학회,"장철기 /Chul-Ki Chang, Awad S. Hanna, 조정석 /Chung-Suk Cho",1493-1500,0,KSCE Journal of Civil Engineering,2019.04,"장철기 /Chul-Ki Chang[한남대학교], Awad S. Hanna[University of Wisconsin – Madison], 우성권 /Sungkwon Woo[인하대학교], 조정석 /Chung-Suk Cho[Khalifa University of Science and Technology]",valid
854,203013,44,0,0,0,0,0,0,0,0,0,valid
855,203014,240,강우사상의 지속기간별 분포 특성을 고려한 일강우 모의 기법 개발,김형수 /HUNG SOO KIM,한국수자원학회,"정재원 /JUNG JAE WON, 김수전 /Soojun Kim",141-148,0,한국수자원학회 논문집,2019.02,"정재원 /JUNG JAE WON[인하대학교], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
856,203014,241,우포늪 수위 자료의 시계열 모형화 및 잔차 분석,한대건 /Han Daegun,한국습지학회,"김경훈 /Kim Kyunghun, 김정욱 /Jungwook Kim, 임종훈 /LIMJonghun, 이종소 /Jongso Lee, 김형수 /HUNG SOO KIM",66-76,0,한국습지학회지,2019.02,"김경훈 /Kim Kyunghun[인하대학교], 한대건 /Han Daegun[인하대학교], 김정욱 /Jungwook Kim[인하대학교], 임종훈 /LIMJonghun[인하대학교], 이종소 /Jongso Lee[국토연구원], 김형수 /HUNG SOO KIM[인하대학교]",valid
857,203014,242,국내 하천수의 수열에너지 활용 가능성 분석 : (2) 회귀수의 수온이 환경에 미치는 영향 평가,김형수 /HUNG SOO KIM,한국신·재생에너지학회,"정재원 /JUNG JAE WON, 남지수, 김진상 /Jingsang Kim, 정성은",9-17,0,신재생에너지,2019.03,"정재원 /JUNG JAE WON[인하대학교], 남지수[인하대학교], 김진상 /Jingsang Kim[블루이코노미전략연구원], 정성은[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
858,203014,243,Bayesian과 Bootstrap 방법을 이용한 수위-유량 관계곡선의 불확실성 분석,이종소 /Jongso Lee,한국습지학회,"임종훈 /LIMJonghun, 권형수 /Hyungsoo Kwon, 주홍준 /Joo Hong Jun, 왕원준 /Won-joon Wang, 유영훈 /You Younghoon, 김형수 /HUNG SOO KIM",114-124,0,한국습지학회지,2019.05,"임종훈 /LIMJonghun[인하대학교], 권형수 /Hyungsoo Kwon[수일엔지니어링], 주홍준 /Joo Hong Jun[인하대학교], 왕원준 /Won-joon Wang[(사)방재관리연구센터], 이종소 /Jongso Lee[국토연구원], 유영훈 /You Younghoon[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
859,203014,244,복구비 투입에 따른 방재능력 향상의 정량적 평가,김형수 /HUNG SOO KIM,한국방재학회,"이준형 /Lee， Junhyeong, 최창현 /Changhyun Choi, 김종성 /Kim， Jongsung, 한대건 /Han Daegun, 김동현 /Kim， Donghyun",23-32,0,한국방재학회논문집,2019.06,"이준형 /Lee， Junhyeong[인하대학교], 최창현 /Changhyun Choi[인하대학교], 김종성 /Kim， Jongsung[인하대학교], 한대건 /Han Daegun[인하대학교], 김동현 /Kim， Donghyun[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
860,203014,245,Analysis of Chaos Characterization and Forecasting of Daily Streamflow,배영해 /Y. H. Bae,한국습지학회,"왕원준 /Won-joon Wang, 유영훈 /You Younghoon, 이명진 /Lee， Myungjin, 김형수 /HUNG SOO KIM",236-243,0,한국습지학회지,2019.08,"왕원준 /Won-joon Wang[(사)방재관리연구센터], 유영훈 /You Younghoon[인하대학교], 이명진 /Lee， Myungjin[인하대학교], 배영해 /Y. H. Bae[인하대학교 토목공학과], 김형수 /HUNG SOO KIM[인하대학교]",valid
861,203014,246,VARMA와 머신러닝 모형을 이용한 소양강댐 월유입량 예측,왕원준 /Won-joon Wang,건국대학교 기후연구소,"배영혜, 김종성 /Kim， Jongsung, 유영훈 /You Younghoon, 정재원 /JUNG JAE WON, 김형수 /HUNG SOO KIM",183-198,0,기후연구,2019.09,"배영혜[인하대학교], 김종성 /Kim， Jongsung[인하대학교 토목공학과], 왕원준 /Won-joon Wang[(사)방재관리연구센터], 유영훈 /You Younghoon[인하대학교], 정재원 /JUNG JAE WON[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
862,203014,247,이산형 웨이블릿 변환을 통한 조위 자료 내 파고 성분 분리,이태우 /Taewoo Lee,한국습지학회,"유영훈 /Younghoon Yoo, 이명진 /Lee， Myungjin, 김수전 /Soojun Kim, 김형수 /HUNG SOO KIM",365-373,0,한국습지학회지,2019.11,"유영훈 /Younghoon Yoo[인하대학교 토목공학과], 이명진 /Lee， Myungjin[인하대학교], 이태우 /Taewoo Lee[인하대학교 사회인프라공학과], 김수전 /Soojun Kim[인하대학교], 김형수 /HUNG SOO KIM[인하대학교]",valid
